match_type,match_value,normalized_value,decision,source,source_date
company_exact,セントラル総合開発,セントラル総合開発,high,JPX,2026-06-30
company_exact,フライヤー,フライヤー,high,JPX,2026-06-30
company_exact,ウィル,ウィル,high,JPX,2026-06-30
company_exact,アーバネットコーポレーション,アーバネットコーポレーション,high,JPX,2026-06-30
company_exact,ディア・ライフ,ディアライフ,high,JPX,2026-06-30
company_exact,コーセーアールイー,コーセーアールイー,high,JPX,2026-06-30
company_exact,アールエイジ,アールエイジ,high,JPX,2026-06-30
company_exact,ブッキングリゾート,ブッキングリゾート,high,JPX,2026-06-30
company_exact,地主,地主,high,JPX,2026-06-30
company_exact,ＴＥＮＴＩＡＬ,tential,high,JPX,2026-06-30
company_exact,グランディーズ,グランディーズ,high,JPX,2026-06-30
company_exact,ファンドクリエーショングループ,ファンドクリエーショングループ,high,JPX,2026-06-30
company_exact,フィル・カンパニー,フィルカンパニー,high,JPX,2026-06-30
company_exact,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,aerolabinternational,high,JPX,2026-06-30
company_exact,ＴＨＥグローバル社,theグローバル社,high,JPX,2026-06-30
company_exact,ＪＰＭＣ,jpmc,high,JPX,2026-06-30
company_exact,サンセイランディック,サンセイランディック,high,JPX,2026-06-30
company_exact,エストラスト,エストラスト,high,JPX,2026-06-30
company_exact,フージャースホールディングス,フージャースホールディングス,high,JPX,2026-06-30
company_exact,トラストホールディングス,トラストホールディングス,high,JPX,2026-06-30
company_exact,オープンハウスグループ,オープンハウスグループ,high,JPX,2026-06-30
company_exact,東急不動産ホールディングス,東急不動産ホールディングス,high,JPX,2026-06-30
company_exact,飯田グループホールディングス,飯田グループホールディングス,high,JPX,2026-06-30
company_exact,アズマハウス,アズマハウス,high,JPX,2026-06-30
company_exact,東武住販,東武住販,high,JPX,2026-06-30
company_exact,ムゲンエステート,ムゲンエステート,high,JPX,2026-06-30
company_exact,ジールアソシエイツ,ジールアソシエイツ,high,JPX,2026-06-30
company_exact,アンビション　ＤＸ　ホールディングス,アンビションdxホールディングス,high,JPX,2026-06-30
company_exact,帝国繊維,帝国繊維,high,JPX,2026-06-30
company_exact,日本製麻,日本製麻,high,JPX,2026-06-30
company_exact,ＴａｌｅｎｔＸ,talentx,high,JPX,2026-06-30
company_exact,日本コークス工業,日本コークス工業,high,JPX,2026-06-30
company_exact,フライングガーデン,フライングガーデン,high,JPX,2026-06-30
company_exact,メディックス,メディックス,high,JPX,2026-06-30
company_exact,クロスプラス,クロスプラス,high,JPX,2026-06-30
company_exact,ミタチ産業,ミタチ産業,high,JPX,2026-06-30
company_exact,レカム,レカム,high,JPX,2026-06-30
company_exact,ランシステム,ランシステム,high,JPX,2026-06-30
company_exact,東和フードサービス,東和フードサービス,high,JPX,2026-06-30
company_exact,ミーク,ミーク,high,JPX,2026-06-30
company_exact,あさひ,あさひ,high,JPX,2026-06-30
company_exact,テクノスマイル,テクノスマイル,high,JPX,2026-06-30
company_exact,コスモス薬品,コスモス薬品,high,JPX,2026-06-30
company_exact,ビジュアル・プロセッシング・ジャパン,ビジュアルプロセッシングジャパン,high,JPX,2026-06-30
company_exact,メタプラネット,メタプラネット,high,JPX,2026-06-30
company_exact,バッファロー,バッファロー,high,JPX,2026-06-30
company_exact,メディカル一光グループ,メディカル一光グループ,high,JPX,2026-06-30
company_exact,クリヤマホールディングス,クリヤマホールディングス,high,JPX,2026-06-30
company_exact,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,trailheadglobalholdings,high,JPX,2026-06-30
company_exact,ｃｏｔｔａ,cotta,high,JPX,2026-06-30
company_exact,ミライロ,ミライロ,high,JPX,2026-06-30
company_exact,シップヘルスケアホールディングス,シップヘルスケアホールディングス,high,JPX,2026-06-30
company_exact,トーエル,トーエル,high,JPX,2026-06-30
company_exact,ダイナミックマッププラットフォーム,ダイナミックマッププラットフォーム,high,JPX,2026-06-30
company_exact,フジタコーポレーション,フジタコーポレーション,high,JPX,2026-06-30
company_exact,ソフトクリエイトホールディングス,ソフトクリエイトホールディングス,high,JPX,2026-06-30
company_exact,関門海,関門海,high,JPX,2026-06-30
company_exact,内外テック,内外テック,high,JPX,2026-06-30
company_exact,ＺＯＡ,zoa,high,JPX,2026-06-30
company_exact,バイク王＆カンパニー,バイク王&カンパニー,high,JPX,2026-06-30
company_exact,セブン＆アイ・ホールディングス,セブン&アイホールディングス,high,JPX,2026-06-30
company_exact,コスモ・バイオ,コスモバイオ,high,JPX,2026-06-30
company_exact,クリエイト・レストランツ・ホールディングス,クリエイトレストランツホールディングス,high,JPX,2026-06-30
company_exact,明治電機工業,明治電機工業,high,JPX,2026-06-30
company_exact,ＺｅｎｍｕＴｅｃｈ,zenmutech,high,JPX,2026-06-30
company_exact,ツルハホールディングス,ツルハホールディングス,high,JPX,2026-06-30
company_exact,デリカフーズホールディングス,デリカフーズホールディングス,high,JPX,2026-06-30
company_exact,スターティアホールディングス,スターティアホールディングス,high,JPX,2026-06-30
company_exact,サンマルクホールディングス,サンマルクホールディングス,high,JPX,2026-06-30
company_exact,フェリシモ,フェリシモ,high,JPX,2026-06-30
company_exact,トリドールホールディングス,トリドールホールディングス,high,JPX,2026-06-30
company_exact,丸千代山岡家,丸千代山岡家,high,JPX,2026-06-30
company_exact,プログレス・テクノロジーズ　グループ,プログレステクノロジーズグループ,high,JPX,2026-06-30
company_exact,帝人,帝人,high,JPX,2026-06-30
company_exact,東レ,東レ,high,JPX,2026-06-30
company_exact,クラレ,クラレ,high,JPX,2026-06-30
company_exact,旭化成,旭化成,high,JPX,2026-06-30
company_exact,北紡,北紡,high,JPX,2026-06-30
company_exact,ジグザグ,ジグザグ,high,JPX,2026-06-30
company_exact,ＴＯＫＹＯ　ＢＡＳＥ,tokyobase,high,JPX,2026-06-30
company_exact,ピクスタ,ピクスタ,high,JPX,2026-06-30
company_exact,大木ヘルスケアホールディングス,大木ヘルスケアホールディングス,high,JPX,2026-06-30
company_exact,バルニバービ,バルニバービ,high,JPX,2026-06-30
company_exact,トヨコー,トヨコー,high,JPX,2026-06-30
company_exact,ケー・エフ・シー,ケーエフシー,high,JPX,2026-06-30
company_exact,稲葉製作所,稲葉製作所,high,JPX,2026-06-30
company_exact,Ｊ－ＭＡＸ,j-max,high,JPX,2026-06-30
company_exact,エスイー,エスイー,high,JPX,2026-06-30
company_exact,アトムリビンテック,アトムリビンテック,high,JPX,2026-06-30
company_exact,宮地エンジニアリンググループ,宮地エンジニアリンググループ,high,JPX,2026-06-30
company_exact,トーカロ,トーカロ,high,JPX,2026-06-30
company_exact,アルファＣｏ,アルファco,high,JPX,2026-06-30
company_exact,サンコーテクノ,サンコーテクノ,high,JPX,2026-06-30
company_exact,ＳＵＭＣＯ,sumco,high,JPX,2026-06-30
company_exact,特殊電極,特殊電極,high,JPX,2026-06-30
company_exact,三ツ知,三ツ知,high,JPX,2026-06-30
company_exact,ＩＡＣＥトラベル,iaceトラベル,high,JPX,2026-06-30
company_exact,日創グループ,日創グループ,high,JPX,2026-06-30
company_exact,山王,山王,high,JPX,2026-06-30
company_exact,川田テクノロジーズ,川田テクノロジーズ,high,JPX,2026-06-30
company_exact,菊池製作所,菊池製作所,high,JPX,2026-06-30
company_exact,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,rstechnologies,high,JPX,2026-06-30
company_exact,ジェイテックコーポレーション,ジェイテックコーポレーション,high,JPX,2026-06-30
company_exact,信和,信和,high,JPX,2026-06-30
company_exact,清鋼材,清鋼材,high,JPX,2026-06-30
company_exact,テクノフレックス,テクノフレックス,high,JPX,2026-06-30
company_exact,サトウ産業,サトウ産業,high,JPX,2026-06-30
company_exact,ビーロット,ビーロット,high,JPX,2026-06-30
company_exact,ファーストブラザーズ,ファーストブラザーズ,high,JPX,2026-06-30
company_exact,Ａｎｄ　Ｄｏホールディングス,anddoホールディングス,high,JPX,2026-06-30
company_exact,パルマ,パルマ,high,JPX,2026-06-30
company_exact,ケイアイスター不動産,ケイアイスター不動産,high,JPX,2026-06-30
company_exact,アグレ都市デザイン,アグレ都市デザイン,high,JPX,2026-06-30
company_exact,デュアルタップ,デュアルタップ,high,JPX,2026-06-30
company_exact,Ｇ－ＦＡＣＴＯＲＹ,g-factory,high,JPX,2026-06-30
company_exact,グッドコムアセット,グッドコムアセット,high,JPX,2026-06-30
company_exact,フォーライフ,フォーライフ,high,JPX,2026-06-30
company_exact,ＴＫＰ,tkp,high,JPX,2026-06-30
company_exact,ＧＲＯＷＴＨ　ＰＯＷＥＲ,growthpower,high,JPX,2026-06-30
company_exact,ジェイ・エス・ビー,ジェイエスビー,high,JPX,2026-06-30
company_exact,ロードスターキャピタル,ロードスターキャピタル,high,JPX,2026-06-30
company_exact,翔栄,翔栄,high,JPX,2026-06-30
company_exact,イノベーションホールディングス,イノベーションホールディングス,high,JPX,2026-06-30
company_exact,グローバル・リンク・マネジメント,グローバルリンクマネジメント,high,JPX,2026-06-30
company_exact,フェイスネットワーク,フェイスネットワーク,high,JPX,2026-06-30
company_exact,アズ企画設計,アズ企画設計,high,JPX,2026-06-30
company_exact,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,gatechnologies,high,JPX,2026-06-30
company_exact,マリオン,マリオン,high,JPX,2026-06-30
company_exact,香陵住販,香陵住販,high,JPX,2026-06-30
company_exact,アズーム,アズーム,high,JPX,2026-06-30
company_exact,霞ヶ関キャピタル,霞ヶ関キャピタル,high,JPX,2026-06-30
company_exact,ＳＵＭＩＮＯＥ,suminoe,high,JPX,2026-06-30
company_exact,デジタルグリッド,デジタルグリッド,high,JPX,2026-06-30
company_exact,日本フエルト,日本フエルト,high,JPX,2026-06-30
company_exact,イチカワ,イチカワ,high,JPX,2026-06-30
company_exact,アクシスＩＴパートナーズ,アクシスitパートナーズ,high,JPX,2026-06-30
company_exact,テルマー湯ホールディングス,テルマー湯ホールディングス,high,JPX,2026-06-30
company_exact,日東製網,日東製網,high,JPX,2026-06-30
company_exact,アツギ,アツギ,high,JPX,2026-06-30
company_exact,ＬＯＩＶＥ,loive,high,JPX,2026-06-30
company_exact,アクサスホールディングス,アクサスホールディングス,high,JPX,2026-06-30
company_exact,昭栄薬品,昭栄薬品,high,JPX,2026-06-30
company_exact,ウイルプラスホールディングス,ウイルプラスホールディングス,high,JPX,2026-06-30
company_exact,ＪＭホールディングス,jmホールディングス,high,JPX,2026-06-30
company_exact,ベガコーポレーション,ベガコーポレーション,high,JPX,2026-06-30
company_exact,コメダホールディングス,コメダホールディングス,high,JPX,2026-06-30
company_exact,サツドラホールディングス,サツドラホールディングス,high,JPX,2026-06-30
company_exact,ユニシアホールディングス,ユニシアホールディングス,high,JPX,2026-06-30
company_exact,バロックジャパンリミテッド,バロックジャパンリミテッド,high,JPX,2026-06-30
company_exact,クスリのアオキホールディングス,クスリのアオキホールディングス,high,JPX,2026-06-30
company_exact,スタジオアタオ,スタジオアタオ,high,JPX,2026-06-30
company_exact,ダイニック,ダイニック,high,JPX,2026-06-30
company_exact,共和レザー,共和レザー,high,JPX,2026-06-30
company_exact,リネットジャパングループ,リネットジャパングループ,high,JPX,2026-06-30
company_exact,ユナイテッド＆コレクティブ,ユナイテッド&コレクティブ,high,JPX,2026-06-30
company_exact,ジェイドグループ,ジェイドグループ,high,JPX,2026-06-30
company_exact,ピーバンドットコム,ピーバンドットコム,high,JPX,2026-06-30
company_exact,ナウビレッジ,ナウビレッジ,high,JPX,2026-06-30
company_exact,ほぼ日,ほぼ日,high,JPX,2026-06-30
company_exact,力の源ホールディングス,力の源ホールディングス,high,JPX,2026-06-30
company_exact,Ｎｏ．１,no.1,high,JPX,2026-06-30
company_exact,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,food&lifecompanies,high,JPX,2026-06-30
company_exact,アセンテック,アセンテック,high,JPX,2026-06-30
company_exact,ユニフォームネクスト,ユニフォームネクスト,high,JPX,2026-06-30
company_exact,セーレン,セーレン,high,JPX,2026-06-30
company_exact,ソトー,ソトー,high,JPX,2026-06-30
company_exact,東海染工,東海染工,high,JPX,2026-06-30
company_exact,エフアンドエフ,エフアンドエフ,high,JPX,2026-06-30
company_exact,小松マテーレ,小松マテーレ,high,JPX,2026-06-30
company_exact,オーベクス,オーベクス,high,JPX,2026-06-30
company_exact,ゼン・ランド,ゼンランド,high,JPX,2026-06-30
company_exact,ワコールホールディングス,ワコールホールディングス,high,JPX,2026-06-30
company_exact,自重堂,自重堂,high,JPX,2026-06-30
company_exact,山喜,山喜,high,JPX,2026-06-30
company_exact,ＮＥＸＴ　ＳＴＡＧＥ,nextstage,high,JPX,2026-06-30
company_exact,フジックス,フジックス,high,JPX,2026-06-30
company_exact,クラウディアホールディングス,クラウディアホールディングス,high,JPX,2026-06-30
company_exact,ＴＳＩホールディングス,tsiホールディングス,high,JPX,2026-06-30
company_exact,マツオカコーポレーション,マツオカコーポレーション,high,JPX,2026-06-30
company_exact,ワールド,ワールド,high,JPX,2026-06-30
company_exact,リビングハウス,リビングハウス,high,JPX,2026-06-30
company_exact,ネットイヤーグループ,ネットイヤーグループ,high,JPX,2026-06-30
company_exact,ビリングシステム,ビリングシステム,high,JPX,2026-06-30
company_exact,アクセルマーク,アクセルマーク,high,JPX,2026-06-30
company_exact,テックファームホールディングス,テックファームホールディングス,high,JPX,2026-06-30
company_exact,ＴＩＳ,tis,high,JPX,2026-06-30
company_exact,テクミラホールディングス,テクミラホールディングス,high,JPX,2026-06-30
company_exact,データホライゾン,データホライゾン,high,JPX,2026-06-30
company_exact,エクシオホールディングス,エクシオホールディングス,high,JPX,2026-06-30
company_exact,グリーホールディングス,グリーホールディングス,high,JPX,2026-06-30
company_exact,ＧＭＯペパボ,gmoペパボ,high,JPX,2026-06-30
company_exact,ソケッツ,ソケッツ,high,JPX,2026-06-30
company_exact,コーエーテクモホールディングス,コーエーテクモホールディングス,high,JPX,2026-06-30
company_exact,三菱総合研究所,三菱総合研究所,high,JPX,2026-06-30
company_exact,ボルテージ,ボルテージ,high,JPX,2026-06-30
company_exact,電算,電算,high,JPX,2026-06-30
company_exact,パピレス,パピレス,high,JPX,2026-06-30
company_exact,メディカルネット,メディカルネット,high,JPX,2026-06-30
company_exact,駅探,駅探,high,JPX,2026-06-30
company_exact,アスリナ,アスリナ,high,JPX,2026-06-30
company_exact,ＡＧＳ,ags,high,JPX,2026-06-30
company_exact,ファインデックス,ファインデックス,high,JPX,2026-06-30
company_exact,ディジタルメディアプロフェッショナル,ディジタルメディアプロフェッショナル,high,JPX,2026-06-30
company_exact,モルフォ,モルフォ,high,JPX,2026-06-30
company_exact,ＫＬａｂ,klab,high,JPX,2026-06-30
company_exact,ポールトゥウィンホールディングス,ポールトゥウィンホールディングス,high,JPX,2026-06-30
company_exact,ネクソン,ネクソン,high,JPX,2026-06-30
company_exact,伊澤タオル,伊澤タオル,high,JPX,2026-06-30
company_exact,アイスタイル,アイスタイル,high,JPX,2026-06-30
company_exact,エムアップホールディングス,エムアップホールディングス,high,JPX,2026-06-30
company_exact,エイチームホールディングス,エイチームホールディングス,high,JPX,2026-06-30
company_exact,セルシス,セルシス,high,JPX,2026-06-30
company_exact,ＷＩＺＥ,wize,high,JPX,2026-06-30
company_exact,エニグモ,エニグモ,high,JPX,2026-06-30
company_exact,ｅｎｉｓｈ,enish,high,JPX,2026-06-30
company_exact,コロプラ,コロプラ,high,JPX,2026-06-30
company_exact,ウェルネス・コミュニケーションズ,ウェルネスコミュニケーションズ,high,JPX,2026-06-30
company_exact,協立情報通信,協立情報通信,high,JPX,2026-06-30
company_exact,ソフトマックス,ソフトマックス,high,JPX,2026-06-30
company_exact,オルトプラス,オルトプラス,high,JPX,2026-06-30
company_exact,ブロードリーフ,ブロードリーフ,high,JPX,2026-06-30
company_exact,オークファン,オークファン,high,JPX,2026-06-30
company_exact,クロス・マーケティンググループ,クロスマーケティンググループ,high,JPX,2026-06-30
company_exact,デジタルハーツホールディングス,デジタルハーツホールディングス,high,JPX,2026-06-30
company_exact,メディアドゥ,メディアドゥ,high,JPX,2026-06-30
company_exact,じげん,じげん,high,JPX,2026-06-30
company_exact,プリモグローバルホールディングス,プリモグローバルホールディングス,high,JPX,2026-06-30
company_exact,ホットリンク,ホットリンク,high,JPX,2026-06-30
company_exact,ブイキューブ,ブイキューブ,high,JPX,2026-06-30
company_exact,エンカレッジ・テクノロジ,エンカレッジテクノロジ,high,JPX,2026-06-30
company_exact,サイバーリンクス,サイバーリンクス,high,JPX,2026-06-30
company_exact,ディー・エル・イー,ディーエルイー,high,JPX,2026-06-30
company_exact,フィックスターズ,フィックスターズ,high,JPX,2026-06-30
company_exact,北里コーポレーション,北里コーポレーション,high,JPX,2026-06-30
company_exact,イルグルム,イルグルム,high,JPX,2026-06-30
company_exact,デジタルプラス,デジタルプラス,high,JPX,2026-06-30
company_exact,ＦＦＲＩセキュリティ,ffriセキュリティ,high,JPX,2026-06-30
company_exact,オプティム,オプティム,high,JPX,2026-06-30
company_exact,ＧＭＯプロダクトプラットフォーム,gmoプロダクトプラットフォーム,high,JPX,2026-06-30
company_exact,セレス,セレス,high,JPX,2026-06-30
company_exact,ＳＨＩＦＴ,shift,high,JPX,2026-06-30
company_exact,ＣＲＩ・ミドルウェア,criミドルウェア,high,JPX,2026-06-30
company_exact,エータイ,エータイ,high,JPX,2026-06-30
company_exact,特種東海製紙,特種東海製紙,high,JPX,2026-06-30
company_exact,リバイブル,リバイブル,high,JPX,2026-06-30
company_exact,ジョルダン,ジョルダン,high,JPX,2026-06-30
company_exact,情報企画,情報企画,high,JPX,2026-06-30
company_exact,ＡＩストーム,aiストーム,high,JPX,2026-06-30
company_exact,デージーネット,デージーネット,high,JPX,2026-06-30
company_exact,日本ファルコム,日本ファルコム,high,JPX,2026-06-30
company_exact,フォーシーズＨＤ,フォーシーズhd,high,JPX,2026-06-30
company_exact,アプリックス,アプリックス,high,JPX,2026-06-30
company_exact,レント,レント,high,JPX,2026-06-30
company_exact,ソフトウェア・サービス,ソフトウェアサービス,high,JPX,2026-06-30
company_exact,リップス,リップス,high,JPX,2026-06-30
company_exact,セック,セック,high,JPX,2026-06-30
company_exact,サイオス,サイオス,high,JPX,2026-06-30
company_exact,インタートレード,インタートレード,high,JPX,2026-06-30
company_exact,樋口総合研究所,樋口総合研究所,high,JPX,2026-06-30
company_exact,ＡＤＲ１２０Ｓ,adr120s,high,JPX,2026-06-30
company_exact,フライトソリューションズ,フライトソリューションズ,high,JPX,2026-06-30
company_exact,アエリア,アエリア,high,JPX,2026-06-30
company_exact,ＹＡＫホールディングス,yakホールディングス,high,JPX,2026-06-30
company_exact,ケイブ,ケイブ,high,JPX,2026-06-30
company_exact,テクマトリックス,テクマトリックス,high,JPX,2026-06-30
company_exact,プロシップ,プロシップ,high,JPX,2026-06-30
company_exact,ガンホー・オンライン・エンターテイメント,ガンホーオンラインエンターテイメント,high,JPX,2026-06-30
company_exact,システムズ・デザイン,システムズデザイン,high,JPX,2026-06-30
company_exact,リスクモンスター,リスクモンスター,high,JPX,2026-06-30
company_exact,ＧＭＯペイメントゲートウェイ,gmoペイメントゲートウェイ,high,JPX,2026-06-30
company_exact,システムリサーチ,システムリサーチ,high,JPX,2026-06-30
company_exact,ウェルス・マネジメント,ウェルスマネジメント,high,JPX,2026-06-30
company_exact,アドバンスト・メディア,アドバンストメディア,high,JPX,2026-06-30
company_exact,インターネットイニシアティブ,インターネットイニシアティブ,high,JPX,2026-06-30
company_exact,ブロードバンドタワー,ブロードバンドタワー,high,JPX,2026-06-30
company_exact,環境フレンドリーホールディングス,環境フレンドリーホールディングス,high,JPX,2026-06-30
company_exact,さくらインターネット,さくらインターネット,high,JPX,2026-06-30
company_exact,ジェイ・エスコムホールディングス,ジェイエスコムホールディングス,high,JPX,2026-06-30
company_exact,テクノマセマティカル,テクノマセマティカル,high,JPX,2026-06-30
company_exact,ＧＭＯグローバルサイン・ホールディングス,gmoグローバルサインホールディングス,high,JPX,2026-06-30
company_exact,ヒット,ヒット,high,JPX,2026-06-30
company_exact,ＩＧポート,igポート,high,JPX,2026-06-30
company_exact,ドリコム,ドリコム,high,JPX,2026-06-30
company_exact,いい生活,いい生活,high,JPX,2026-06-30
company_exact,ＵＬＳグループ,ulsグループ,high,JPX,2026-06-30
company_exact,キーウェアソリューションズ,キーウェアソリューションズ,high,JPX,2026-06-30
company_exact,ユニリタ,ユニリタ,high,JPX,2026-06-30
company_exact,エコミック,エコミック,high,JPX,2026-06-30
company_exact,イメージ情報開発,イメージ情報開発,high,JPX,2026-06-30
company_exact,システム　ディ,システムディ,high,JPX,2026-06-30
company_exact,フィスコ,フィスコ,high,JPX,2026-06-30
company_exact,サイバーステップホールディングス,サイバーステップホールディングス,high,JPX,2026-06-30
company_exact,メディア工房,メディア工房,high,JPX,2026-06-30
company_exact,大和コンピューター,大和コンピューター,high,JPX,2026-06-30
company_exact,ＳＲＡホールディングス,sraホールディングス,high,JPX,2026-06-30
company_exact,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,thewhyhowdocompany,high,JPX,2026-06-30
company_exact,リミックスポイント,リミックスポイント,high,JPX,2026-06-30
company_exact,システムインテグレータ,システムインテグレータ,high,JPX,2026-06-30
company_exact,朝日ネット,朝日ネット,high,JPX,2026-06-30
company_exact,ｅＢＡＳＥ,ebase,high,JPX,2026-06-30
company_exact,アバントグループ,アバントグループ,high,JPX,2026-06-30
company_exact,アドソル日進,アドソル日進,high,JPX,2026-06-30
company_exact,ＯＤＫソリューションズ,odkソリューションズ,high,JPX,2026-06-30
company_exact,パス,パス,high,JPX,2026-06-30
company_exact,ジーダット,ジーダット,high,JPX,2026-06-30
company_exact,ネクストジェン,ネクストジェン,high,JPX,2026-06-30
company_exact,フリービット,フリービット,high,JPX,2026-06-30
company_exact,コムチュア,コムチュア,high,JPX,2026-06-30
company_exact,アイフリークモバイル,アイフリークモバイル,high,JPX,2026-06-30
company_exact,データ・アプリケーション,データアプリケーション,high,JPX,2026-06-30
company_exact,エヌ・ティ・ティ・データ・イントラマート,エヌティティデータイントラマート,high,JPX,2026-06-30
company_exact,日本一ソフトウェア,日本一ソフトウェア,high,JPX,2026-06-30
company_exact,アステリア,アステリア,high,JPX,2026-06-30
company_exact,アイル,アイル,high,JPX,2026-06-30
company_exact,Ａｂａｌａｎｃｅ,abalance,high,JPX,2026-06-30
company_exact,ユビキタスＡＩ,ユビキタスai,high,JPX,2026-06-30
company_exact,山本通産,山本通産,high,JPX,2026-06-30
company_exact,王子ホールディングス,王子ホールディングス,high,JPX,2026-06-30
company_exact,日本製紙,日本製紙,high,JPX,2026-06-30
company_exact,三菱製紙,三菱製紙,high,JPX,2026-06-30
company_exact,北越コーポレーション,北越コーポレーション,high,JPX,2026-06-30
company_exact,みのや,みのや,high,JPX,2026-06-30
company_exact,中越パルプ工業,中越パルプ工業,high,JPX,2026-06-30
company_exact,巴川コーポレーション,巴川コーポレーション,high,JPX,2026-06-30
company_exact,フラー,フラー,high,JPX,2026-06-30
company_exact,大王製紙,大王製紙,high,JPX,2026-06-30
company_exact,ニッポン高度紙工業,ニッポン高度紙工業,high,JPX,2026-06-30
company_exact,岡山製紙,岡山製紙,high,JPX,2026-06-30
company_exact,ハビックス,ハビックス,high,JPX,2026-06-30
company_exact,阿波製紙,阿波製紙,high,JPX,2026-06-30
company_exact,八光オートメーション,八光オートメーション,high,JPX,2026-06-30
company_exact,クラウドワークス,クラウドワークス,high,JPX,2026-06-30
company_exact,マークラインズ,マークラインズ,high,JPX,2026-06-30
company_exact,ｇｕｍｉ,gumi,high,JPX,2026-06-30
company_exact,カヤック,カヤック,high,JPX,2026-06-30
company_exact,データセクション,データセクション,high,JPX,2026-06-30
company_exact,シリコンスタジオ,シリコンスタジオ,high,JPX,2026-06-30
company_exact,コラボス,コラボス,high,JPX,2026-06-30
company_exact,ショーケース,ショーケース,high,JPX,2026-06-30
company_exact,エムケイシステム,エムケイシステム,high,JPX,2026-06-30
company_exact,Ａｉｍｉｎｇ,aiming,high,JPX,2026-06-30
company_exact,モバイルファクトリー,モバイルファクトリー,high,JPX,2026-06-30
company_exact,ＧｒｅｅｎＢｅｅ,greenbee,high,JPX,2026-06-30
company_exact,ＪＩＧ－ＳＡＷ,jig-saw,high,JPX,2026-06-30
company_exact,テラスカイ,テラスカイ,high,JPX,2026-06-30
company_exact,デジタル・インフォメーション・テクノロジー,デジタルインフォメーションテクノロジー,high,JPX,2026-06-30
company_exact,アイリッジ,アイリッジ,high,JPX,2026-06-30
company_exact,ＰＣＩホールディングス,pciホールディングス,high,JPX,2026-06-30
company_exact,アイビーシー,アイビーシー,high,JPX,2026-06-30
company_exact,ネオジャパン,ネオジャパン,high,JPX,2026-06-30
company_exact,ＰＲ　ＴＩＭＥＳ,prtimes,high,JPX,2026-06-30
company_exact,ラクス,ラクス,high,JPX,2026-06-30
company_exact,ダブルスタンダード,ダブルスタンダード,high,JPX,2026-06-30
company_exact,オープンドア,オープンドア,high,JPX,2026-06-30
company_exact,フーバーブレイン,フーバーブレイン,high,JPX,2026-06-30
company_exact,マイネット,マイネット,high,JPX,2026-06-30
company_exact,ソーシャルワイヤー,ソーシャルワイヤー,high,JPX,2026-06-30
company_exact,はてな,はてな,high,JPX,2026-06-30
company_exact,バリューゴルフ,バリューゴルフ,high,JPX,2026-06-30
company_exact,アカツキ,アカツキ,high,JPX,2026-06-30
company_exact,チエル,チエル,high,JPX,2026-06-30
company_exact,ベネフィットジャパン,ベネフィットジャパン,high,JPX,2026-06-30
company_exact,エディア,エディア,high,JPX,2026-06-30
company_exact,グローバルウェイ,グローバルウェイ,high,JPX,2026-06-30
company_exact,Ｕｂｉｃｏｍホールディングス,ubicomホールディングス,high,JPX,2026-06-30
company_exact,カナミックネットワーク,カナミックネットワーク,high,JPX,2026-06-30
company_exact,ＲｉｔａＸ,ritax,high,JPX,2026-06-30
company_exact,ノムラシステムコーポレーション,ノムラシステムコーポレーション,high,JPX,2026-06-30
company_exact,レンゴー,レンゴー,high,JPX,2026-06-30
company_exact,大石産業,大石産業,high,JPX,2026-06-30
company_exact,古林紙工,古林紙工,high,JPX,2026-06-30
company_exact,スーパーバッグ,スーパーバッグ,high,JPX,2026-06-30
company_exact,トーモク,トーモク,high,JPX,2026-06-30
company_exact,ダイナパック,ダイナパック,high,JPX,2026-06-30
company_exact,光ビジネスフォーム,光ビジネスフォーム,high,JPX,2026-06-30
company_exact,ザ・パック,ザパック,high,JPX,2026-06-30
company_exact,朝日印刷,朝日印刷,high,JPX,2026-06-30
company_exact,大村紙業,大村紙業,high,JPX,2026-06-30
company_exact,昭和パックス,昭和パックス,high,JPX,2026-06-30
company_exact,イムラ,イムラ,high,JPX,2026-06-30
company_exact,笹徳印刷,笹徳印刷,high,JPX,2026-06-30
company_exact,チェンジホールディングス,チェンジホールディングス,high,JPX,2026-06-30
company_exact,シンクロ・フード,シンクロフード,high,JPX,2026-06-30
company_exact,オークネット,オークネット,high,JPX,2026-06-30
company_exact,キャピタル・アセット・プランニング,キャピタルアセットプランニング,high,JPX,2026-06-30
company_exact,エルテス,エルテス,high,JPX,2026-06-30
company_exact,セグエグループ,セグエグループ,high,JPX,2026-06-30
company_exact,エイトレッド,エイトレッド,high,JPX,2026-06-30
company_exact,イノベーション,イノベーション,high,JPX,2026-06-30
company_exact,ＳＣＡＴ,scat,high,JPX,2026-06-30
company_exact,シャノン,シャノン,high,JPX,2026-06-30
company_exact,うるる,うるる,high,JPX,2026-06-30
company_exact,ビーグリー,ビーグリー,high,JPX,2026-06-30
company_exact,オロ,オロ,high,JPX,2026-06-30
