source,member_type,company_name,url,normalized_name,normalized_domain,prefilter_reason,pass
JIAA,正会員,株式会社 マーケティングワン,https://marketingone.co.jp/,マーケティングワン,marketingone.co.jp,existing,False
JIAA,正会員,株式会社 MAVEL,https://mavel.co.jp/,mavel,mavel.co.jp,existing,False
JIAA,正会員,株式会社 マイクロアド,http://www.microad.co.jp/,マイクロアド,microad.co.jp,existing / jpx,False
JIAA,正会員,株式会社 マイナビ,http://www.mynavi.jp/,マイナビ,mynavi.jp,,True
JIAA,正会員,株式会社 毎日広告社,http://www.maiko.co.jp,毎日広告社,maiko.co.jp,existing,False
JIAA,正会員,株式会社 毎日新聞社,http://www.mainichi.jp/,毎日新聞社,mainichi.jp,,True
JIAA,正会員,株式会社 毎日放送,http://www.mbs.jp/,毎日放送,mbs.jp,,True
JIAA,正会員,株式会社 マイベスト,https://my-best.com/,マイベスト,my-best.com,existing,False
JIAA,正会員,株式会社 マガジンハウス,http://magazineworld.jp,マガジンハウス,magazineworld.jp,,True
JIAA,正会員,マグナイト株式会社,https://www.magnite.com/,マグナイト,magnite.com,,True
JIAA,正会員,株式会社 マッキャンエリクソン,http://www.mccann.co.jp,マッキャンエリクソン,mccann.co.jp,,True
JIAA,正会員,株式会社 MANTAN,https://mantan-inc.jp,mantan,mantan-inc.jp,,True
JIAA,正会員,三菱食品株式会社,https://www.mitsubishi-shokuhin.com,三菱食品,mitsubishi-shokuhin.com,,True
JIAA,正会員,株式会社 メディアジーン,https://www.mediagene.co.jp/,メディアジーン,mediagene.co.jp,,True
JIAA,正会員,株式会社 ｍｅｄｉｂａ,http://www.mediba.jp,mediba,mediba.jp,existing,False
JIAA,正会員,株式会社 メディックス,https://www.medix-inc.co.jp,メディックス,medix-inc.co.jp,existing / jpx,False
JIAA,正会員,株式会社 メトロ アド エージェンシー,http://www.metro-ad.co.jp,メトロアドエージェンシー,metro-ad.co.jp,existing,False
JIAA,正会員,株式会社 MERY,https://mery.co.jp/,mery,mery.co.jp,,True
JIAA,正会員,株式会社 メルカリ,https://about.mercari.com/about/company/,メルカリ,about.mercari.com,jpx,False
JIAA,正会員,株式会社 メンバーズ,https://www.members.co.jp,メンバーズ,members.co.jp,existing / jpx,False
JIAA,正会員,モードメディア・ジャパン株式会社,http://www.modemediacorp.jp/,モードメディア・ジャパン,modemediacorp.jp,existing,False
JIAA,正会員,"Moloco, Inc.",https://www.moloco.com/,molocoinc,moloco.com,,True
JIAA,正会員,YoungOne広告株式会社,https://www.y-one.co.jp/,youngone広告,y-one.co.jp,existing,False
JIAA,正会員,株式会社 ユーザベース,https://www.uzabase.com/jp/,ユーザベース,uzabase.com,,True
JIAA,正会員,ユナイテッドマーケティングテクノロジーズ株式会社,https://mt.united.jp/,ユナイテッドマーケティングテクノロジーズ,mt.united.jp,existing,False
JIAA,正会員,株式会社 ユニーク,https://u2que.jp,ユニーク,u2que.jp,,True
JIAA,正会員,UNICORN株式会社,https://uncn.jp/en/index.html,unicorn,uncn.jp,,True
JIAA,正会員,株式会社 読売アルス A,https://yomiarsa.co.jp,読売アルスa,yomiarsa.co.jp,existing,False
JIAA,正会員,株式会社 読売広告社,http://www.yomiko.co.jp,読売広告社,yomiko.co.jp,existing,False
JIAA,正会員,株式会社 読売新聞東京本社,http://www.yomiuri.co.jp,読売新聞東京本社,yomiuri.co.jp,,True
JIAA,正会員,株式会社 Lifunext,https://lifunext.com/,lifunext,lifunext.com,existing,False
JIAA,正会員,LINEヤフー株式会社,https://www.lycorp.co.jp/ja/,lineヤフー,lycorp.co.jp,jpx / major_keyword,False
JIAA,正会員,楽天グループ株式会社,http://www.rakuten.co.jp/,楽天グループ,rakuten.co.jp,existing / jpx / major_keyword,False
JIAA,正会員,株式会社 radiko,http://radiko.jp/,radiko,radiko.jp,,True
JIAA,正会員,株式会社 Libalent,https://libalent.com/,libalent,libalent.com,,True
JIAA,正会員,株式会社 リライアス,https://relyus.co.jp/,リライアス,relyus.co.jp,,True
JIAA,正会員,ROKT合同会社,https://www.rokt.jp/,rokt,rokt.jp,,True
JIAA,正会員,ログリー株式会社,http://corp.logly.co.jp,ログリー,corp.logly.co.jp,existing / jpx,False
JIAA,正会員,株式会社 ワン・パブリッシング,https://one-publishing.co.jp,ワン・パブリッシング,one-publishing.co.jp,,True
JIAA,賛助会員,株式会社 アド・プロ,http://www.adpro-inc.co.jp/,アド・プロ,adpro-inc.co.jp,existing,False
JIAA,賛助会員,イー・ガーディアン株式会社,http://www.e-guardian.co.jp/,イー・ガーディアン,e-guardian.co.jp,existing,False
JIAA,賛助会員,株式会社 インテージ,http://www.intage.co.jp,インテージ,intage.co.jp,existing,False
JIAA,賛助会員,Integral Ad Science Japan株式会社,https://integralads.com/,integraladsciencejapan,integralads.com,,True
JIAA,賛助会員,株式会社 オノフ,http://www.onoff.ne.jp,オノフ,onoff.ne.jp,,True
JIAA,賛助会員,GeekOut株式会社,https://geek-out.io/,geekout,geek-out.io,,True
JIAA,賛助会員,株式会社 コミュニケーション・コンパス,http://comcompass.co.jp/,コミュニケーション・コンパス,comcompass.co.jp,,True
JIAA,賛助会員,GMOブランドセキュリティ株式会社,https://brandsecurity.gmo/,gmoブランドセキュリティ,brandsecurity.gmo,major_keyword,False
JIAA,賛助会員,株式会社 Spider Labs,https://spider-labs.com/,spiderlabs,spider-labs.com,,True
JIAA,賛助会員,WPPマーケティング・コミュニケーションズ合同会社,https://www.wpp.com/,wppマーケティング・コミュニケーションズ,wpp.com,,True
JIAA,賛助会員,DoubleVerify Japan株式会社,https://doubleverify.com/,doubleverifyjapan,doubleverify.com,,True
JIAA,賛助会員,株式会社 ティー・ケー・オー,https://www.tkonet.jp/,ティー・ケー・オー,tkonet.jp,existing,False
JIAA,賛助会員,株式会社 DataSign,https://datasign.jp,datasign,datasign.jp,,True
JIAA,賛助会員,ニールセン デジタル株式会社,http://www.netratings.co.jp/,ニールセンデジタル,netratings.co.jp,existing,False
JIAA,賛助会員,株式会社 博報堂アイ・スタジオ,https://www.i-studio.co.jp,博報堂アイ・スタジオ,i-studio.co.jp,existing / major_keyword,False
JIAA,賛助会員,株式会社 ビデオリサーチ,http://www.videor.co.jp,ビデオリサーチ,videor.co.jp,existing,False
JIAA,賛助会員,Five Media Marketing Limited,https://www.geoedge.com,fivemediamarketinglimited,geoedge.com,,True
JIAA,賛助会員,株式会社 FUNDiT,https://fundit.jp/,fundit,fundit.jp,,True
JIAA,賛助会員,Priv Tech株式会社,https://privtech.co.jp/,privtech,privtech.co.jp,,True
JIAA,賛助会員,株式会社 FLUX,https://flux-g.com/,flux,flux-g.com,existing,False
JIAA,賛助会員,ポールトゥウィン株式会社,https://www.ptw.inc/,ポールトゥウィン,ptw.inc,,True
JIAA,賛助会員,株式会社 マクロミル,https://www.macromill.com/,マクロミル,macromill.com,existing,False
JIAA,賛助会員,Momentum株式会社,http://www.m0mentum.co.jp,momentum,m0mentum.co.jp,existing,False
JIAA,賛助会員,株式会社 LIVE BOARD,https://www.liveboard.co.jp/,liveboard,liveboard.co.jp,,True
JIAA,賛助会員,株式会社 REGAL CORE,https://regalcore.co.jp/,regalcore,regalcore.co.jp,,True
JIAA,準会員A,株式会社 アドインテ,https://adinte.co.jp/,アドインテ,adinte.co.jp,existing,False
JIAA,準会員A,アライブ株式会社,https://alive-web.co.jp/,アライブ,alive-web.co.jp,,True
JIAA,準会員A,株式会社 カルテットコミュニケーションズ,https://quartetcom.co.jp/,カルテットコミュニケーションズ,quartetcom.co.jp,,True
JIAA,準会員A,関西テレビ放送株式会社,https://www.ktv.jp,関西テレビ放送,ktv.jp,,True
JIAA,準会員A,株式会社 CBCテレビ,http://hicbc.com,cbcテレビ,hicbc.com,,True
JIAA,準会員A,株式会社 Shift,https://shift-web.co.jp/,shift,shift-web.co.jp,existing / jpx,False
JIAA,準会員A,株式会社 総合オリコミ社,https://www.sogo-orikomi.co.jp/,総合オリコミ社,sogo-orikomi.co.jp,existing,False
JIAA,準会員A,中京テレビ放送株式会社,http://www.ctv.co.jp,中京テレビ放送,ctv.co.jp,,True
JIAA,準会員A,ツナガル株式会社,https://www.tsunagaru.co.jp/,ツナガル,tsunagaru.co.jp,existing,False
JIAA,準会員A,株式会社 ディスカバリー,https://discovery-inc.com/,ディスカバリー,discovery-inc.com,existing,False
JIAA,準会員A,株式会社 デジタルアンディバイド,https://digital-undevide.co.jp/,デジタルアンディバイド,digital-undevide.co.jp,existing,False
JIAA,準会員A,株式会社 テレビ山梨,http://www.uty.co.jp/,テレビ山梨,uty.co.jp,,True
JIAA,準会員A,株式会社 電通沖縄,https://www.dentsu-ok.co.jp,電通沖縄,dentsu-ok.co.jp,existing / major_keyword,False
JIAA,準会員A,株式会社 電通九州,https://www.dentsu-kyu.co.jp/,電通九州,dentsu-kyu.co.jp,existing / major_keyword,False
JIAA,準会員A,株式会社 電通西日本,https://www.dentsu-west-j.co.jp/,電通西日本,dentsu-west-j.co.jp,existing / major_keyword,False
JIAA,準会員A,株式会社 電通北海道,http://www.dentsu-hokkaido.jp/,電通北海道,dentsu-hokkaido.jp,existing / major_keyword,False
JIAA,準会員A,東海テレビ放送株式会社,http://tokai-tv.com,東海テレビ放送,tokai-tv.com,,True
JIAA,準会員A,読売テレビ放送株式会社,http://www.ytv.co.jp/,読売テレビ放送,ytv.co.jp,,True
JIAA,準会員A,株式会社 ループドライブ,http://www.loopdrive.co.jp/,ループドライブ,loopdrive.co.jp,existing,False
JIAA,準会員B,えびふらいレコーズ株式会社,https://ebifly-records.co.jp/,えびふらいレコーズ,ebifly-records.co.jp,existing,False
JIAA,準会員B,株式会社 コンテンツ庵,https://www.contents-an.co.jp/,コンテンツ庵,contents-an.co.jp,,True
