company_name,url,contact_url,evidence,source_url,fetch
株式会社ケー・イー・アイ,https://www.utatane.pet/,https://www.utatane.pet/pages/contact,どんなお部屋のどんな場所においてもマッチする、毎日撫でてあげたくなるような柔らかいデザイン性を重視しています。いかにも仏具という見た目ではなく、メモリアルグッズとは思えないこだわり抜いたインテリア性が当店の強みです。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=91,ok
株式会社コーリング,https://www.supercold-calling2019.com/,https://www.supercold-calling2019.com/supercoldx,本展示では「遺体凍結装置エコ・スーパーコールド」最新型を出展。ご遺体の尊厳を守り、葬儀現場の負担軽減と業務効率化に貢献する製品です。ドライアイス費用の高騰や環境負荷の課題にも対応する取り組みとして、経費見直しと環境問題への事例もご提案致します。 出展製品情報 ご遺体凍結装置エコ・スーパーコールＸ,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=92,ok
株式会社サニーフーズ,https://www.sunnyfoods.co.jp/,https://www.sunnyfoods.co.jp/contact/,日本各地の産直品を取り扱う産直食品問屋として、 弔事・法事分野に向けた返礼ギフトカタログの企画・提案を行っています。 産地や品質にこだわったグルメを通じて、想いが伝わる返礼のかたちをご提案します。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=68,ok
株式会社シンカ,https://kaiwa.cloud/,https://kaiwa.cloud/contact/,受電と同時に顧客情報をポップアップ表示、担当者へダイレクトに取次可能。ご遺族に同じ話を繰り返させず、お待たせしない対応を実現します。30分以上の詳細な相談も、通話録音とAI文字起こし・要約機能で引き継ぎ漏れを防止。スタッフの安心と業務効率化を両立する『カイクラ』を紹介します。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=107,ok
株式会社スープ,https://www.soupinc.net/,https://www.soupinc.net/inq/,プリザーブドフラワーアレンジメント プリザーブドフラワーガラスドーム お仏壇用の花,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=117,ok
株式会社ソア,https://soa-co.com/,https://soa-co.com/contact/,筆耕システム「いちばん！」：WindowsのバージョンUP等でその都度高い費用を払うのではなく、サブスクによりコストの平均化を図ると共にサポート費用も吸収される。その費用の中に外字作成サポートも含まれるのでユーザーには安心を提供される。 出展製品情報 筆耕システム「いちばん！」,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=81,ok
株式会社ソノ,https://www.sono-gift.co.jp/,,重要書類ファイル・会員証ファイル・契約書ファイル 出展製品情報 重要書類ファイル,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=121,ok
株式会社ティア,https://fc.tear.co.jp/,,葬儀業界をリードする 株式会社ティアが自信をもってご提案する 【葬儀ストラテジーエグゼキューション】,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=85,ok
株式会社ディライト,https://soogi.jp/about,,「葬儀のウェブ担当」ブースでは、ホームページや集客導線、業務改善に関する無料相談を行います。集客、人材、運営に関する課題を整理し、葬儀業界に特化した視点で実践的な改善策をご提案します。 出展製品情報 葬儀のウェブ担当,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=99,ok
株式会社ネットプロテクションズ,https://www.netprotections.com/air/,https://www.netprotections.com/air/form/contact/,国内 BNPL 決済サービスのパイオニアとして、後払い決済サービスを提供しております。 「NP後払いair」は対面サービス向けの集金代行サービスです。 与信審査から請求書発行、代金回収まで、請求業務をすべてをアウトソースできます。未回収リスクも保証します。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=16,ok
株式会社ハスファームジャパン,https://greenwings.jp/,https://greenwings.jp/contact-us/,※旧 株式会社グリーンウィングスジャパン※ アジア圏に生産拠点を持ち、年間を通じた安定出荷体制を構築しています。 今回の出展では葬儀業者様がお使い頂きやすい商品をご用意しております。記念の花束も用意していますので、どうぞブースへお立ち寄りください。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=23,ok
株式会社ファンテックス,https://www.fantechs.net/,https://www.fantechs.net/contact/,・祭壇マッピング ・ＬＥＤビジョン（シームレスビジョン） 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=29,ok
株式会社フォーシーズンズ,https://forseasons.co.jp/,https://forseasons.co.jp/contact,当社は葬祭会館での生花祭壇の設営および撤収、生花商品の企画・製作を行なっています。 葬儀という悲しみの場にも感動を届けたい。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=142,ok
株式会社フルーツワールド,https://fruitworld.co.jp/,https://fruitworld.co.jp/contact/,フルーツワールドは、盛篭・飾り資材を全国発送している会社です。品質にこだわり、最短納品でお届けはもちろん、オリジナリティのあるプラン作成、メンテナンスのお手伝いをさせていただきます。ご来場の際は、ぜひお立ち寄りください。 出展製品情報 式場用、ご自宅用盛篭・紙製盛篭・ミニ盛篭,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=140,ok
株式会社フレシード,https://www.fleceed.com/,,葬儀社様へ：「提案が弱い・商品力が弱い」など、お花に関する不安や課題にお応え致します。多彩な商品・提案力で単価アップ、お客様満足度に貢献いたします。 お花屋様へ：当社の豊富な経験実績から培った、専門ノウハウをもって、リアル課題への、改善・成長発展に繋がるご支援をさせて頂きます。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=10,ok
株式会社ブランディングボード,https://branding-bd.co.jp/,https://branding-bd.co.jp/contact/,地域密着型の集客ツールとして注目される「野立て看板」をご提案。戦略的掲出と効果的デザインで認知度向上促進を強力にサポートします。葬儀社様のブランド力強化に最適です。採用力向上にも 出展製品情報 感性工学で創る集客する野立て看板,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=75,ok
株式会社マイプレシャス,https://www.myprecious.co.jp/,https://www.myprecious.co.jp/toiawase/,香典返し好適品カタログギフト 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=94,ok
株式会社マルエス,https://www.e-maruesu.net/,https://www.e-maruesu.net/contact/,ローソク 線香 墓参 仏具商材 弊社はローソク、お線香はもとより、関連商材を充実させることにより総合的なご提案のできる企業を目指して、新しい商品開発に取り組んでいます。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=34,ok
株式会社マルキ,https://www.fc-maruki.co.jp/,https://www.fc-maruki.co.jp/contact/,創業45年仏事ギフトを中心に事業展開。即日返しや返礼ギフトでオリジナリティのある商品を豊富に展開。有名シェフ監修、有名老舗料亭監修商品を企画製造しており、他社との差別化を図っています。ブランド力がありながら収益性を確保する仏事のプロ仕様の商品提案をさせていただきます。 出展製品情報 コンビネーションギフト,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=73,ok
株式会社ムーンボウ,https://moonbow2013.com/,https://moonbow2013.com/contact/,消耗品から御棺まで多様な商品を展示いたします。 より良いものをより安くをモットーに 国内外との製造・流通ルートを持つ強みを,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=96,ok
株式会社メモリア総合研究所,https://sokumitsu.com/,https://sokumitsu.com/#sec-contact,葬儀経営学院のFBA（フューネラルビジネスアカデミー）通して葬儀社の経営課題、単価向上、シェア改善の学びを提供いたします。また経営課題を解決する様々な商材をご用意。 葬儀社向け顧客管理、トレーラーハウス、人事制度構築などメモリアグループの成功活用事例をご紹介。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=101,ok
株式会社メルシー,https://www.merci-net.co.jp/,https://www.merci-net.co.jp/contact.html,コンパクトマッサージャー「エスコート・H」のご体感 出展製品情報 コンパクトマッサージャー「エスコート・H」,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=20,ok
株式会社モリヤ,https://k-moriya.co.jp/company/,https://k-moriya.co.jp/contact/,新商品 ﾘﾆｭｰｱﾙ商品 出展製品情報 シン・梅華,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=15,ok
株式会社ヤマト,https://yamatocf.com/,https://yamatocf.com/contact,例年は京都の風情を反映した商品をご提案させていただいておりますが、2026年は機能性にこだわって作り上げたワンタッチ棺を実演と共にご披露します。 実際に見て、触れてみてください。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=57,ok
株式会社ユニコーン,https://www.atlantis21.co.jp/,https://www.atlantis21.co.jp/maintenance-form,葬祭業務システム「FNCloud」を出展します。直接見て触れていただけますので、どうぞお立ち寄りください。 出展製品情報 FNCloud,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=38,ok
株式会社ユー花園,https://www.youkaen.com/,https://www.youkaen.com/contact,葬儀花装飾に特化した施工支援サービスを紹介。急な大型案件、人手不足、技術差による品質のバラつきなど、生花店・葬儀社生花部が抱える現場課題を3つの施工支援モデルと運用サポートで強力にバックアップします。 出展製品情報 ハイブリッド葬儀祭壇パッケージ,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=39,ok
株式会社ヨシカワ商事,https://www.sosai-yoshikawa.jp/,https://www.sosai-yoshikawa.jp/information/,メモリアル保冷庫「ＲＥＳＴ･ＷＥＬＬ／レストウェル」を出展いたし ます。ご遺体を柩に安置したまま、長時間保冷可能な移動式保冷庫。 大切な方を綺麗なお姿のままで安置が可能です。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=26,ok
株式会社ラトリー,https://sogi-mikata.jp/,,所謂「丸投げ」可能な弊社の様々なサービス内容をご案内させて頂きます。 出展製品情報 葬儀屋さんのミカタ 役務,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=56,SSLError
株式会社ルートビジョン,https://rootvision.tokyo/,,高輝度LEDビジョンによる次世代の空間演出をご提案。屋内外対応のLEDポスターディスプレイを展示致します。 出展製品情報 屋外LEDポスター,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=133,ok
株式会社万丈,https://www.vanjoh.co.jp/,https://www.vanjoh.co.jp/contact/,業界最安値レベル！肖像額各種お取り扱いしております。 出展製品情報 Vカラー肖像額セット,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=36,ok
株式会社三光商会,https://www.e-lifetech.com/,https://www.e-lifetech.com/sample,葬祭施設・斎場の屋根にアルミ遮熱シート「サーモバリア」を施工し、夏の輻射熱を97%カット。霊安室への熱侵入を抑え、冷却機器の効果を倍増させます。又、斎場内の快適性向上と光熱費削減も同時に実現。既存建物への後付け施工が安価にて可能です。当日、ブース内にて温度変化を体験出来ます。 出展製品情報 遮熱材サーモバリア｜葬祭施設・霊安室の冷却効果を増加,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=148,ok
株式会社三電社,https://sanden-display.com/,https://sanden-display.com/ask/,デジタルサイネージの設計・設置からシステム構築・コンテンツ制作更新作業・運用・保守までトータルサポート。 完全オリジナルで、伝えたい知らせたいをカタチに致します。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=88,ok
株式会社中日映像,https://chunichi-eizo.jp/,https://chunichi-eizo.jp/html/contact.php,・業務軽減ができる「司会システム」 ・その人のためだけに紡がれる「オリジナルソング」 ・その他演出設備のご提案,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=22,ok
株式会社丸叶むらた,https://www.marukanou.co.jp/,https://www.marukanou.co.jp/inquiry/index.php,お線香・ローソクを中心にお盆関係の商品も多数展示いたします。 ペット関連商品も豊富に取り揃えております。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=78,ok
株式会社丸栄,https://maruei-ishikawa.co.jp/,https://maruei-ishikawa.co.jp/#mw_wp_form_mw-wp-form-5,故人とご遺族の想い・葬儀供養業界のお声をカタチに。「顧客の満足度」「葬儀単価」のアップを実現するため、オリジナル製品を企画制作しております。是非、皆様のお声をお聴かせくださいませ。 出展製品情報 お守り札,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=105,ok
株式会社創心社,https://soshinsha.co.jp/,https://soshinsha.co.jp/contact.html,寡占化が進む中ライバル会社攻勢に打ち勝つ為には勝てる原因を作る必要があります。一番大切なことはライバル会社に勝てる商品サービス力と営業力が必要です。私共はお葬式の中で最も目立つ祭壇部分を故人の人柄や生き様を表現するサイネージ映像でご遺族や会葬者の心に残るサービスを提供します 出展製品情報 サイネージ祭壇3枚セット＆ミニ祭壇,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=145,ok
株式会社吉村,https://leafteacup.jp/biz,https://leafteacup.jp/biz#section-24,カップの底に茶葉を封入した「Leaf Tea Cup」をご提案します。急須や茶殻の後始末が不要で、誰でも均一な美味しさを提供可能。人手不足の解消や、会葬者へのスピーディーな対応に貢献します。会場では、実際の利便性と本格的な味わいを体験いただける試飲デモを実施いたします。 出展製品情報 本格茶葉入り使い捨てカップ「Leaf Tea Cup（リーフティーカップ）,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=144,ok
株式会社吉澤企画,https://inpeace.jp/,https://inpeace.jp/contact/qa/,「利益を生む体質」への変革を提案！初公開となる自走式電動リフターは、重量のあるお棺も指先一つで移動可能。ベテランから若手まで一人で安全な安置作業を実現します。横移動対応の高機能ストレッチャー等を用いた「10分間デモ」を随時開催。限定キャンペーンや抽選会もご用意しております。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=79,ok
株式会社大和,https://www.ymt-yamato.co.jp/,https://www.ymt-yamato.co.jp/contact/,ハイブリッド型カタログギフト『YUKARI（ゆかり）』をベースに企業様のブランディング、販促、会員獲得を加速するお手伝いをさせていただくオリジナルカタログ制作サービスをご紹介いたします。 出展製品情報 《YUKARI(ゆかり)カードタイプカタログギフト》,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=115,ok
株式会社富永,http://www.tominaga-net.co.jp/index.html,,利益を上げたいけど人手が足りず困っている葬儀社様へ。香典返しビジネスを見直ししませんか？ご当家にカタログキットをお渡しするだけであとは全て弊社におまかせ！ご成約金額の30％をお支払いいたします。商品現物は一律40％割引なので決定率も激高！初盆もOK！ 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=47,ok
株式会社彫刻アイデア社,http://www.ihai.org/,http://www.ihai.org/seikyuuform.html,豊富な納入実績と対応機種でさまざまなニーズに適う位牌彫刻システムを提案・実現いたします。コンピュータ位牌専用文字入れ機『櫓檀』システムに新ソフト『ロダンマスター』が新登場。誰にでも簡単に美しい位牌彫刻が可能です。その他用途が広がるレーザー彫刻機など、ぜひ間近でご覧ください。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=43,ok
株式会社日天大鳳,https://nittentaihou.co.jp/,https://nittentaihou.co.jp/pages/3/,封棺の掛け結び帯・仏衣・旅装束セット 金襴の旅立ち輪袈裟・ペット葬祭用品 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=55,ok
株式会社日本ソフトウエアサービス,https://www.nspop.co.jp/,,筆耕システム 筆の先生ProV+ サイネージシステム 筆なび 販売管理システム,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=27,ok
株式会社日本香堂,https://www.nipponkodo.co.jp/,https://www.nipponkodo.co.jp/information/,ご葬家へのアフターケアとしてのご贈答用お線香。枕経セットの内容提案させていただきます。ご葬家のファーストお線香は「ミニ寸」でも良い時代なのかも。「線香盛り」提案してみませんか。オリジナルお線香もご相談承ります。焼香炭、リーズナブルです。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=35,ok
株式会社東海製蝋,https://www.tokai-seiro.co.jp/,https://www.tokai-seiro.co.jp/contact,「安心安全」をコンセプトにした商品を出品します ・太くて短い安全なご葬儀用ローソク ・ロウが残らない燭台とローソクの進物ギフト,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=126,ok
株式会社竹花,https://k-takehana.jp/,https://k-takehana.jp/contact/inquiry.php,新商品の盛籠フラワーリングを出展しております 是非、お立ち寄りください 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=40,ok
株式会社花喜久／株式会社ワイエムエス,https://hanagiku.co.jp/,,祭壇作成用ゲージの提案 輸入生花仕入れのご提案 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=139,ok
株式会社萩原,https://www.e-hagiwara.co.jp/,https://www.e-hagiwara.co.jp/contact/,人手不足が進む現場においても、葬儀の質を落とさず、高めていくための商品をご提案いたします。 軽量化・省スペース化による作業負担の軽減や業務効率化につながる商品に加え、 これまで培ってきた経験と実績をもとに、,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=93,ok
株式会社諏訪機械製作所,https://www.suwakikai.co.jp/,https://www.suwakikai.co.jp/contact/#mail,当社は「金属部品加工会社」です。 工業用の精密部品を製造した技術を「仏具」「神具」関係者の方々に 多く見て頂き、木工、石工とはまた違った「金属」での商品ラインナップのヒントとなって頂けそうな加工品をご紹介させて頂きます。,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=134,ok
株式会社香蘭社,https://www.koransha.co.jp/,https://www.koransha.co.jp/form/,有田焼の製造メーカー香蘭社の華やかかさと上品さを併せ持った温もりのある既存骨壺のほか今回初出展の新作骨壺およびカスタムオーダー骨壺などを展示・ご紹介させていただきます。 出展製品情報 青磁陽刻菊の舞・御壺,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=82,ok
森正株式会社,https://www.morisho.jp/,https://www.morisho.jp/contact/index.php,位牌やパーソナル壇に加え、新たな提案として、骨壺を収納できるミニ仏壇「ほの墓の」を展示。現代の供養ニーズに応える新ジャンル商品として、住空間に自然に溶け込む祈りのかたちをご提案いたします。 出展製品情報 New,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=41,ok
法月株式会社,https://una-kuyou.jp/,https://una-kuyou.jp/contact/,"１件当たりの客単価を上げるためのご相談,ご依頼が増加している、海洋散骨、粉骨、手元供養、お墓じまいを幅広く一括でサポート。 出展製品情報 New",https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=70,ok
綜合ユニコム株式会社,https://www.sogo-unicom.co.jp/fb/,https://www.sogo-unicom.co.jp/company/profile/information.html,マーケット環境が劇的に変化するなか、葬祭経営に求められる幅広い情報を発信するナンバーワン業界誌の最新号およびバックナンバーを即売いたします。 そのほか各種経営資料集、全国葬祭会館データリスト総覧なども販売します。 出展製品情報,https://f-vr.jp/sogo-unicom/enq/web/funeral2026/detail.cgi?id=150,ok
