sheet_row,company_name,url,contact_url,proposal_class,previous_comment,group,decision,comment,adopted,client_hits,service_hits,recurring_hits,negative_hits,form_ok,official_status,contact_status,evidence_urls,prior_classification
349,株式会社G cube partners,https://g3-p.co.jp/,https://g3-p.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車販売・整備事業者向け経営コンサルティング,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】上場・大手・既知除外の監査区分｜【確認事実】顧客=クリニック / ホテル / 自動車販売 / 中小企業 / クライアント企業｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://g3-p.co.jp/ ; https://g3-p.co.jp/ ; https://g3-p.co.jp/interpretation｜監査日=2026-08-12,no,クリニック / ホテル / 自動車販売 / 中小企業 / クライアント企業,,,,yes,200,200,https://g3-p.co.jp/ / https://g3-p.co.jp/ / https://g3-p.co.jp/interpretation / https://g3-p.co.jp/introduction,exclude_high_scale
350,株式会社車検plus,https://shakenplus.com/,https://shakenplus.com/#contact,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：自動車販売店・整備工場向け車検収益・集客コンサルティング,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / 整備工場 / 自動車販売｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://shakenplus.com/ ; https://shakenplus.com/company/｜監査日=2026-08-12,yes,店舗 / 整備工場 / 自動車販売,,,,yes,200,200,https://shakenplus.com/ / https://shakenplus.com/company/,review_insufficient_evidence
351,ライカラ株式会社,https://raicala.com/,https://raicala.com/contact/,S｜業界特化Web制作・店舗支援ハブ,自動車業界特化支援：整備工場向けDX・業務改善・Web・SNS支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / 整備工場｜受託=sns運用 / ブランディング / meo対策｜継続支援=明記あり：sns運用｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://raicala.com/ ; https://raicala.com/service/ ; https://raicala.com/service/sns/｜監査日=2026-08-12,yes,店舗 / 整備工場,sns運用 / ブランディング / meo対策,sns運用,,yes,200,200,https://raicala.com/ / https://raicala.com/service/ / https://raicala.com/service/sns/,keep_partner_fit
352,株式会社PLAN-B,https://www.planb-pet.com/,https://www.planb-pet.com/counseling/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門経営・組織コンサルティング,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院｜受託=ブランディング / 広報支援｜継続支援=明記あり：伴走支援｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.planb-pet.com/ ; https://www.planb-pet.com/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/%E7%B5%84%E7%B9%94-%E4%BA%BA%E3%81%AB%E3%81%BE%E3%81%A4%E3%82%8F%E3%82%8B%E8%AA%B2%E9%A1%8C%E8%A7%A3%E6%B1%BA/%E9%9B%A2%E8%81%B7%E3%83%88%E3%83%A9%E3%83%96%E3%83%AB/ ; https://www.planb-pet.com/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/%E7%B5%84%E7%B9%94-%E4%BA%BA%E3%81%AB%E3%81%BE%E3%81%A4%E3%82%8F%E3%82%8B%E8%AA%B2%E9%A1%8C%E8%A7%A3%E6%B1%BA/%E9%9B%A2%E8%81%B7%E3%83%88%E3%83%A9%E3%83%96%E3%83%AB/%E6%83%85%E5%A0%B1%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%84/｜監査日=2026-08-12,yes,動物病院,ブランディング / 広報支援,伴走支援,,yes,200,200,https://www.planb-pet.com/ / https://www.planb-pet.com/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/%E7%B5%84%E7%B9%94-%E4%BA%BA%E3%81%AB%E3%81%BE%E3%81%A4%E3%82%8F%E3%82%8B%E8%AA%B2%E9%A1%8C%E8%A7%A3%E6%B1%BA/%E9%9B%A2%E8%81%B7%E3%83%88%E3%83%A9%E3%83%96%E3%83%AB/ / https://www.planb-pet.com/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/%E7%B5%84%E7%B9%94-%E4%BA%BA%E3%81%AB%E3%81%BE%E3%81%A4%E3%82%8F%E3%82%8B%E8%AA%B2%E9%A1%8C%E8%A7%A3%E6%B1%BA/%E9%9B%A2%E8%81%B7%E3%83%88%E3%83%A9%E3%83%96%E3%83%AB/%E6%83%85%E5%A0%B1%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%84/ / https://www.planb-pet.com/keieihint/business/,keep_partner_fit
353,株式会社サスティナ,https://f-snc.com/,https://f-snc.com/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門経営コンサルティング,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】上場・大手・既知除外の監査区分｜【確認事実】顧客=動物病院 / 中小企業 / クライアント｜受託=webマーケティング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://f-snc.com/ ; https://f-snc.com/about/ ; https://f-snc.com/about/member/｜監査日=2026-08-12,no,動物病院 / 中小企業 / クライアント,webマーケティング,,,yes,200,200,https://f-snc.com/ / https://f-snc.com/about/ / https://f-snc.com/about/member/,exclude_high_scale
354,株式会社En-Jin,https://en-jin.co.jp/,https://en-jin.co.jp/inquiry,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院経営・組織運営支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=サロン / 動物病院 / ペットサロン / クライアント｜受託=ホームページ制作｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://en-jin.co.jp/ ; https://en-jin.co.jp/company/ ; https://en-jin.co.jp/spot-recruit/｜監査日=2026-08-12,yes,サロン / 動物病院 / ペットサロン / クライアント,ホームページ制作,,,yes,200,200,https://en-jin.co.jp/ / https://en-jin.co.jp/company/ / https://en-jin.co.jp/spot-recruit/ / https://en-jin.co.jp/profile/,keep_partner_fit
355,MTPC,https://animal-hosp.com/,https://animal-hosp.com/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院M&A・経営支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】上場・大手・既知除外の監査区分｜【確認事実】顧客=クリニック / 動物病院 / 中小企業｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://animal-hosp.com/ ; https://animal-hosp.com/aboutus/ ; https://animal-hosp.com/service/m-a/｜監査日=2026-08-12,no,クリニック / 動物病院 / 中小企業,,,,yes,200,200,https://animal-hosp.com/ / https://animal-hosp.com/aboutus/ / https://animal-hosp.com/service/m-a/,exclude_high_scale
356,税理士法人グスク,https://gusuku.or.jp/,https://gusuku.or.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・経営・税務支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://gusuku.or.jp/ ; https://gusuku.or.jp/ ; https://gusuku.or.jp/service/｜監査日=2026-08-12,yes,動物病院,,,,yes,200,200,https://gusuku.or.jp/ / https://gusuku.or.jp/ / https://gusuku.or.jp/service/ / https://gusuku.or.jp/post-408/,review_weak_hub
357,株式会社ねこのタミ,https://nekono-tami.com/,https://nekono-tami.com/contact.html,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・経営コンサルティング,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / 医院 / クリニック / 歯科 / 動物病院 / クライアント｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://nekono-tami.com/ ; https://nekono-tami.com/about.html ; https://nekono-tami.com/woman.html｜監査日=2026-08-12,yes,店舗 / 医院 / クリニック / 歯科 / 動物病院 / クライアント,,,,yes,200,200,https://nekono-tami.com/ / https://nekono-tami.com/about.html / https://nekono-tami.com/woman.html,keep_partner_fit
358,OptiVet株式会社,https://opti-vet.jp/,https://forms.gle/1Zr36ovQWKJ3vgdw7,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院経営・人材支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://opti-vet.jp/｜監査日=2026-08-12,yes,,,,,yes,200,401,https://opti-vet.jp/,review_insufficient_evidence
359,ITF合同会社,https://patraneo.com/,https://docs.google.com/forms/d/e/1FAIpQLSfCUb7AqhgYf0v_mPpn825S-MjsE9NCmRGS8z0GGz2j6EtVeQ/viewform,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向け電子カルテ・顧客管理システム,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://patraneo.com/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://patraneo.com/,review_insufficient_evidence
360,株式会社AALDA,https://aaldavet360.com/,https://aaldavet360.com/inquiry/demo,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向けクラウド電子カルテ・集患支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院 / お客様の課題｜受託=サイト制作 / デジタルマーケティング / 広告運用 / line運用 / seo対策 / meo対策｜継続支援=明記あり：広告運用 / line運用 / 継続的なコミュニケーションを支援｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://aaldavet360.com/ ; https://aaldavet360.com/plans/ ; https://aaldavet360.com/stories/watarida/｜監査日=2026-08-12,yes,動物病院 / お客様の課題,サイト制作 / デジタルマーケティング / 広告運用 / line運用 / seo対策 / meo対策,広告運用 / line運用 / 継続的なコミュニケーションを支援,,yes,200,200,https://aaldavet360.com/ / https://aaldavet360.com/plans/ / https://aaldavet360.com/stories/watarida/,keep_partner_fit
361,株式会社アイアコス,https://www.aiakos.co.jp/,https://www.aiakos.co.jp/inquiry/index.html,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向け予約・受付管理システム,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.aiakos.co.jp/ ; https://www.aiakos.co.jp/company/｜監査日=2026-08-12,no,,,,,no,200,200,https://www.aiakos.co.jp/ / https://www.aiakos.co.jp/company/,review_insufficient_evidence
362,株式会社ハロペ,https://halope.co.jp/,https://form.run/@halope-5000,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・ペットサロン向けWeb・顧客管理,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://halope.co.jp/ ; https://halope.co.jp/about-us.html｜監査日=2026-08-12,yes,,,,,yes,200,200,https://halope.co.jp/ / https://halope.co.jp/about-us.html,review_insufficient_evidence
363,株式会社EMILUCK,https://emiluck.com/,https://emiluck.com/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院ホームページ制作,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=歯科 / 動物病院 / 工務店｜受託=ホームページ制作｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://emiluck.com/ ; https://emiluck.com/business-info/product/ ; https://emiluck.com/business-info/product/maker-search/｜監査日=2026-08-12,yes,歯科 / 動物病院 / 工務店,ホームページ制作,,機器販売,yes,200,200,https://emiluck.com/ / https://emiluck.com/business-info/product/ / https://emiluck.com/business-info/product/maker-search/,keep_partner_fit
364,ペットコミュニケーションズ株式会社,https://www.ahmics.com/,https://docs.google.com/forms/d/e/1FAIpQLSepBwJ2fIsIYPu866troPHvH5Bibo9mu7AM4R9PxBR9B5Qllw/viewform,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向け電子カルテ・経営管理,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.ahmics.com/ ; https://www.ahmics.com/service/voice/index.html ; https://www.ahmics.com/service/ct-positioner/seminar/ct-handson_202601-03/index.html｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.ahmics.com/ / https://www.ahmics.com/service/voice/index.html / https://www.ahmics.com/service/ct-positioner/seminar/ct-handson_202601-03/index.html,review_insufficient_evidence
365,株式会社マインペット,https://www.mine-pet.com/,https://www.mine-pet.com/#contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院向けAI予防医療・再診支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認・SaaS・設備・商材等が中心｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.mine-pet.com/｜監査日=2026-08-12,no,,,,saas,no,200,200,https://www.mine-pet.com/,likely_not_partner
366,株式会社M&T,https://www.mandt-net.com/,https://www.mandt-net.com/inquiry/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器導入支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=医院 / クリニック / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://www.mandt-net.com/ ; https://www.mandt-net.com/support/ ; https://www.mandt-net.com/company/｜監査日=2026-08-12,no,医院 / クリニック / 動物病院,,,設備工事 / 機器販売,yes,200,200,https://www.mandt-net.com/ / https://www.mandt-net.com/support/ / https://www.mandt-net.com/company/,review_weak_hub
367,株式会社Noble,https://www.animalclinic-support.com/,https://www.animalclinic-support.com/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・設計施工・医療機器支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜監査日=2026-08-12,no,,,,,no,0,0,,review_insufficient_evidence
368,株式会社サカイ・メディカル,https://sakai-me.com/,https://sakai-me.com/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://sakai-me.com/ ; https://sakai-me.com/company/ ; https://sakai-me.com/company/｜監査日=2026-08-12,no,動物病院,,,機器販売,yes,200,200,https://sakai-me.com/ / https://sakai-me.com/company/ / https://sakai-me.com/company/,review_weak_hub
369,株式会社本郷いわしや,https://www.hongo-iwashiya.co.jp/,https://www.hongo-iwashiya.co.jp/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=医院 / クリニック / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記あり：定期的な自治体の検査や報告｜窓口=実フォーム確認｜根拠URL=https://www.hongo-iwashiya.co.jp/ ; https://www.hongo-iwashiya.co.jp/clinic/new-business-opening/ ; https://www.hongo-iwashiya.co.jp/company/｜監査日=2026-08-12,no,医院 / クリニック / 動物病院,,定期的な自治体の検査や報告,機器販売 / 卸売 / 予約システム,yes,200,200,https://www.hongo-iwashiya.co.jp/ / https://www.hongo-iwashiya.co.jp/clinic/new-business-opening/ / https://www.hongo-iwashiya.co.jp/company/,likely_not_partner
370,アローメディカル株式会社,https://arrowmedical.co.jp/,https://www.arrowmedical.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://arrowmedical.co.jp/ ; https://arrowmedical.co.jp/support/ ; https://arrowmedical.co.jp/support/｜監査日=2026-08-12,yes,動物病院,,,,yes,200,200,https://arrowmedical.co.jp/ / https://arrowmedical.co.jp/support/ / https://arrowmedical.co.jp/support/ / https://arrowmedical.co.jp/profile/index_e.php,keep_partner_fit
371,株式会社Raionメディカル,https://raion-med.com/,https://raion-med.com/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器・事業承継支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=クリニック / 歯科 / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://raion-med.com/ ; https://raion-med.com/service ; https://raion-med.com/service#maintenance｜監査日=2026-08-12,no,クリニック / 歯科 / 動物病院,,,機器販売,yes,200,200,https://raion-med.com/ / https://raion-med.com/service / https://raion-med.com/service#maintenance,keep_partner_fit
372,有限会社ランタック,https://rantac.jp/,https://rantac.jp/#contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・医療機器・設計支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=クリニック / 動物病院 / 工務店｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://rantac.jp/ ; https://rantac.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ ; https://rantac.jp/kaigyou-support/｜監査日=2026-08-12,no,クリニック / 動物病院 / 工務店,,,機器販売,yes,200,200,https://rantac.jp/ / https://rantac.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ / https://rantac.jp/kaigyou-support/,keep_partner_fit
373,税理士法人加美税理士事務所,https://zeirishi-hk-firm.com/,https://zeirishi-hk-firm.com/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院開業・税務・経営支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】上場・大手・既知除外の監査区分｜【確認事実】顧客=クリニック / 歯科 / 美容室 / サロン / 学習塾 / スクール / 動物病院 / クライアント様｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記あり：継続的にご支援｜窓口=実フォーム確認｜根拠URL=https://zeirishi-hk-firm.com/ ; https://zeirishi-hk-firm.com/#about ; https://zeirishi-hk-firm.com/#Fee｜監査日=2026-08-12,no,クリニック / 歯科 / 美容室 / サロン / 学習塾 / スクール / 動物病院 / クライアント様,,継続的にご支援,,yes,200,200,https://zeirishi-hk-firm.com/ / https://zeirishi-hk-firm.com/#about / https://zeirishi-hk-firm.com/#Fee / https://zeirishi-hk-firm.com/#Category-of-Business,exclude_high_scale
374,高槻にし税理士事務所,https://nishi-tax.com/,https://nishi-tax.com/contact.php,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院創業・経営・税務支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=中小企業｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://nishi-tax.com/ ; https://nishi-tax.com/company.php ; https://nishi-tax.com/ryokin.php｜監査日=2026-08-12,yes,中小企業,,,,yes,200,200,https://nishi-tax.com/ / https://nishi-tax.com/company.php / https://nishi-tax.com/ryokin.php,review_insufficient_evidence
375,株式会社メンフィスホーム,https://www.memphis-home.co.jp/,https://www.memphis-home.co.jp/contact,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門設計・施工,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.memphis-home.co.jp/｜監査日=2026-08-12,no,,,,,no,200,200,https://www.memphis-home.co.jp/,review_insufficient_evidence
376,株式会社アッシュ,https://asshu.co.jp/,https://asshu.co.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・医療施設の設計施工,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=店舗 / 医院 / 歯科 / 動物病院｜受託=ホームページ制作｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://asshu.co.jp/ ; https://asshu.co.jp/annai/｜監査日=2026-08-12,no,店舗 / 医院 / 歯科 / 動物病院,ホームページ制作,,内装工事,no,200,200,https://asshu.co.jp/ / https://asshu.co.jp/annai/,keep_partner_fit
377,株式会社グリーンチップス,https://greenchips.jp/,https://greenchips.jp/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院・トリミングサロン専門設計施工,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=サロン / 動物病院 / クライアント｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://greenchips.jp/ ; https://greenchips.jp/service/ ; https://greenchips.jp/works/｜監査日=2026-08-12,yes,サロン / 動物病院 / クライアント,,,,yes,200,200,https://greenchips.jp/ / https://greenchips.jp/service/ / https://greenchips.jp/works/ / https://greenchips.jp/company/,review_insufficient_evidence
378,株式会社インプラス,https://www.inplus-japan.co.jp/,https://www.inplus-japan.co.jp/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門設計・施工・開業支援,C,除外｜C｜S｜業界特化Web制作・店舗支援ハブ,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=店舗 / 動物病院｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://www.inplus-japan.co.jp/｜監査日=2026-08-12,no,店舗 / 動物病院,,,内装工事 / 機器メーカー,yes,200,200,https://www.inplus-japan.co.jp/,likely_not_partner
379,株式会社コモダアトリエ,https://acplan.net/,https://acplan.net/contact/,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門設計・開業支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=店舗 / クリニック / 美容室 / 動物病院 / クライアント｜受託=公式文言を確認できず（S｜業界特化Web制作・店舗支援ハブ分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://acplan.net/ ; https://acplan.net/about-us/acplan/ ; https://acplan.net/about-us/member/｜監査日=2026-08-12,yes,店舗 / クリニック / 美容室 / 動物病院 / クライアント,,,,yes,200,200,https://acplan.net/ / https://acplan.net/about-us/acplan/ / https://acplan.net/about-us/member/,review_insufficient_evidence
380,株式会社アニプロ,https://ani-pro.jp/,https://ani-pro.jp/#contact-form,S｜業界特化Web制作・店舗支援ハブ,ペット業界特化支援：動物病院専門採用・集患支援,C,送付対象｜C｜S｜業界特化Web制作・店舗支援ハブ,【確認事実】顧客=動物病院｜受託=ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://ani-pro.jp/consulting/｜監査日=2026-08-12,yes,動物病院,ブランディング,,,yes,200,200,https://ani-pro.jp/consulting/,review_weak_hub
