address,business_description,company_name,decision,maps_url,phone,reason,source_url,status,url
1000005 東京都千代田区丸の内１丁目９番２号,最終更新日時： 2026/08/24 17:16 法人番号 5010001149426 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社リクルート リクルート IT・ソフトウェア業界 コンサルティング業界 出版業界 広告業界 IT・ソフトウェア業界 / クラウド・SaaS(自社製品) 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 販促領域及び人材領域における、個人ユーザーと企業クライアントを結ぶマッチングプラットフォームや、企業クライアント向けのSaaS (Software as a Service) の提供。 ,株式会社リクルート,keep,,03-6835-3000,,https://db.grip.website/detail/5010001149426,MEOハブ候補,https://www.recruit.co.jp/people/inclusion/
1500002 東京都渋谷区渋谷３丁目２５番２１号,最終更新日時： 2026/08/24 17:16 法人番号 1011001058884 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 フロンティア株式会社 コンサルティング業界 外食業界 人材業界 広告業界 外食業界 / 居酒屋・ダイニング 人材業界 / 業務請負(アウトソーシング) 広告業界 / 総合広告代理店 Webサイト制作、システム開発、UI/UXデザイン、デジタルマーケティング支援など、IT技術を活用した幅広いソリューションを提供し、企業のDX推進や事業成長を支援します。 ,フロンティア株式会社,keep,,代表者名 代表取締役社長 高橋 政裕,,https://db.grip.website/detail/1011001058884,MEOハブ候補,https://frontier-gr.jp/
1000003 東京都千代田区一ツ橋一丁目1番1号 パレスサイドビル,最終更新日時： 2026/08/24 17:16 法人番号 3010001029968 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社マイナビ マイナビ 教育業界 人材業界 出版業界 広告業界 教育業界 / 通信教育・eラーニング 人材業界 / 人材紹介 人材業界 / 人材派遣 人材業界 / 業務請負(アウトソーシング) 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 （1） 新聞の発行および出版事業ならびに電子出版事業 （2） 就職情報の提供ならびに求人・採用活動に関するコンサルティング （3） 宣伝、広告、ピーアール業 （4） 労働者派遣事業 （5） 有料職業紹介事業 （6） セミナー、講演会、講習会等、催事の企画、立案、実施 （7） 人材育成、企業経営のコンサルティング、教育、研修業務 （8） 高校、大学、専門学校等への進学に関する情報の提供ならびに生徒、学生の募集に関するコンサルティング （9） 各種検定試験の運営および運営の請負 （10） ブライダル情報の提供 （11） 農業に関する情報の提供 （12） 医療機関に関する情報の提供 （13） 旅行業 （14） 文化、研究、芸術、スポーツなどの国際交流事業の企画、立案、実施 （15） 生命保険の募集に関する業務および損害保険代理店業 （16） 各種教室の経営および通信教育事業ならびに関連商品の販売 （17） 通訳翻訳業務 （18） コンピュータシステムの開発、運用および保守業務 （19） コンピュータソフトウエア、ゲームソフトウエア、映像ソフトウエア、音楽ソフトウエアの企画、開発、制作、販売および輸出入業務 （20） 電話その他の通信回線およびコンピュータシステムを利用した情報処理、情報提供サービス （21） コンタクトセンターの運営および管理 （22） ビジネスプロセスアウトソーシング業務 （23） 給与の支払いに関するシステムの開発提供およびアウトソーシング業務 （24） コンピュータ処理による地図・位置空間情報の制作業務 （25） 日用品雑貨、衣料品・衣料雑貨、アクセサリー、ぬいぐるみ、飲食品などの企画、販売、輸出入およびその仲 （26） 飲食店の経営、管理、運営およびその企画、開発 （27） 宿泊施設の経営、管理、運営およびその企画 （28） 通信販売業務 （29） 農産物、加工品等の販売 （30） ふるさと納税に関する情報の提供、企画およびコンサルティング （31） オークションの企画および運営 （32） 刊行物および商品の発送代行 （33） 著作権、商標権など知的財産の管理、運用、販売および仲介業務 （34） 各種債権の売買 （35） M&A に関する仲介、斡旋、コンサルティングおよびアドバイザリー業務 （36） 不動産の賃貸、売買、仲介、斡旋および管理業務 （37） ビルの経営、管理、運営およびその企画、開発 （38） 介護福祉事業 （39） 医薬品、医薬部外品、化粧品、医療器具、健康食品およびこれに関連する商品の製造販売ならびに輸出入業務 （40） 前各号に付帯する一切の事業 ,株式会社マイナビ,keep,,03-6267-4000,,https://db.grip.website/detail/3010001029968,MEOハブ候補,https://www.mynavi.jp/
1060032 東京都,最終更新日時： 2026/08/24 17:16 法人番号 1010401018928 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社テレビ朝日ミュージック テレビアサヒミュージック 自動車・乗り物業界 エンタメ業界 デザイン業界 広告業界 マスコミ業界 通信業界 デザイン業界 / 空間・インテリアデザイン 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 通信業界 / 放送事業(CATV等) ●音楽著作権および著作隣接権の管理・運用 ●アーティストの発掘・育成・マネージメント ●自社レーベルによるCD制作・販売 ●コンサート・ライブ・舞台およびイベントの企画・制作 ●アーティストグッズ等の企画・制作 ●アーティストサイトおよびファンクラブの企画・制作・運営 ●放送番組等の企画・制作 ,株式会社テレビ朝日ミュージック,keep,,代表者名 代表取締役社長CEO 吉田 真佐男,,https://db.grip.website/detail/1010401018928,MEOハブ候補,https://www.tv-asahi-music.co.jp/
1010063 東京都千代田区神田淡路町２丁目２番地２,最終更新日時： 2026/08/24 17:16 法人番号 3010001026890 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社白泉社 ハクセンシャ エンタメ業界 出版業界 広告業界 マスコミ業界 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 雑誌・書籍・コミックス・文庫・絵本の出版（紙＋電子）、アプリの制作・運営など ,株式会社白泉社,keep,,代表者名 代表取締役社長 高木靖文,,https://db.grip.website/detail/3010001026890,MEOハブ候補,https://www.hakusensha.co.jp/
1080074 東京都,最終更新日時： 2026/08/24 17:16 法人番号 7010401157555 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 エバーリッジ株式会社 エバーリッジ エンタメ業界 デザイン業界 広告業界 マスコミ業界 通信業界 デザイン業界 / 空間・インテリアデザイン 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 通信業界 / 放送事業(CATV等) 「デジタル」と「リアル」の力を掛け合わせ、イベントマーケティングに変革を起こす事業を展開しています。 ,エバーリッジ株式会社,keep,,代表者名 代表取締役 石山 文彦,,https://db.grip.website/detail/7010401157555,MEOハブ候補,https://www.everidge.co.jp/home/ja
1690075 東京都,最終更新日時： 2026/08/20 18:25 法人番号 4011101039328 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ケイ・アンド・パートナーズ ケイアンドパートナーズ エンタメ業界 その他の業界 出版業界 広告業界 マスコミ業界 その他の業界 / その他 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 広告・宣伝／ポスティングサービス ,株式会社ケイ・アンド・パートナーズ,keep,,代表者名 金 ムン浩,,https://db.grip.website/detail/4011101039328,MEOハブ候補,https://www.kandpartners.co.jp/
8400023 佐賀県佐賀市本庄町大字袋２８６番地５,最終更新日時： 2026/08/24 17:16 法人番号 3300001000115 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社エンターアイ エンターアイ その他の業界 広告業界 通信業界 その他の業界 / その他 広告業界 / 総合広告代理店 広告業界 / ネット広告専門代理店 広告業界 / イベント企画・運営 広告業界 / 屋外広告・交通広告 通信業界 / 放送事業(CATV等) テレビ・ラジオ・屋外広告等の広告取扱い、プロモーション企画、イベント企画運営およびWeb制作・運用等を行う広告・プロモーション事業。 ,株式会社エンターアイ,keep,,0952-24-3222,,https://db.grip.website/detail/3300001000115,MEOハブ候補,https://enter-i.jp/
2230057 神奈川県横浜市港北区新羽町１２０４番,最終更新日時： 2026/08/24 17:16 法人番号 6020001002203 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 日祐株式会社 ニチユウ 人材業界 航空機・宇宙産業業界 広告業界 人材業界 / 業務請負(アウトソーシング) 広告業界 / 総合広告代理店 広告業界 / ネット広告専門代理店 神奈川県横浜市に本社を置く、1974年設立のダイレクトメール（DM）およびセールスプロモーションのトータルアウトソーシング企業です。西濃運輸などを擁するセイノーホールディングスのグループ企業として、物流の強みを活かした独自の販促支援を展開しています。主な事業は、DMの企画・デザインから印刷、封入、発送、さらには独自のインフラを活用した「日祐メール便」による配達までをワンストップで提供するDM事業です。自社で一貫対応することにより、中間マージンの削減や工期短縮、高いセキュリティ体制を実現しており、顧客のリピート率は90％を超えます。また、軽貨物輸送や一般貨物輸送などの物流サービス、WEB媒体や広告制作を含むプロモーション支援も幅広く手掛けています。創業以来培った強固な物流ネットワークとマーケティングの知見を融合させ、公的機関や金融、通販など多岐にわたる業界の販促活動を最適化する、DM発送・プロモーションのプロフェッショナル集団です。 ,日祐株式会社,keep,,045-533-1121,,https://db.grip.website/detail/6020001002203,MEOハブ候補,https://nichiyu-hd.com/
4600003 愛知県名古屋市中区錦１丁目５番２８号,"最終更新日時： 2026/08/20 18:25 法人番号 3180001063455 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社トータルグロース トータルグロース 外食業界 葬儀業界 ブライダル業界 人材業界 広告業界 人材業界 / 人材紹介 人材業界 / 人材派遣 人材業界 / 業務請負(アウトソーシング) 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 株式会社トータルグロースは、愛知県名古屋市中区錦に本社を置く人材派遣・イベント企画企業です。ホテル・レストラン・結婚式場での接客・料飲サービス業務の人材派遣、イベント・展示会の設営・運営サポート、ブライダル・イベント音響オペレーター派遣、広告媒体企画・制作、Web構築・運営を展開しています。従業員数35名、登録員数約1,800名。 ",株式会社トータルグロース,keep,,代表者名 代表取締役社長 酒井 友博,,https://db.grip.website/detail/3180001063455,MEOハブ候補,https://www.t-growth.co.jp/company/
7600026 香川県高松市磨屋町２番地８,最終更新日時： 2026/08/24 17:16 法人番号 5470001007109 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 あなぶきメディカルケア株式会社 アナブキメディカルケア 医療・福祉業界 その他の業界 広告業界 不動産業界 医療・福祉業界 / 病院・クリニック 医療・福祉業界 / 介護施設(老人ホーム) その他の業界 / その他 広告業界 / 総合広告代理店 介護関連事業（介護事業、有料老人ホーム等の運営） 不動産管理業 広告事業他 ,あなぶきメディカルケア株式会社,keep,,代表者名 代表取締役 大谷 佳久,,https://db.grip.website/detail/5470001007109,MEOハブ候補,https://www.anabuki-medical.jp/
2600001 千葉県千葉市中央区都町１丁目１番２５号,最終更新日時： 2026/08/24 17:16 法人番号 1040001004838 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 千葉テレビ放送株式会社 チバテレビホウソウ エンタメ業界 旅行業界 広告業界 マスコミ業界 通信業界 広告業界 / 総合広告代理店 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 通信業界 / 放送事業(CATV等) ◆テレビ番組の制作及び放送 ◆地元報道機関としての報道活動 ◆顧客の広告宣伝活動をプロデュースする業務 ◆イベントの企画運営 など ,千葉テレビ放送株式会社,keep,,代表者名 代表取締役 青柳 洋治,,https://db.grip.website/detail/1040001004838,MEOハブ候補,https://www.chiba-tv.com/
8920845 鹿児島県鹿児島市樋之口町１番１号,最終更新日時： 2026/08/24 17:17 法人番号 7340001000660 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 ＭＢＣ開発株式会社 エムビーシーカイハツ 建設・工事業界 コンサルティング業界 金融業界 広告業界 不動産業界 コンサルティング業界 / 経営戦略コンサル 広告業界 / 総合広告代理店 ■不動産建設事業本部・広告事業本部・地産事業本部 ■本社（鹿児島市樋之口町） 総務本部（経営戦略部・管理部） 不動産建設事業本部（売買営業部・賃貸部・建設営業部・技術部・資産コンサルティング部） 広告事業本部（MBCアドバタイジング） 地産事業本部 ■不動産建設事業本部（支店） 【谷山店】鹿児島市東谷山 【伊敷店】鹿児島市伊敷台 ■不動産建設事業本部（アパマンショップ店舗） 【鹿児島店】鹿児島市樋之口町 【谷山店】鹿児島市東谷山 【鹿大前店】鹿児島市荒田 【鹿児島中央駅西口店】鹿児島市西田 ■不動産建設事業本部（モデルハウス） 【MBCハウジングフェアモデルハウス】鹿児島市与次郎 【MBC国分住宅展モデルハウス】鹿児島県霧島市国分野口西 ■地産事業本部 【隼人養殖場】鹿児島県霧島市隼人町真孝 【川内養殖場】鹿児島県薩摩川内市湯田町字塩浜 ,ＭＢＣ開発株式会社,keep,,代表者名 代表取締役社長 加納 修一,,https://db.grip.website/detail/7340001000660,MEOハブ候補,https://mbckh.com/
3800928 長野県長野市若里１丁目１番１号,最終更新日時： 2026/08/24 17:16 法人番号 5100001002220 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社テレビ信州エンタープライズ テレビシンシュウエンタープライズ Web・デジタルマーケティング業界 人材業界 広告業界 マスコミ業界 通信業界 Web・デジタルマーケティング業界 / デジタルコンテンツ制作 人材業界 / 人材派遣 広告業界 / 総合広告代理店 広告業界 / ネット広告専門代理店 マスコミ業界 / テレビ局 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 通信業界 / 放送事業(CATV等) 番組・報道取材、スタジオや中継技術、CM・ラジオ・VP・DVD制作および販売 インターネットライブ配信、ネット映像コンテンツ・デジタルサイネージ・電子カタログ制作 光回線接続を行う電気通信事業（B-20-366） 労働者派遣事業（許可番号 派20-01003） 広告代理店業務 ,株式会社テレビ信州エンタープライズ,keep,,代表者名 代表取締役 長田 正子,,https://db.grip.website/detail/5100001002220,MEOハブ候補,https://www.tsep.jp/
5500003 大阪府大阪市西区京町堀１丁目６番１２号,最終更新日時： 2026/08/24 17:16 法人番号 7120001048342 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ライズ広告社 ライズコウコクシャ コンサルティング業界 デザイン業界 人材業界 広告業界 デザイン業界 / 空間・インテリアデザイン 人材業界 / 業務請負(アウトソーシング) 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 ライズ広告社は広告の会社であり、クライアントと共存共栄の新価値を社会につくるパートナーを目指しています。企業文化を尊重し、古いものと新しい技術を横断的に考え、最適なソリューションを提供します。課題や要望を丁寧にヒアリングし、戦略からアウトプットまで統合的に考え、課題に応えるマーケティングソリューションを提供します。具体的には、タイならではの体験を日本で五感で楽しむ「K-FOOD Fair」の企画・運営や、EXPO2025 大阪・関西万博のTVCM制作、長期ブース運営などを手がけています。 ,株式会社ライズ広告社,keep,,06-6448-6623,,https://db.grip.website/detail/7120001048342,MEOハブ候補,http://rise-ad.co.jp/
6008101 京都府京都市下京区御影堂町１６－２１京都建物ビル５階,最終更新日時： 2026/08/24 17:16 法人番号 3160001023295 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ＧｅＮｉｅｅｅ ジーニー IT・ソフトウェア業界 その他の業界 広告業界 IT・ソフトウェア業界 / システム受託開発(SIer・SES) その他の業界 / その他 広告業界 / 総合広告代理店 広告業界 / ネット広告専門代理店 成果報酬型マーケティングカンパニーとして、社員及び顧客など関わる人全ての才能が爆発し、自分が主人公の物語が始まる熱狂の魔法を届けることを目指しています。 ,株式会社ＧｅＮｉｅｅｅ,keep,,代表者名 代表取締役 梶谷翔貴,,https://db.grip.website/detail/3160001023295,MEOハブ候補,https://ge-nieee.jp/
6048181 京都府京都市中京区御池通高倉西入綿屋町５２５番地,最終更新日時： 2026/08/24 17:15 法人番号 6130001023072 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 吉忠マネキン株式会社 ヨシチュウマネキン 小売業界 アパレル・美容業界 デザイン業界 その他の業界 広告業界 デザイン業界 / 空間・インテリアデザイン その他の業界 / その他 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 商環境における設計・施工、マネキン・陳列器具の製作販売レンタル、LEDの企画開発販売 ,吉忠マネキン株式会社,keep,,代表者名 代表取締役社長 吉田 忠嗣,,https://db.grip.website/detail/6130001023072,MEOハブ候補,https://yoshichu-m.co.jp/
0600002 北海道札幌市中央区北二条西１丁目１番地,最終更新日時： 2026/08/24 17:16 法人番号 9430001029920 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社北海道博報堂 ホッカイドウハクホウドウ コンサルティング業界 自動車・乗り物業界 外食業界 その他の業界 広告業界 外食業界 / 居酒屋・ダイニング その他の業界 / その他 広告業界 / 総合広告代理店 北海道博報堂は、博報堂の100％子会社として地域密着型の広告事業を展開。 グループの強みを活かし、北海道の生活者を深く理解し、地域社会に役立つコミュニケーションを提案しています。 ■ブランディング ■広告コミュニケーション ■新商品の市場導入 ■販売促進 ■イベントの実施 など ,株式会社北海道博報堂,keep,,代表者名 代表取締役 左近 成弘,,https://db.grip.website/detail/9430001029920,MEOハブ候補,https://www.hokkaido.hakuhodo.co.jp/
1500044 東京都渋谷区円山町３番６号,最終更新日時： 2026/08/24 17:16 法人番号 3011001064625 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社フォーイット フォーイット IT・ソフトウェア業界 広告業界 通信業界 IT・ソフトウェア業界 / クラウド・SaaS(自社製品) 広告業界 / 総合広告代理店 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 渋谷区円山町３番６号に本社を置く**株式会社フォーイット**は、主に以下の事業を展開しています。 1. **アフィリエイト広告事業 (Affiliate Advertising Business)** * 主力事業であり、アフィリエイトサービスプロバイダ（ASP）として、広告主（企業）とメディア運営者（アフィリエイター）を繋ぐプラットフォーム「**afb（アフィビー）**」を運営しています。 * 成果報酬型の広告モデルを提供し、広告主には費用対効果の高い集客を、メディア運営者には収益化の機会を提供しています。 2. **メディア事業 (Media Business)** * 自社で様々なジャンルのWebメディアを企画・開発・運営しています。 * ユーザーに価値ある情報を提供し、集客やリード獲得に繋げています。 3. **SaaS事業 (SaaS Business)** * 企業向けのクラウド型ソフトウェア（Software as a Service）を提供しています。 * 顧客管理システム（CRM）、マーケティングオートメーション（MA）、データ分析ツールなど、企業の業務効率化やマーケティング活動を支援するソリューションを展開しています。 4. **DX推進事業 (DX Promotion Business)** * 企業のデジタルトランスフォーメーション（DX）を支援する事業です。 * コンサルティング、システム開発、データ活用支援、AI導入支援などを通じて、企業のデジタル化とビジネスモデル変革をサポートしています。 5. **海外事業 (Overseas Business)** * 国内で培ったノウハウやサービスを、ASEAN地域を中心とした海外市場へ展開しています。 まとめると、株式会社フォーイットは、**デジタルマーケティング（特にアフィリエイト広告）を主軸に、メディア運営、SaaS提供、DX支援、海外展開など、多角的に事業を展開しているIT企業**です。 ,株式会社フォーイット,keep,,03-5728-5865,,https://db.grip.website/detail/3011001064625,MEOハブ候補,https://www.for-it.co.jp:443/
7600065 香川県高松市朝日町５丁目３番８５号,最終更新日時： 2026/08/24 17:16 法人番号 8470001004012 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ムレコミュニケーションズ ムレコミュニケーションズ 素材・一般製造業界 自動車・乗り物業界 エンタメ業界 出版業界 広告業界 マスコミ業界 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 企画・編集・販売促進企画・マーケティング調査・デジタル入力編集・プリプレス業務・平版印刷・輪転印刷・製本 ,株式会社ムレコミュニケーションズ,keep,,087-822-2600,,https://db.grip.website/detail/8470001004012,MEOハブ候補,https://www.mure.co.jp/
3200818 栃木県宇都宮市旭２丁目２番３号,最終更新日時： 2026/08/24 17:17 法人番号 6060001002190 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社しばた工芸 シバタコウゲイ 建設・工事業界 外食業界 デザイン業界 その他の業界 広告業界 建設・工事業界 / 総合建設(ゼネコン) 外食業界 / 居酒屋・ダイニング デザイン業界 / 空間・インテリアデザイン その他の業界 / その他 広告業界 / 総合広告代理店 広告業界 / イベント企画・運営 広告業界 / 屋外広告・交通広告 看板等製造業 ,株式会社しばた工芸,keep,,代表者名 代表取締役社長 柴田 彰夫,,https://db.grip.website/detail/6060001002190,MEOハブ候補,https://s-sign.jp/
0640801 北海道札幌市中央区南一条西２２丁目１番１７号,最終更新日時： 2026/08/24 17:16 法人番号 9430001063291 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社ポロワッカ ポロワッカ 医療・福祉業界 広告業界 不動産業界 医療・福祉業界 / 病院・クリニック 医療・福祉業界 / 介護施設(老人ホーム) 広告業界 / 総合広告代理店 クリエイティブ事業 広告／企画／デザイン WEB広告運用／WEB制作 動画制作 不動産事業 売買および賃貸の仲介 高齢者向け住み替え支援 障がい福祉事業 障がい者向けグループホーム 就労継続支援Ｂ型 放課後等デイサービス ,株式会社ポロワッカ,keep,,代表者名 代表取締役 新宮 賢治,,https://db.grip.website/detail/9430001063291,MEOハブ候補,https://porowakka.co.jp/
9630118 福島県郡山市安積北井１丁目１１５番地,最終更新日時： 2026/08/24 17:16 法人番号 3380001007581 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 スピークス株式会社 スピークス 建設・工事業界 広告業界 不動産業界 広告業界 / 総合広告代理店 建設・不動産事業 家具雑貨の販売 広告企画制作・映像制作業 ,スピークス株式会社,keep,,代表者名 代表取締役社長 吉田博文,,https://db.grip.website/detail/3380001007581,MEOハブ候補,https://speaks.co.jp/
9052172 沖縄県名護市字豊原２２４番地３,最終更新日時： 2026/08/24 17:16 法人番号 2360001023391 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社イー・ステート・ラボ イーステートラボ 広告業界 通信業界 広告業界 / 総合広告代理店 通信業界 / 移動体通信(キャリア) 通信業界 / ISP(プロバイダ) 通信業界 / データセンター 当社はWebマーケティング（Web広告運用・CRM）、Web制作を中心として、普段皆さんが目にしているインターネット広告やWebに関連する業務を行っています。 2026年には30名体制を目指しており、今後の業務・組織拡大に力を貸してくれる方を求めています。 IT全般やウエブマーケティング、Web広告にご興味がある方、まずは話を聞いてみたい方はお気軽にお問合せください。 また沖縄へのUターン・Iターンの方も大歓迎です。 引っ越し費用や一時金などの支援がありますのでぜひエントリください。 移住支援例） ・引っ越し代金全額補助 ・賃貸契約に伴う一時金全額補助 ・沖縄への赴任旅費支援 ・住宅手当 ◇広告運用業務経験者の場合 今お住いの場所にいながらフル在宅勤務も可能です。一度お問い合わせください。 ,株式会社イー・ステート・ラボ,keep,,代表者名 吉田 哲也,,https://db.grip.website/detail/2360001023391,MEOハブ候補,https://www.es-labo.ne.jp/
9200062 石川県金沢市割出町５５９番地１,最終更新日時： 2026/08/24 17:16 法人番号 6220001006076 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社北鉄航空 ホクテツコウクウ その他の業界 旅行業界 航空機・宇宙産業業界 広告業界 その他の業界 / その他 広告業界 / 総合広告代理店 小松空港での旅客・ハンドリング業務、バスや電車の交通広告の取り扱い、各種保険の案内を行っています。 ,株式会社北鉄航空,keep,,代表者名 取締役社長 小林 工,,https://db.grip.website/detail/6220001006076,MEOハブ候補,https://www.hokutetsukoku.jp/
9030111 沖縄県,最終更新日時： 2026/08/24 17:16 法人番号 2360001008228 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社リマープロ リマープロ Web・デジタルマーケティング業界 人材業界 広告業界 通信業界 Web・デジタルマーケティング業界 / Webシステム開発・アプリ開発 人材業界 / 人材紹介 人材業界 / 人材派遣 広告業界 / 総合広告代理店 通信業界 / 放送事業(CATV等) ＜ウェブ事業＞ ■ホームページ制作・保守管理 ■SNS広告運用代行 ■各種ポータルサイト/ASPサービス運営 ＜印刷デザイン事業＞ ■デザイン・印刷 ■ノベルティグッズ制作 ＜多言語翻訳事業＞ ■76言語 翻訳 ＜エージェント事業＞ ■ラジオCM制作管理（全国 AM49局、FM38局） ■テレビCM制作管理（沖縄3局） ■TVer(ティーバー)動画CM制作管理（全国） ■有料職業紹介事業（許可番号：47-ユ-300141） ＜eスポーツ事業＞ ■eスポーツイベントの提供等 ,株式会社リマープロ,keep,,代表者名 代表取締役 大蔵 貢,,https://db.grip.website/detail/2360001008228,MEOハブ候補,https://remar.co.jp/
4600003 愛知県名古屋市中区錦２丁目９番２９号ＯＲＥ名古屋伏見ビル,最終更新日時： 2026/08/24 17:16 法人番号 5180001072611 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社セントラル・デイリー セントラルデイリー コンサルティング業界 出版業界 広告業界 通信業界 出版業界 / 書籍出版 出版業界 / 雑誌・情報誌 広告業界 / 総合広告代理店 通信業界 / 放送事業(CATV等) ＜観光ソリューション事業＞ ●観光・タウン情報フリーマガジン『るるぶFREE】『MOLA!』等の企画・編集 ●観光情報誌を中心とした雑誌やTV、ラジオによる広告及び編集タイアップの企画提案 ●自治体や観光関係の協議会のパンフレットなど制作物の提案・企画・デザイン ●観光WEBサイト構築及びSNSサイトの企画・提案・運営 ＜総合広告事業＞ ●自社媒体（Biz Life Style、ELLA）、交通広告（地下鉄御堂筋線・東京都営線つり革、駅看板他） ●TVCM、ラジオCM、雑誌広告、新聞広告、フリーペーパー、イベント、サンプリング ●WEBサイト制作、ロゴデザイン、DM、各種SPツール ●店舗タイアップ、企業タイアップ、映画タイアップ、キャラクター、タレントキャスティング ●インターネット広告、リスティング、アドネットワーク、ソーシャルメディア ＜人材ソリューション事業＞ ●有力転職サイト、転職フェア、求人情報誌を駆使した中途採用支援 ●有力新卒サイト、インターンシップ、就職フェアによる就職活動～新卒採用支援 ●有力アルバイト情報サイトや全国フリーマガジン、折込誌によるアルバイト採用支援 ●採用パンフレットをはじめ採用サイトの構築をはじめとした、クリエイティブの提供 ●ヒューマンリソースに関わる代理店とのパートナーシップ事業 ,株式会社セントラル・デイリー,keep,,代表者名 代表取締役 新井 克洋,,https://db.grip.website/detail/5180001072611,MEOハブ候補,https://www.dac-group.co.jp/
1600023 東京都新宿区西新宿１丁目６番１号,最終更新日時： 2026/08/24 17:16 法人番号 1011101078898 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 株式会社マイナビワークス マイナビワークス コンサルティング業界 教育業界 人材業界 その他の業界 広告業界 人材業界 / 人材紹介 人材業界 / 人材派遣 人材業界 / 業務請負(アウトソーシング) その他の業界 / その他 広告業界 / 総合広告代理店 労働者派遣事業 ／派13-307111 有料職業紹介事業 ／13-ユ-308164 求人・採用活動に関するコンサルティング 宣伝、広告、ピーアール業および広告代理店業 ウェブコンテンツ、制作物等のデザインおよび制作業 ビジネスプロセスアウトソーシング業 ,株式会社マイナビワークス,keep,,代表者名 代表取締役 河原 輝篤,,https://db.grip.website/detail/1011101078898,MEOハブ候補,https://mynavi-cr.jp/
3700848 群馬県高崎市鶴見町５１番地,最終更新日時： 2026/08/24 17:16 法人番号 5070001007099 掲載の情報は、「 Gビズインフォ 」（経済産業省）をもとに作成しています。 上信電鉄株式会社 ジョウシンデンテツ 運輸・物流業界 その他の業界 航空機・宇宙産業業界 広告業界 不動産業界 運輸・物流業界 / 一般貨物自動車運送(トラック) 運輸・物流業界 / 鉄道 その他の業界 / その他 広告業界 / 総合広告代理店 鉄道事業 貨物自動車運送事業 不動産業 広告宣伝業 ,上信電鉄株式会社,keep,,0273238066,,https://db.grip.website/detail/5070001007099,MEOハブ候補,https://www.joshin-dentetsu.co.jp/corporate/profile/
