batch_no,sample_position,sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,contact_status,form_exists,service_hits,client_hits,weak_only_hits,enterprise_review_term,final_url,contact_final_url,evidence_pages
12,41,592,株式会社創心社,https://soshinsha.co.jp/,https://soshinsha.co.jp/contact.html,S｜業界特化Web制作・店舗支援ハブ,葬祭・供養業界ハブ：寡占化が進む中ライバル会社攻勢に打ち勝つ為には勝てる原因を作る必要があります。一番大切なことはライバル会社に勝てる商品サービス力と営業力が必要です。私共はお葬式の中で最も目立つ祭壇部分を故人の人柄や生き様を表現するサイネージ映像でご遺族や会,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,ホームページ制作,葬儀社,,,https://soshinsha.co.jp/,https://soshinsha.co.jp/contact.html,https://soshinsha.co.jp/p_category/issue-resolution / https://soshinsha.co.jp/p_solution / https://soshinsha.co.jp/p_solution_cat/customer-development
13,1,602,SKD株式会社,https://www.skd-kk.com/,https://www.skd-kk.com/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.skd-kk.com/,https://www.skd-kk.com/contact.html,https://www.skd-kk.com/service.html / https://www.skd-kk.com/works.html
13,11,612,ジャパンレンタル株式会社,https://www.japanrental.co.jp/,https://www.japanrental.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.japanrental.co.jp/,https://www.japanrental.co.jp/contact/,
13,21,622,新和興業株式会社,https://www.sinwa-inc.co.jp/,https://www.sinwa-inc.co.jp/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗 / ホテル,,,https://www.sinwa-inc.co.jp/,https://www.sinwa-inc.co.jp/inquiry/,
13,31,632,東京電装工業株式会社,https://tokyo-denso.com/,https://tokyo-denso.com/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://tokyo-denso.com/,https://tokyo-denso.com/inquiry/,https://tokyo-denso.com/works/
13,41,642,株式会社オートレント,https://www.autorent.co.jp/,https://www.autorent.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.autorent.co.jp/,https://www.autorent.co.jp/contact/,
14,1,652,株式会社10X,https://10x.co.jp/,https://10x.co.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：10Xは小売業のDXを支えるプラットフォーム「Stailer」を提供している。ネットスーパーやAI発注、AIプライシングなどスーパーの経営課題に直結するプロダクト群を展開している ,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,店舗 / 中小企業,,,https://10x.co.jp/,https://10x.co.jp/contact/,https://10x.co.jp/news/stailer_hojyokin/
14,11,662,アイニックス株式会社,https://www.ainix.co.jp/,https://www.ainix.co.jp/contact/aboutus.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：次世代電子棚札(ESL):Newtonシリーズや電子ペーパーを使ったデジタルサイネージ等を導入事例を交えて製品紹介する。Meferi社製品:Android15を搭載しAER認証を取得した最新の業務用モバイル端末、ME40K(キー付きモデル),likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,ホテル / 導入事例,posシステム,,https://www.ainix.co.jp/,https://www.ainix.co.jp/contact/aboutus.html,https://www.ainix.co.jp/products/tablet/business_tablet/ / https://www.ainix.co.jp/solution/ / https://www.ainix.co.jp/solution/type/logistics/
14,21,672,スターマーケティングジャパン株式会社,https://www.smjp.star-m.jp/,https://www.smjp.star-m.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：人手不足や賃金高騰、変化する消費者のニーズへの対応など店舗が抱えるお悩みを解決するDX化をご提案。 mPOS、オーダーシステム、順番待ち、デリバリーのシステムと連動したレシートプリンター、食品ラベルや製品ラベルなどラベルが印刷できるラベルプ,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗 / 導入事例,,,https://www.smjp.star-m.jp/,https://www.smjp.star-m.jp/contact,https://www.smjp.star-m.jp/solution / https://www.smjp.star-m.jp/casestudy / https://www.smjp.star-m.jp/repair
14,31,682,データコム株式会社,https://www.datacom.jp/,https://www.datacom.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：小売業において企業戦略やマーケティングなど、あらゆるシーンに必要となるデータ。 そんな大切なデータを各方面から収集し、最大限に活用できるシステムとアイデアを提案。 ,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,店舗 / 小売店 / 導入事例,,,https://www.datacom.jp/,https://www.datacom.jp/contact/,https://www.datacom.jp/solution/ / https://www.datacom.jp/case/ / https://www.datacom.jp/4253/news/
14,41,692,ルミーズ株式会社,https://www.remise.co.jp/,https://www.remise.co.jp/form/partnership/index.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：完全無人環境で利用できる自動精算機・自動販売機向け組込型マルチ決済「salo-02」やIoT決済プラットフォームを活用したNFCタグ/QRコード決済など、さまざまなシーンで利用できる決済端末や決済サービスをデモンストレーションと共に紹介する,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.remise.co.jp/,https://www.remise.co.jp/form/partnership/,https://www.remise.co.jp/service/ / https://www.remise.co.jp/service/automatic-pay-machine.html / https://www.remise.co.jp/service/ec/
15,1,702,トゥエンティフォー株式会社,https://24-sweets.com/,https://24-sweets.com/contact/,A｜開業・出店・FC・店舗コンサル,FC・多店舗ハブ：スイーツを専門とした無人ショップであり、トレンドスイーツから全国各地のお取り寄せスイーツまで幅広くセレクトしたスイーツを紹介。,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗,,,https://24-sweets.com/,https://24-sweets.com/contact/,
15,11,712,株式会社LeaguE,https://league-jp.com/,https://league-jp.com/contact/,A｜開業・出店・FC・店舗コンサル,FC・多店舗ハブ：株式会社LeaguEは、海外の隠れた逸品を発掘し日本市場に展開するほか、商品をお持ちでない方でも独自ブランドを立ち上げられる様、商品選定から運用までトータルサポートしている。さらに、クラウドファンディングでの資金調達支援やネット業務の丸投げ,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,デジタルマーケ / 販売促進,中小企業 / フランチャイズ,,,https://league-jp.com/,https://league-jp.com/contact/,https://league-jp.com/service/ / https://league-jp.com/seminar/20260630_archive/ / https://league-jp.com/service/#tools
15,21,722,株式会社アクアネット,https://aqnet.co.jp/,https://aqnet.co.jp/toiawase/,A｜開業・出店・FC・店舗コンサル,FC・多店舗ハブ：フランチャイズ本部構築(FC本部立上げ)、本部体制の整備、企業のフランチャイズ加盟による新規参入のご相談を受け付けている。 FC本部へのコンサルティング経験が豊富なコンサルタントが相談に応じている。 【主な相談内容】 フランチャイズ本部構築,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗 / 中小企業 / 多店舗 / フランチャイズ / クライアント,,,https://aqnet.co.jp/,https://aqnet.co.jp/toiawase/,https://aqnet.co.jp/serviceinfo/ / https://aqnet.co.jp/serviceinfo/fccon/ / https://aqnet.co.jp/serviceinfo/emindp/
15,31,732,株式会社マコトフードサービス,https://www.makotofood.co.jp/,https://www.makotofood.co.jp/mailform/,A｜開業・出店・FC・店舗コンサル,FC・多店舗ハブ：「まこと屋」は、「家族が喜ぶラーメン屋」をコンセプトに、関西エリアを中心に国内外105店舗を展開。 他にない「牛骨醤油」という商品力で他社との差別化を図り、全国展開を計画。,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗 / 飲食店 / ホテル / 観光 / フランチャイズ,内装工事,,https://www.makotofood.co.jp/,https://www.makotofood.co.jp/mailform/,https://www.makotofood.co.jp/location/ / https://www.makotofood.co.jp/construction/
15,41,742,株式会社ECOLIFE COCO,https://ecolife-coco.com/,https://ecolife-coco.com/contact/,A｜開業・出店・FC・店舗コンサル,FC・多店舗ハブ：【全国36店舗展開中】ECOLIFE COCOは子供服、育児用品に特化したリユース&アウトレットチェーン店です。 「小さな服から始まる、大きな未来づくりへ」をコンセプトに地球環境をまもる・家計をまもる・地域をつなぐ企業へを企業理念に、SDG,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,集客支援 / 販売促進,店舗 / フランチャイズ,内装工事,,https://ecolife-coco.com/,https://ecolife-coco.com/contact/,https://ecolife-coco.com/fc/
16,1,752,Paintnote株式会社,https://saposuke.jp/,https://saposuke.jp/contact,A｜清掃・設備・店舗運営支援,ビルメンフェア：サポスケは、現場仕事向けのスケジュール管理クラウドです。Excelやホワイトボードなどで行なっている現場とスタッフのスケジュール管理・共有を、シンプルな操作で大きく効率化。ビルメンテナンス、清掃、専門工事、警備、訪問看護・介護など多くの業種,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,導入事例,,,https://saposuke.jp/,https://saposuke.jp/contact,https://saposuke.jp/pro / https://saposuke.jp/cases / https://saposuke.jp/document
16,11,762,エフ・ソリューションズ株式会社,https://www.picattecapet.jp/,https://www.picattecapet.jp/#toc-8,A｜清掃・設備・店舗運営支援,ビルメンフェア：～タイルカーペットは棄てずに洗う時代へ～ 清掃サービスを主にビルメンテナンス業を営む富士管理では、より社会貢献性を意識した事業展開をするようになってまいりました。そのなかでもタイルカーペット延命利用（廃棄物抑制）を目指すリユースカーペット事,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,宿泊施設 / ホテル / 建設会社,,,https://www.picattecapet.jp/,https://www.picattecapet.jp/#toc-8,
16,21,772,株式会社アスプルンド,https://www.asplund.co.jp/,https://www.asplund.co.jp/contact/,A｜清掃・設備・店舗運営支援,JAPAN SHOP：衣料廃材(デニム)を原料にアップサイクルしたボード素材STELAPOP(ステラポップ)。⾊ごとに分別して保管するデニム端材から作られたステラポップは⾐料廃棄材とは思えない鮮やかなカラーと豊かな表情を兼ね備える。⽊材と同じく簡単に加⼯でき、店,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗 / ホテル,内装工事,,https://www.asplund.co.jp/,https://www.asplund.co.jp/contact/,https://www.asplund.co.jp/business/ / https://www.asplund.co.jp/business/contract/ / https://www.asplund.co.jp/business/office/
16,31,782,ニッシントーア・岩尾株式会社,https://www.nisshintoaiwao.co.jp:443/,https://www.nisshintoaiwao.co.jp:443/nti/contact/index.html,A｜清掃・設備・店舗運営支援,JAPAN SHOP：商業施設・企業・公共空間・工場など幅広いシーンに対応し、販促・情報共有・ブランディングまでトータルにサポート。機器選定から運用までワンストップで対応。 会場では実機展示と活用事例をご紹介。,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.nisshintoaiwao.co.jp/index.html,https://www.nisshintoaiwao.co.jp/contact/index.html,https://www.nisshintoaiwao.co.jp/newbp/airgle/news/campfire/index.html / https://www.nisshintoaiwao.co.jp/textile/index.html
16,41,792,双葉コーポレーション株式会社,https://www.futabakinzoku.co.jp/,https://www.futabakinzoku.co.jp/contact/,A｜清掃・設備・店舗運営支援,JAPAN SHOP：スライドレール、キャスターなど、住宅設備、オフィス家具、木製品、産業機器向け部品及びAV機器の付属部品並びにその他機構部品の製造販売。,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗,,,https://www.futabakinzoku.co.jp/,https://www.futabakinzoku.co.jp/contact/,
17,1,802,晃洋厨機株式会社,https://koyo-chuki.co.jp/,https://koyo-chuki.co.jp/pages/5/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,店舗開発,店舗 / 飲食店 / ホテル / クライアント,機器販売 / 厨房機器,,https://koyo-chuki.co.jp/,https://koyo-chuki.co.jp/pages/5/,https://koyo-chuki.co.jp/pages/33/
17,11,812,クールフライヤー株式会社,https://coolfryer.co.jp/,https://coolfryer.co.jp/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗 / 飲食店 / 導入事例,不動産仲介,,https://coolfryer.co.jp/,https://coolfryer.co.jp/contact/,https://coolfryer.co.jp/case/ / https://coolfryer.co.jp/category/blog/ / https://coolfryer.co.jp/case/interview-hagi/
17,21,822,ホクサン厨機株式会社,https://www.hokusan.com/,http://www.hokusan.com/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,,厨房機器,,https://www.hokusan.com/,https://www.hokusan.com/contact/,https://www.hokusan.com/service/ / https://www.hokusan.com/service/ / https://www.hokusan.com/service/maintenance
17,31,832,ヤマケン株式会社,https://yamakenmanaita.com/,https://yamakenmanaita.com/pages/contact,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,プロモーション,店舗 / 飲食店,,,https://yamakenmanaita.com/,https://yamakenmanaita.com/pages/contact,https://yamakenmanaita.com/policies/terms-of-service
17,41,842,大洋厨房株式会社,https://www.taiyocook.co.jp/,https://www.taiyocook.co.jp/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗 / 飲食店 / ホテル / 旅館,厨房機器,,https://www.taiyocook.co.jp/,https://www.taiyocook.co.jp/contact/,
18,1,852,東京超音波技研株式会社,https://www.tocho.com/,https://www.tocho.com/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,導入事例,,,https://www.tocho.com/,https://www.tocho.com/contact/,https://www.tocho.com/works/ / https://www.tocho.com/works/607/ / https://www.tocho.com/works/597/
18,11,862,株式会社サムソン,https://www.samson.co.jp:/,https://www.samson.co.jp/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.samson.co.jp/,https://www.samson.co.jp/contact/,https://www.samson.co.jp/solution/ / https://www.samson.co.jp/solution/exhibition.html#FT26 / https://www.samson.co.jp/solution/taste.html
18,21,872,株式会社モリチュウ,https://www.morichu.co.jp/,https://www.morichu.co.jp/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,,厨房機器,,https://www.morichu.co.jp/,https://www.morichu.co.jp/contact/,
18,31,882,株式会社大道産業,https://www.ohmichi.co.jp/,https://www.ohmichi.co.jp/contact/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.ohmichi.co.jp/,https://www.ohmichi.co.jp/contact/,
18,41,892,秋元ステンレス工業株式会社,https://a-s-k.co.jp/,https://a-s-k.co.jp/form/,H｜飲食店・厨房・開業・店舗設備支援,日本厨房工業会公式会員：業務用厨房設備機器の生産・販売・施工・コンサルティング,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,,厨房機器,,https://a-s-k.co.jp/,https://a-s-k.co.jp/form/,
19,1,902,Momentum株式会社,https://www.m0mentum.co.jp/,https://www.m0mentum.co.jp/contact,S｜地域広告・販促・Web・クリエイティブ支援,北海道広告業協会公式会員：広告・印刷・Web・動画・販促支援,review_form,実フォームを機械確認できず,200,200,no,デジタルマーケ / 広告運用,クライアント / 導入事例,,,https://www.m0mentum.co.jp/,https://www.m0mentum.co.jp/contact,https://www.m0mentum.co.jp/service / https://www.m0mentum.co.jp/service/hytra-dashboard / https://www.m0mentum.co.jp/service/hytra-hornet
19,11,912,株式会社アイワード,https://iword.co.jp/,https://iword.co.jp/script/mailform/inquiry/,S｜地域広告・販促・Web・クリエイティブ支援,北海道広告業協会公式会員：広告・印刷・Web・動画・販促支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,歯科 / 観光 / 中小企業,クラウドサービス / 教材,,https://iword.co.jp/,https://iword.co.jp/script/mailform/inquiry/,https://iword.co.jp/company/05shien.php / https://iword.co.jp/works / https://iword.co.jp/works/category01
19,21,922,株式会社栃木オリコミ・センター,https://www.tochiori.co.jp/,https://www.tochiori.co.jp/contact,S｜地域広告・販促・Web・クリエイティブ支援,栃木県広告業協会公式会員：広告・印刷・Web・動画・販促支援,review_weak_hub,複数の地域事業者との顧客接点を機械確認できず,200,200,yes,広告代理,,,,https://www.tochiori.co.jp/,https://www.tochiori.co.jp/contact/,https://www.tochiori.co.jp/adv/#eiga / https://www.tochiori.co.jp/news/62
19,31,932,株式会社千広企画,https://www.senko-edit.com/,https://www.senko-edit.com/contact/,S｜地域広告・販促・Web・クリエイティブ支援,広告業協同組合公式会員：カタログ・パンフレット全般、企業案内、企業史、企業広報誌、ニュースリリース制作、など 文化出版局、財界研究所ほか出版社 出版,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.senko-edit.com/,https://www.senko-edit.com/contact/,https://www.senko-edit.com/
19,41,942,株式会社フタガミ,https://www.futagami.co.jp/,https://www.futagami.co.jp/contact,H｜店舗内装・設計施工・什器・設備支援,インテリア産業協会公式会員：住宅・施工業（ゼネコン、住宅、増改築、内装等）,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,店舗,,,https://www.futagami.co.jp/,https://www.futagami.co.jp/contact,
20,1,952,イトーテック株式会社,https://www.itotec.co.jp/,https://www.itotec.co.jp/toiawase.html,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,,,,https://www.itotec.co.jp/,https://www.itotec.co.jp/toiawase.html,https://www.itotec.co.jp/regular_support.html / https://www.itotec.co.jp/agencies.html
20,11,962,安城印刷株式会社,https://www.a-print.co.jp/,https://www.a-print.co.jp/formmail/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.a-print.co.jp/,https://www.a-print.co.jp/formmail/,https://www.a-print.co.jp/service/
20,21,972,木村紙商事株式会社,https://www.re-papyrus.com/,https://www.re-papyrus.com/お問い合わせ/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,,,,https://www.re-papyrus.com/,https://www.re-papyrus.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,
20,31,982,株式会社文方社,https://bunposha.co.jp/,https://bunposha.co.jp/,S｜地域印刷・販促物・ポスティング支援,愛知県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,,,,https://bunposha.co.jp/,https://bunposha.co.jp/,
20,41,992,株式会社エーディコア・ディバイズ,https://www.adcore.co.jp/,https://www.adcore.co.jp/showroom/form.php,H｜店舗内装・設計施工・什器・設備支援,インテリア産業協会公式会員：家具,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,店舗 / サロン / 宿泊施設 / ホテル / 旅館,,,https://www.adcore.co.jp/,https://www.adcore.co.jp/showroom/form.php,https://www.adcore.co.jp/business/ / https://www.adcore.co.jp/works/ / https://www.adcore.co.jp/works/wkcat/home/
21,1,1002,さくら精機株式会社,https://sakura-seiki.co.jp/,https://sakura-seiki.co.jp/contact/,H｜オフィス移転・什器・OA・IT環境支援,日本オフィス家具協会公式会員：オフィス家具・移転・空間・関連設備支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,,オフィス家具,,https://sakura-seiki.co.jp/,https://sakura-seiki.co.jp/contact/,https://sakura-seiki.co.jp/product/ / https://sakura-seiki.co.jp/product/#bookbinding / https://sakura-seiki.co.jp/product/#education
21,11,1012,ドリックス株式会社,https://www.dorix.co.jp/,https://www.dorix.co.jp/contact/,H｜オフィス移転・什器・OA・IT環境支援,日本オフィス家具協会公式会員：オフィス家具・移転・空間・関連設備支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗 / ホテル,オフィス家具,,https://www.dorix.co.jp/,https://www.dorix.co.jp/contact/,https://www.dorix.co.jp/works/ / https://www.dorix.co.jp/business/
21,21,1022,平山スチール工業株式会社,http://tohira.co.jp/company/,https://tohira.co.jp/contact/,H｜オフィス移転・什器・OA・IT環境支援,日本オフィス家具協会公式会員：オフィス家具・移転・空間・関連設備支援,strategic_valid,受託サービス・地域顧客接点・実フォームを確認,200,200,yes,制作会社,店舗 / 美容室,オフィス家具 / 内装工事,,http://tohira.co.jp/company/,https://tohira.co.jp/contact/,https://tohira.co.jp/office-furniture/unit-case/ / https://tohira.co.jp/case/
21,31,1032,株式会社イヨベ工芸社,https://www.iyobe.com/,https://www.iyobe.com/reform/,H｜オフィス移転・什器・OA・IT環境支援,日本オフィス家具協会公式会員：オフィス家具・移転・空間・関連設備支援,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,no,,ホテル,,,https://www.iyobe.com/,https://www.iyobe.com/reform/,https://www.iyobe.com/works/ / https://www.iyobe.com/works/74/
21,41,1042,株式会社ノーリツイス,https://www.noritsuisu.co.jp/,https://www.noritsuisu.co.jp/contact/,H｜オフィス移転・什器・OA・IT環境支援,日本オフィス家具協会公式会員：オフィス家具・移転・空間・関連設備支援,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,中小企業,,,https://www.noritsuisu.co.jp/,https://www.noritsuisu.co.jp/contact/,
22,1,1052,A-NEXT株式会社,https://www.a-nexthome.com/,https://www.a-nexthome.com/?page_id=59,H｜店舗物件・テナント仲介・出店支援,不動産競売流通協会公式会員：不動産売買・仲介・物件活用支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,店舗,賃貸管理 / 不動産仲介,,https://www.a-nexthome.com/,https://www.a-nexthome.com/inquiries/,
22,11,1062,商工ほうむ不動産株式会社,https://sh-g.jp/,https://sh-g.jp/contact-form/,H｜店舗物件・テナント仲介・出店支援,不動産競売流通協会公式会員：不動産売買・仲介・物件活用支援,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,不動産会社,,,https://sh-g.jp/,https://sh-g.jp/contact-form/,
22,21,1072,株式会社EX不動産,https://exre.jp/,https://exre.jp/contact/,H｜店舗物件・テナント仲介・出店支援,不動産競売流通協会公式会員：不動産売買・仲介・物件活用支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,不動産会社,賃貸管理,,https://exre.jp/,https://exre.jp/contact/,https://exre.jp/lp/%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E7%B4%8D%E7%A8%8E%E3%81%A7%E7%A9%BA%E3%81%8D%E5%AE%B6%E7%AE%A1%E7%90%86%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/ / https://exre.jp/lp/%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E7%B4%8D%E7%A8%8E%E3%81%A7%E7%A9%BA%E3%81%8D%E5%AE%B6%E7%AE%A1%E7%90%86%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/
22,31,1082,株式会社エムエス・トラスト,https://www.ms-trust.com/,https://www.ms-trust.com/company-profile/contact/,H｜店舗物件・テナント仲介・出店支援,不動産競売流通協会公式会員：不動産売買・仲介・物件活用支援,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,クライアント,賃貸管理 / 不動産仲介,,https://www.ms-trust.com/,https://www.ms-trust.com/company-profile/contact/,https://www.ms-trust.com/business-guide/home-inspection/ / https://www.ms-trust.com/business-guide/vacant-house-measures/ / https://www.ms-trust.com/business-guide/architecture/
22,41,1092,株式会社リアルシティ・コーポレーション,https://www.realcity.jp/,https://www.realcity.jp/cgi-bin/binmail/mail.html,H｜店舗物件・テナント仲介・出店支援,不動産競売流通協会公式会員：不動産売買・仲介・物件活用支援,review_form,実フォームを機械確認できず,200,200,no,店舗開発,店舗 / 飲食店 / 観光,賃貸管理,,https://www.realcity.jp/,https://www.realcity.jp/cgi-bin/binmail/mail.html,https://www.realcity.jp/#fudousan / https://www.realcity.jp/sisan/renovat/index.html / https://www.realcity.jp/desc_estate.html
23,1,1102,アオヤギ株式会社,https://aoyagi-f.co.jp/,https://aoyagi-f.co.jp/information/9/detail,S｜地域印刷・販促物・ポスティング支援,福岡県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_form,実フォームを機械確認できず,200,200,no,動画制作,店舗,,,https://aoyagi-f.co.jp/,https://aoyagi-f.co.jp/information/9/detail,https://aoyagi-f.co.jp/pickup/8/detail / https://aoyagi-f.co.jp/service/service01.html / https://aoyagi-f.co.jp/service/service04.html
23,11,1112,井上紙工印刷株式会社,https://e-isp.jp/,https://e-isp.jp/contact/,S｜地域印刷・販促物・ポスティング支援,福岡県印刷工業組合公式会員：商業印刷・販促物・企画制作,likely_not_hub,SaaS・機器・商材・不動産管理等の単体支援のみ検出,200,200,yes,,観光,教材,,https://e-isp.jp/,https://e-isp.jp/contact/,
23,21,1122,幡本印刷株式会社,https://www.hatamoto.cc/,https://www.hatamoto.cc/contact.php,S｜地域印刷・販促物・ポスティング支援,北海道印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_hub,複数の地域事業者との顧客接点を機械確認できず,200,200,yes,販売促進,,,,https://www.hatamoto.cc/,https://www.hatamoto.cc/contact.php,https://www.hatamoto.cc/print.php
23,31,1132,服部印刷株式会社,https://www.hattori-p.com/,https://www.hattori-p.com/form/hattori-p/contact,S｜地域印刷・販促物・ポスティング支援,福岡県印刷工業組合公式会員：商業印刷・販促物・企画制作,review_weak_service,集客・制作・広告・販促等の受託根拠を機械確認できず,200,200,yes,,,,,https://www.hattori-p.com/,https://web.gogo.jp/hattori-p/form/contact,https://www.hattori-p.com/service
