_row,company_name,url,old_contact_url,final_contact_url,state,evidence_or_reason
199,E-MOTION株式会社,https://www.e-motion-entertainment.com,https://www.e-motion-entertainment.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://www.e-motion-entertainment.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,valid,html_form:controls=5
200,株式会社プロビズ,https://probiz.jp,https://probiz.jp/contact/,https://probiz.jp/contact/,valid,html_form:controls=13
201,株式会社 PRオフィス,https://tori-navi.com,https://tori-navi.com/#contact,https://tori-navi.com/,valid,html_form:controls=7
202,株式会社 8.1.1,https://corp.app811.com,https://docs.google.com/forms/d/e/1FAIpQLSfVUurxdak6ansXCzi4ydf6A4qlhyQtEGMusT0Kfc8IZXYyTA/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfVUurxdak6ansXCzi4ydf6A4qlhyQtEGMusT0Kfc8IZXYyTA/viewform,valid,external_form_open
203,株式会社BeA,https://bea.jp,https://bea.jp/inquiry,https://bea.jp/inquiry/,valid,html_form:controls=17
204,株式会社みらい,https://sunrise-mirai.com,https://sunrise-mirai.com/contact/,https://sunrise-mirai.com/contact/,valid,html_form:controls=11
205,EXPACT株式会社,https://expact.jp,https://expact.jp#contact,https://expact.jp/contact/,valid,html_form:controls=9
206,FUN-CREATE株式会社,https://fun-create.co.jp,https://fun-create.co.jp/wp/contact/,https://business.form-mailer.jp/fms/c8a1492b343292,valid,html_form:controls=21
207,株式会社 インテライト,https://interrelite.co.jp,https://interrelite.co.jp/contact/,https://interrelite.co.jp/contact/,valid,html_form:controls=12
208,ビーハイライト株式会社,https://be-hylite.com,https://be-hylite.com/contact/,https://be-hylite.com/contact/,valid,html_form:controls=10
209,株式会社マスドライバー,https://massdriver.net,https://massdriver.net/contact/,https://massdriver.net/contact/,valid,html_form:controls=7
210,株式会社エトラボ,https://etolabo.jp,https://etolabo.jp/#contact,https://etolabo.jp/,valid,html_form:controls=9
211,株式会社ArchRise,https://www.archrise-works.com,https://www.archrise-works.com/contact/,https://www.archrise-works.com/Contact/,valid,html_form:controls=7
212,合同会社未来ステップ,https://mirai-step.online,https://mirai-step.online/contact/,https://mirai-step.online/contact/,valid,html_form:controls=16
213,株式会社アンドディファレンス,https://and-difference.co.jp,https://and-difference.co.jp/contact/,https://and-difference.co.jp/contact/,valid,html_form:controls=10
214,株式会社マーケティングクリエーター,https://mc-d.jp,https://mc-d.jp/contact/,https://mc-d.jp/contact/,valid,html_form:controls=8
215,メディストペット株式会社,https://medistpet.jp,https://medistpet.jp/top/contact/,https://medistpet.jp/contact/,valid,html_form:controls=18
216,株式会社impact,https://impact-mirai.co.jp,https://impact-mirai.co.jp/contact/,https://impact-mirai.co.jp/contact/biz/,valid,html_form:controls=52
217,リトライブ株式会社,https://rekaizen.com,https://rekaizen.com#contact,,excluded,general_contact_form_unconfirmed
218,NRワークス合同会社,https://nr-works.jp,https://nr-works.jp/contact/,https://nr-works.jp/contact/,valid,html_form:controls=10
219,株式会社ワイプ,https://yep-co.net,https://yep-co.net/contact/,https://yep-co.net/contact/,valid,html_form:controls=11
220,株式会社NoSHAPE,https://noshape.jp,https://noshape.jp/contact/,https://noshape.jp/contact/,valid,browser_form_iframe
221,株式会社エルアイディ,https://nine-feel.com,https://nine-feel.com/contact/,,excluded,general_contact_form_unconfirmed
222,SportsEntertainment株式会社,https://spoen.co.jp,https://spoen.co.jp/contact,https://spoen.co.jp/contact/,valid,html_form:controls=22
223,株式会社LEL,https://lel-japan.co.jp,https://lel-japan.co.jp/contact/,https://lel-japan.co.jp/contact/,valid,html_form:controls=7
224,有限会社 岡山商事,https://okayamacorporation.com,https://okayamacorporation.com/contact,https://okayamacorporation.com/contact/,valid,html_form:controls=7
225,株式会社アンフォルム,https://inform-tokyo.co.jp,https://inform-tokyo.co.jp/contact/,http://inform-tokyo.co.jp/contact/?click=header,valid,html_form:controls=12
226,株式会社DARUMA,https://daruma-creative.com,https://daruma-creative.com#contact,https://daruma-creative.com/,valid,html_form:controls=5
227,株式会社ピースウェブ,https://pieceweb.com,https://pieceweb.com/contact/contact.php,https://pieceweb.com/contact/contact.php,valid,html_form:controls=7
228,株式会社J-WORLD,https://jworld-web.co.jp,https://jworld-web.co.jp/mail/,https://jworld-web.co.jp/mail/,valid,html_form:controls=9
229,株式会社シーサイド,https://c-side.co.jp,https://c-side.co.jp/contact/,https://c-side.co.jp/contact/,valid,html_form:controls=15
230,株式会社コネクトビビ,https://connectbibi.com,https://connectbibi.com/contact/,https://connectbibi.com/contact/,valid,html_form:controls=17
231,株式会社ヴィクトリー,https://victory-co.com,https://victory-co.com/contact/,https://victory-co.com/contact,valid,browser_form_iframe
232,株式会社マザーアンドチルドレン,https://mother-children.jp,https://mother-children.jp/contact_form,https://mother-children.jp/contact_form,valid,html_form:controls=17
233,合同会社カメレオン企画,https://chameleon-project.com,https://chameleon-project.com/contact/,https://chameleon-project.com/contact/,valid,html_form:controls=6
234,株式会社エイム,https://aim-lab.jp,https://aim-lab.jp/contact/,https://aim-lab.jp/contact/,valid,html_form:controls=12
235,アールアイコンサルティング株式会社,https://ri-c.co.jp,https://ri-c.co.jp/contact/,https://ri-c.co.jp/contact/,valid,html_form:controls=7
236,株式会社米谷,https://www.p-yonetani.com,https://www.p-yonetani.com/contact,https://www.p-yonetani.com/contact,valid,html_form:controls=21
237,株式会社 ライフマップ,https://lifemap.jp,https://lifemap.jp/contact/,,excluded,general_contact_form_unconfirmed
238,株式会社SOLVIDE,https://solvide.jp,https://solvide.jp/contact,,excluded,general_contact_form_unconfirmed
239,合同会社 BLESSING,https://blessing-llc.com,https://blessing-llc.com/inquiry/,http://blessing-llc.com/inquiry/,valid,html_form:controls=11
240,株式会社FLOG,https://flog-niceshot.com,https://flog-niceshot.com/lightning-ja/contact/,https://flog-niceshot.com/contact/,valid,html_form:controls=8
241,株式会社FULGRUM,https://www.fulgrum.co.jp,https://www.fulgrum.co.jp/contact,https://www.fulgrum.co.jp/contact,valid,html_form:controls=10
242,株式会社アザナ,https://azana.co.jp,https://azana.co.jp/contact/,https://azana.co.jp/contact/,valid,html_form:controls=12
243,株式会社ネットクロス,https://net-cross.com,https://net-cross.com/contact/,,excluded,general_contact_form_unconfirmed
244,Nadia株式会社,https://nadia-corp.co.jp,https://nadia-corp.co.jp/contact/,https://nadia-corp.co.jp/contact/,valid,html_form:controls=7
245,株式会社ヨシハラ総合企画,https://yoshihara-sogokikaku.co.jp,https://yoshihara-sogokikaku.co.jp/#contact,https://yoshihara-sogokikaku.co.jp/,valid,html_form:controls=7
246,株式会社ツナグデザイン,https://tsunagudesign.co.jp,https://tsunagudesign.co.jp/dlform/,https://tsunagudesign.co.jp/ctt/,valid,browser_form:controls=10
247,株式会社リールピーク,https://www.reelpeak.co.jp,https://www.reelpeak.co.jp/contact/,https://www.reelpeak.co.jp/contact/,valid,browser_form:controls=9
248,forest株式会社,https://forest-inc.jp,https://forest-inc.jp/contact/retail_tech/,https://forest-inc.jp/contact,valid,html_form:controls=12
249,株式会社プラスゲート,https://www.plus-gate.co.jp,https://www.plus-gate.co.jp/contact/,https://www.plus-gate.co.jp/contact/,valid,html_form:controls=17
250,山口ネットワークス株式会社,https://www.yamaguchinetworks.co.jp,https://www.yamaguchinetworks.co.jp/contact/,https://www.yamaguchinetworks.co.jp/contact/,valid,html_form:controls=15
251,株式会社 CAキャリア,https://ca-digital.jp,https://ca-digital.jp/contact/,https://ca-digital.jp/contact/,valid,html_form:controls=12
252,株式会社仁頼,https://jinrai.co.jp,https://jinrai.co.jp/contact/,,excluded,general_contact_form_unconfirmed
253,アパッショナート合同会社,https://appassionato.co.jp,https://appassionato.co.jp/contact,https://appassionato.co.jp/contact,valid,html_form:controls=7
254,クラシノ株式会社,https://www.kurasino.co.jp,https://www.kurasino.co.jp/contact/,https://www.kurasino.co.jp/contact/,valid,html_form:controls=10
255,株式会社Reskill,https://reskill-japan.com,https://reskill-japan.com/contact/,https://reskill-japan.com/contact/,valid,html_form:controls=5
256,株式会社YEEELL,https://yeeell.co.jp,https://yeeell.co.jp/contact/,https://yeeell.co.jp/contact/,valid,html_form:controls=12
257,株式会社ナハト,https://nahato.co.jp,https://nahato.co.jp/contact,https://nahato.co.jp/contact/,valid,html_form:controls=27
258,株式会社sizebook,https://sizebook.co.jp,https://sizebook.co.jp#contact,https://sizebook.co.jp/contact_others.html,valid,html_form:controls=10
259,合同会社アイデアル,https://idl.jp,https://idl.jp/contact,https://idl.jp/contact,valid,html_form:controls=12
260,株式会社おやゆび革命,https://yubikaku.com,https://yubikaku.com/contact,https://yubikaku.com/contact,valid,html_form:controls=7
