sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,final_url,positive_hits,hub_hits,weak_hits,membership_only,employees_detected,offices_detected,capital_man_detected,listed_signal,national_scale_signal,existing_enterprise_class,existing_enterprise_match,evidence_urls
622,新和興業株式会社,https://www.sinwa-inc.co.jp/,https://www.sinwa-inc.co.jp/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.sinwa-inc.co.jp/,,店舗 / ホテル,,no,85,,5000,no,no,,,https://www.sinwa-inc.co.jp/company/ / https://www.sinwa-inc.co.jp/company/#loc_fc
623,有限会社ヒロセ工房,http://hirosekobo.com/,http://hirosekobo.com/publics/index/3/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://hirosekobo.com/,,,,no,,,,no,no,,,http://hirosekobo.com/publics/index/2/
624,有限会社丸美真光堂,https://m-shinkodo.jp/,https://m-shinkodo.jp/contact/index.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://m-shinkodo.jp/,,店舗 / ホテル / 工務店 / クライアント,,no,,,,no,no,,,https://m-shinkodo.jp/solutions.html / https://m-shinkodo.jp/company.html
625,有限会社八代ネオン電工,https://y-neon.jp/,https://y-neon.jp/pages/3/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://y-neon.jp/,,店舗 / 歯科,,no,,,,no,no,,,https://y-neon.jp/pages/2/
626,有限会社増田塗装店,https://www.masuda-tosouten.com/,https://www.masuda-tosouten.com/お問い合わせ/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.masuda-tosouten.com/,広告代理,店舗 / 不動産会社 / 工務店 / 建設会社 / 中小企業,,no,,,300,no,no,,,https://www.masuda-tosouten.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/
627,有限会社大蔵プロセス,https://okura-process.co.jp/,https://okura-process.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://okura-process.co.jp/,,中小企業,,no,19,,1000,no,no,,,https://okura-process.co.jp/company/
628,有限会社尚文堂,https://www.syobundo.co.jp/,https://www.syobundo.co.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.syobundo.co.jp/,制作実績,店舗,,no,,,,no,no,,,https://www.syobundo.co.jp/service / https://www.syobundo.co.jp/company
629,有限会社新栄,https://shin-eico.com/,https://shin-eico.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://shin-eico.com/,,店舗,,no,,,,no,no,,,https://shin-eico.com/service/ / https://shin-eico.com/company/
630,有限会社松島工芸社,https://m-kougeisha.com/,https://m-kougeisha.com/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://m-kougeisha.com/,,,,no,,,300,no,no,,,https://m-kougeisha.com/company/
631,朝日電装株式会社,https://www.asahidenso.co.jp/,https://www.asahidenso.co.jp/contact/index.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.asahidenso.co.jp/,,,,no,,,,no,no,,,https://www.asahidenso.co.jp/business/index.html / https://www.asahidenso.co.jp/company/index.html
632,東京電装工業株式会社,https://tokyo-denso.com/,https://tokyo-denso.com/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://tokyo-denso.com/,,地域企業,,no,,,,no,no,,,https://tokyo-denso.com/company/
633,栄和サインシステム株式会社,https://www.eiwa-sign.com/,https://www.eiwa-sign.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.eiwa-sign.com/,,店舗,,no,,,3400,no,no,,,https://www.eiwa-sign.com/service/ / https://www.eiwa-sign.com/company/
634,株式会社LEDグロー,https://www.ledglow.jp/,https://www.ledglow.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.ledglow.jp/,,店舗,,no,,,1500,no,no,,,https://www.ledglow.jp/company/ / https://www.ledglow.jp/company/
635,株式会社Technical,https://www.technical-sign.jp/,https://www.technical-sign.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.technical-sign.jp/,広告代理,店舗 / 飲食店 / 工務店,,no,,,1000,no,no,,,https://www.technical-sign.jp/about_channel/ / https://www.technical-sign.jp/com_profile/
636,株式会社おおかわ,https://kanban-kikaku.com/,https://kanban-kikaku.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://kanban-kikaku.com/,,店舗 / 医院 / 工務店,,no,,,,no,no,,,https://kanban-kikaku.com/company/ / https://kanban-kikaku.com/work/business/office/
637,株式会社アイセイ社,https://aiseisya.co.jp/,http://aiseisya.co.jp/re/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://aiseisya.co.jp/,,店舗,,no,30,,3000,no,no,,,http://aiseisya.co.jp/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9/ / http://aiseisya.co.jp/%E4%BC%81%E6%A5%AD%E6%83%85%E5%A0%B1/
638,株式会社アド・サイン,https://adsign-jpn.com/,https://adsign-jpn.com/contact_form/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://adsign-jpn.com/,,店舗,,no,,,1000,no,yes,,,https://adsign-jpn.com/company/
639,株式会社アート山口,https://art-yamaguchi.com/,https://art-yamaguchi.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://art-yamaguchi.com/,,医院 / 歯科,,no,,,500,no,no,,,https://art-yamaguchi.com/company/
640,株式会社エクセル,https://www.excel-co.com/,https://www.excel-co.com/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.excel-co.com/,,,,no,,,,no,no,,,https://www.excel-co.com/company.html
641,株式会社オオサカネーム,https://www.osakaname.co.jp/,https://www.osakaname.co.jp/inquiry.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://www.osakaname.co.jp/,,,,no,,1132,,no,no,,,https://www.osakaname.co.jp/service.html / https://www.osakaname.co.jp/company.html
642,株式会社オートレント,https://www.autorent.co.jp/,https://www.autorent.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.autorent.co.jp/,,,,no,80,,1000,no,no,,,https://www.autorent.co.jp/company/ / https://www.autorent.co.jp/about/
643,株式会社カワハラネオン広告,https://k-neon.jp/,https://k-neon.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://k-neon.jp/,,店舗 / 美容室 / 飲食店,,no,,,1000,no,yes,,,https://k-neon.jp/service/ / https://k-neon.jp/about/
644,株式会社クリエイティブダイワ,https://www.c-daiwa.co.jp/,https://www.c-daiwa.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.c-daiwa.co.jp/,,店舗 / 医院 / 飲食店 / 旅館,,no,,,,no,no,,,https://www.c-daiwa.co.jp/service/ / https://www.c-daiwa.co.jp/profile/
645,株式会社コーサイ,https://www.ko-sai.jp/,https://www.ko-sai.jp/inquiry/index.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.ko-sai.jp/,,店舗,内装工事,no,,,1000,no,no,,,https://www.ko-sai.jp/company
646,株式会社シグナル,http://sign-signal.jp/,http://sign-signal.jp/?page_id=19,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://sign-signal.jp/,,,,no,,,,no,no,,,http://sign-signal.jp/?page_id=7
647,株式会社シンク・タンク,https://hiroshima-think-tank.co.jp/,https://hiroshima-think-tank.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://hiroshima-think-tank.co.jp/,,店舗,,no,,,,no,no,,,https://hiroshima-think-tank.co.jp/service/ / https://hiroshima-think-tank.co.jp/service/#anker01
648,株式会社ダイス,https://dise.co.jp/,https://dise.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://dise.co.jp/,,店舗 / クライアント,,no,,,,no,yes,,,https://dise.co.jp/about/ / https://dise.co.jp/service/
649,株式会社トライ,https://tryco.jp/,https://tryco.jp/inquiry,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://tryco.jp/,,,,no,20,,300,no,no,,,https://tryco.jp/company
650,株式会社ナオヰ工芸社,https://www.naoikougei.com/,https://www.naoikougei.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.naoikougei.com/,,店舗,,no,,,,no,no,,,https://www.naoikougei.com/company/
651,株式会社パックス・トーア,https://www.pax-toa.com/,https://www.pax-toa.com/quotation,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.pax-toa.com/,,店舗,,no,43,,1000,no,no,,,https://www.pax-toa.com/company / https://www.pax-toa.com/business-outline
652,株式会社10X,https://10x.co.jp/,https://10x.co.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：10Xは小売業のDXを支えるプラットフォーム「Stailer」を提供している。ネットスーパーやAI発注、AIプライシングなどスーパーの経営課題に直結するプロダクト群を展開している ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://10x.co.jp/,,自動車販売,,no,,,,no,no,,,https://10x.co.jp/company/ / https://10x.co.jp/company/team/
653,GROWIT株式会社,https://www.growit.jp/,https://www.growit.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：カスタマイズ可能なBOSTEC製券売機、卓上型blayn製券売機を提案・展示。また小売業に特化したMDシステム「Unicage Retail」は、大量データの高速処理が可能。また、連携するiPadPOSレジは、レンタルにて必要機材を揃えるこ,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.growit.jp/,,店舗 / 飲食店 / 小売店 / 中小企業 / 多店舗 / 導入事例,posシステム / 販売管理システム / 卸売,no,,,,no,no,,,https://www.growit.jp/service/ / https://www.growit.jp/service/#for-retail
654,株式会社J＆J,https://j-taxfree.jp:443/,https://j-taxfree.jp:443/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：「J-TaxFreeシステム」は免税手続きを端末1台で完結し、2026年11月の免税制度改正にも一気通貫対応するシステムである。「Beaver Delivery」は購入品を国外へ迅速配送し、訪日客の手ぶら観光を実現する。両サービスとも店舗業,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://j-taxfree.jp:443/,プロモーション,店舗 / 観光 / 導入事例,posシステム,no,36,,,no,no,,,https://j-taxfree.jp:443/company/ / https://j-taxfree.jp:443/service/
655,Lazuli株式会社,https://lazuli.ninja/,https://lazuli.ninja/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：Lazuliは、生成AIを活用した商品データ基盤「Lazuli PDP」を提供する。PDFや画像、バラバラな形式のExcelなど「非構造化データ」の自動構造化を実現する。高度なAIが商品情報を瞬時に解析・名寄せし、特徴タグを付与することで、,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://lazuli.ninja/,,,saas,no,,,,no,no,,,https://lazuli.ninja/about / https://lazuli.ninja/about/careers
656,株式会社エムジェイワイコンサルタント,https://mjy-consult.com/,https://mjy-consult.com/guide,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：駅ビル・ショッピングモールなど商業施設に特化した、店舗出店・リーシングのリーディングカンパニーが手がけるビッグデータを活用した出店サポート ,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://mjy-consult.com/,店舗開発,店舗 / 工務店 / 小売店 / 多店舗 / フランチャイズ,,no,23,,1000,no,no,,,https://mjy-consult.com/#service / https://mjy-consult.com/about-us/
657,株式会社SJC,https://www.sjc-sendai.co.jp/,https://www.sjc-sendai.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：・「iSYS」は様々な業態に対応可能な小売店様向けの基幹システム AIを活用した自動発注の取り組みもご紹介。 ・「NEXT」は食品製造業様向けの販売管理システム EDI連携実績も多くあり、製造原価管理機能や需要予測機能もご提供可能。 ,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.sjc-sendai.co.jp/,,小売店,クラウドサービス / 販売管理システム / 機器販売 / 卸売,no,,,,no,no,,,https://www.sjc-sendai.co.jp/service/ / https://www.sjc-sendai.co.jp/business/
658,株式会社TIプランニング,https://paymentnavi.com/,https://paymentnavi.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：当社ではカード情報ポータルサイト「payment navi(ペイメントナビ)」を運営している。本展示会では、冊子「決済・金融・流通サービスの強化書2026」(新刊)を配布する。また、プレミアム情報「Paymentnavi Pro2024」、,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://paymentnavi.com/,プロモーション,店舗 / 中小企業 / クライアント,,no,,,,no,no,,,https://paymentnavi.com/paymentnews/179998.html / https://paymentnavi.com/kanren/sonypaymentservice
659,株式会社iTAN,https://itans.jp/,https://itans.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：スマホアプリ開発サービス『iSIN』の提供・運営。 通常、数千万近くかかるアプリ開発を初期費用/開発費用を抑えて実現できるアプリ開発サービス。 マーケティングチャネル、エンゲージメント向上、新ソリューション提供など多種多様なニーズに応えるサ,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://itans.jp/,webマーケ / デジタルマーケ / ブランディング / マーケティング支援,店舗 / クライアント / 導入事例,,no,,,,no,no,,,https://itans.jp/services/ / https://itans.jp/services/dx-solution/
660,株式会社infonerv,https://www.infonerv.com/,https://infonerv.com/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：東京大学発のAIスタートアップ(株)infonervが提供する、自動発注AI「α-発注」を展示する。実際の管理画面を見たり、操作することができる。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.infonerv.com/,,,,no,,,,no,no,,,
661,アイティアクセス株式会社,https://www.itaccess.co.jp/fintech/,https://www.itaccess.co.jp/fintech/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：無人店舗・自販機向けのキャッシュレス決済端末及び決済サービスを紹介。当社の製品は、電子マネー、コード決済、非接触クレジットカード、職域決済(顔認証/社員証カード)に対応しており、幅広いニーズに対応可能。また、高速・安全・簡単な決済を実現し、,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.itaccess.co.jp/fintech/,,クライアント / 導入事例,クラウドサービス,no,93,,,no,no,,,https://www.itaccess.co.jp/fintech/about/ / https://www.itaccess.co.jp/company/companyoutline/
662,アイニックス株式会社,https://www.ainix.co.jp/,https://www.ainix.co.jp/contact/aboutus.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：次世代電子棚札(ESL):Newtonシリーズや電子ペーパーを使ったデジタルサイネージ等を導入事例を交えて製品紹介する。Meferi社製品:Android15を搭載しAER認証を取得した最新の業務用モバイル端末、ME40K(キー付きモデル),likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.ainix.co.jp/,,ホテル,posシステム / 機器販売,no,,,,no,no,,,https://www.ainix.co.jp/products/tablet/business_tablet/ / https://www.ainix.co.jp/support/software/vup_service_main/
663,アクテック株式会社,https://actec1972.co.jp/,https://actec1972.co.jp/inquiry/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：業務用ハンディーターミナル・タブレットPCがより便利にご使用いただけるソフトケースを、 オーダーメイドで承ります。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://actec1972.co.jp/,,,,no,59,,1000,no,no,,,https://actec1972.co.jp/company/message/ / https://actec1972.co.jp/company/aboutus/
664,株式会社エナスピレーション,https://enaspiration.com/,https://enaspiration.com/contact.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：買い切り型スマートロック。API連携で予約、顧客管理、POS、決済連携等が可能。本体・アプリ・クラウド(APIも含む)すべて月額無料。省人化は低コストシステムで実現。スマートソリューションの入口となる鍵。顔/交通系IC/暗証番号/指紋/リモ,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://enaspiration.com/,,店舗 / ホテル,予約システム,no,,,,no,no,,,https://enaspiration.com/#company
665,株式会社エフケイシステム,https://www.fksystem.co.jp/,https://www.fksystem.co.jp/inquiry,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：施設案内、セルフ精算、店舗業務管理、サイネージなど多様な用途に対応し、10.1～43インチまでサイズ展開を備えたタッチパネルPC、持ち運び可能で多様なシーンに柔軟に活用できるポータブルタッチパネルPC、セルフ券売機や入退場システムとして使用,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.fksystem.co.jp/,,小売店 / 導入事例,posシステム / 機器販売,no,,,1000,no,no,,,https://www.fksystem.co.jp/company / https://www.fksystem.co.jp/company#access
666,オーディーエス株式会社,https://ods.co.jp/,https://ods.co.jp/contact1.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：AndroidタブレットのTA2C-NF8は、画面中央にFeliCa Mクラス取得のNFCリーダー/ライターを搭載。キャッシュレス決済、マイナンバーカード読取り、入退室管理、ホテルのカードキーや施設のICタグ等との連動での事後決済テーブルト,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://ods.co.jp/,,,,no,,,,no,no,,,https://ods.co.jp/company.html / https://ods.co.jp/company/greetings.html
667,株式会社カンリー,https://jp.can-ly.com/,https://jp.can-ly.com/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：Googleビジネスプロフィール(旧:Googleマイビジネス)、ホームページ、SNSアカウントを一括で管理・運用・分析できるSaaSサービス「カンリー店舗集客」の紹介。店舗情報の運用工数を削減し、集客向上を実現。 ,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://jp.can-ly.com/,webマーケ / sns運用 / meo対策,店舗 / 葬儀社 / 多店舗 / 導入事例 / 支援実績,saas / クラウドサービス,no,,,,no,no,,,https://jp.can-ly.com/whitepaper/service/ / https://jp.can-ly.com/service/
668,コンポーネントデザイン株式会社,https://www.cmpd.jp/,https://www.cmpd.jp/contact/,A｜POS・予約・店舗DX・OA販売,"店舗DXハブ：自社開発のPOSレジ、ポイントシステム、iPadアンケートツールを展示。システム間連携や機能追加を受託可能。 ・コアレジ:stera terminal専用のPOSレジ 初期0円、基本2,000円(税別)、1台あたり2,300円(税別)～ ・",likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.cmpd.jp/,,,saas,no,,,,no,no,,,https://www.cmpd.jp/service/ / https://www.cmpd.jp/company/
669,株式会社サーランド・アイエヌイー,https://www.cirland-ine.com/,https://www.cirland-ine.com/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：RFID関連製品を展示する。 ●NFC対応リーダライタ -建設キャリアアップシステム対応カードリーダー「Dragon_CC」「Dragon_BLE」 -NFC対応卓上型リーダライタ「Dragon」 -Bluetooth接続NFC対応リーダラ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.cirland-ine.com/,,,,no,,,1000,no,no,,,https://www.cirland-ine.com/business-contents/ / https://www.cirland-ine.com/company/
670,システムギア株式会社,https://www.systemgear.com/,https://www.systemgear.com/spt/inquiry/top.cgi,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：次世代の新しいキャッシュレス決済のターミナル「CPT-100」店舗の決済環境をよりスマートに進化させるタブレット精算機 また独自電子マネーの各種現金チャージ機はもちろん、顔認証打刻に対応した勤怠管理システムなどお客様の省人省力化のお手伝いを,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.systemgear.com/,,クリニック / ホテル / 導入事例,,no,,,,no,no,,,https://www.systemgear.com/company/top.html / https://www.systemgear.com/company/recruit.html
671,株式会社システムベース,https://www.systembase.co.jp/,https://www.systembase.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：「データ受信サービス」や自社設備を活かし、「クラウドサービス」で流通BMS対応を低コストで実現。 低価格「小売業向けMDシステム」クラウド版を展示。 ,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.systembase.co.jp/,,小売店,クラウドサービス / 予約システム / 販売管理システム / 機器販売,no,185,,,no,no,,,https://www.systembase.co.jp/service/ / https://www.systembase.co.jp/about/
672,スターマーケティングジャパン株式会社,https://www.smjp.star-m.jp/,https://www.smjp.star-m.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：人手不足や賃金高騰、変化する消費者のニーズへの対応など店舗が抱えるお悩みを解決するDX化をご提案。 mPOS、オーダーシステム、順番待ち、デリバリーのシステムと連動したレシートプリンター、食品ラベルや製品ラベルなどラベルが印刷できるラベルプ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,0,https://www.smjp.star-m.jp/,,,,no,,,,no,no,,,
673,株式会社スマート・ソリューション・テクノロジー,https://www.sstinc.co.jp/,https://www.sstinc.co.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：施設や店舗の業務改善/売上向上に不可欠な「QSCチェックや臨店/巡回チェック」をDX化するツールを紹介。紙・Excelの運用から脱却、効率と成果の両立させ、臨店/巡回チェック本来の目的である施設・店舗の改善を実現する。 ,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://www.sstinc.co.jp/,,店舗 / 中小企業 / クライアント / 導入事例,,no,57,,5200,yes,no,,,https://www.sstinc.co.jp/company/
674,株式会社セイビ堂,https://seibidou.jp/,https://seibidou.jp/contact/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：出展ブースでは大型ビジョンやデジタルサイネージ・業務用液晶ディスプレイとして活用できる液晶ディスプレイをはじめ、小売業向けのウルトラワイドモニター・3連天吊りモニター(AIカメラ)、棚サイネージ、自販機サイネージのハードウェアに加え、デジタ,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://seibidou.jp/,広告運用,店舗 / 小売店,,no,65,1796,2000,no,yes,,,https://seibidou.jp/service/ / https://seibidou.jp/company/
675,ソフネットジャパン株式会社,https://www.sofnetjapan.com/,https://www.sofnetjapan.com/contact/sj/,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：完全クラウド型デジタルサイネージ「サイバーサイネージ」を中核に、生成AIを活用した対話型サービス「世界コンシェルジュ」「AIプロスタッフ」、顧客データ活用基盤「DBMC(LongDM/ShortDM)」を展示。店頭での情報発信・接客・販促・,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.sofnetjapan.com/,デジタルマーケ,店舗 / ホテル / 観光 / 小売店 / 中小企業 / 多店舗,クラウドサービス / posシステム,no,,,,no,no,,,https://www.sofnetjapan.com/profile.html / https://www.sofnetjapan.com/profile_access.html
676,タイムリープ株式会社,https://timeleap-rura.com/,https://timeleap-rura.com/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：インターネット越しに店舗の接客を行うことができる遠隔接客サービス「RURA」を提供。接客の一部を遠隔で集約することで、店舗運営の効率化や、接客業における新しい働き方の実現が可能です。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://timeleap-rura.com/,,,,no,,,,no,no,,,https://timeleap-rura.com/company
677,タカヤ株式会社,https://www.takaya.co.jp/,https://www.takaya.co.jp/contact,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：小売店ではネット通販+店舗省人化の流れが加速している中で、防犯を意識したストアセキュリティ新製品はもちろんのこと、RFID+ストアセキュリティにて店舗オペレーションに役立つと同時に販売促進に繋がるソリューションをデモにてご提案。 ,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.takaya.co.jp/,,,,no,,,,no,no,,,https://www.takaya.co.jp/about / https://www.takaya.co.jp/about/history
678,タグジャパン株式会社,https://tagjapan.jp/,https://tagjapan.jp/cont2/contact.html,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：単なるシフト表や作業割当の効率化ではありません。本当の狙いは生産性向上です。新リリースのタイムスタンプツールは、スタッフがスマホ・タブレット・PCで作業をワンタップするだけで、パフォーマンスを見える化します。遠隔地の作業もリアルタイムで把握,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://tagjapan.jp/,,導入事例,,no,,,1000,no,no,,,https://tagjapan.jp/wp/company/
679,タッチパネル・システムズ株式会社,https://www.tps.co.jp/,https://www.tps.co.jp/contact/general/default.asp,A｜POS・予約・店舗DX・OA販売,店舗DXハブ：飲食店、店舗における人手不足解消のための省人化DXのニーズに対応するセルフサービス向けタッチソリューションを展示する。タッチパネル一体型PCと専用スタンドを組み合わせたシステムは、各社が提供する多様な決済端末やバーコードスキャナーなどの周辺,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.tps.co.jp/,,店舗 / 飲食店,,no,,,,no,no,,,https://www.tps.co.jp/solution/self-service / https://www.tps.co.jp/support/search
