company_name,url,address,phone,maps_url,status,hub_type,why_fit,evidence_urls,confidence,review_status,last_verified_at,contact_url,generic_email,risk_notes
株式会社リードビジネス,https://readbusiness.co.jp/,埼玉県入間郡毛呂山町中央４丁目６番地２２,0492954321,,MEOハブ候補,ADD_ON_HUB,公式ページで「ト ■スキャン:PDF又はJPGデータに変換 ■筆記用具、ノート、コピー用紙、のし紙 ■印紙、はがき、切手 ■ホームページ作成 ▲ネットリコー好評です。詳細はお問合せください。 7 INFO 会社案内 お気軽にお立よりください。 〒350-0461 住所:埼玉県入間郡毛」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://readbusiness.co.jp/ | https://readbusiness.co.jp/index.html | https://readbusiness.co.jp/bungu/index.html | https://readbusiness.co.jp/copy/index.html | https://readbusiness.co.jp/insatsu/index.html,B,EVIDENCE_CHECKED,2026-08-27T16:01:49,https://readbusiness.co.jp/postmail/index.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社レイズ,https://www.rays-co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「アプローチを行います。クライアントのニーズに応え、インターネット上の様々な広告媒体での成約率強化を図ります。 WEBサイト構築事業 品質の良いWebサイトは利益に直結します。レイズではサイトの新規構築・リニューアル・PDCA運用、効果検証まで専門スタッフが適切にリードい」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.rays-co.jp/ | https://www.rays-co.jp/about/,B,EVIDENCE_CHECKED,2026-08-27T15:47:37,https://www.rays-co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社レジェンドプロモーション,https://legend-pro.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,携帯電話のキャンペーンを含む販売促進イベントを企画から運営まで提供し、顧客店舗へのキャンペーン支援の接点がある。Web制作受託は未確認。 既存支援へのMEO追加提案候補。外注意向・採算は未確認。,https://legend-pro.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:29:55,https://legend-pro.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社三栄社,https://saneisya.com/,,0424383200,,MEOハブ候補,ADD_ON_HUB,公式ページで「P、個人HPから、ポータルサイト、LP(ランディングページ)などを作成するにあたっての提案をしてまいります。 WEBサイト制作 LP作成 すべての販売の基本は小売りから。ECサイトを実際に運営する当社だから言えること、立ち上げの苦労や、仕入れ、販売、発送、管理など、目標」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://saneisya.com/,B,EVIDENCE_CHECKED,2026-08-27T16:01:58,https://saneisya.com/#contact_page,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社中部共同印刷,https://ckphp.co.jp/,愛知県小牧市小牧原３丁目１９１番地,0568711601,,MEOハブ候補,ADD_ON_HUB,公式ページで「ング WEBサイト LP制作 広告 印刷とデジタルをつなぎ、情報発信の効果を最大化。 WEBサイト・LP制作・広告運用を通じて、企業やサービスの魅力を的確に届けます。 紙媒体で培った「伝える設計力」を活かし、目的・ターゲット・導線を意識したデジタル施策を構築。 集客・認」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://ckphp.co.jp/service/ | https://ckphp.co.jp/service/#service01 | https://ckphp.co.jp/service/#service02 | https://ckphp.co.jp/service/#service03,B,EVIDENCE_CHECKED,2026-08-27T16:08:34,https://ckphp.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社京応,https://keio-web.com/,,0752412608,,MEOハブ候補,ADD_ON_HUB,公式ページで「京応 | 中小企業のコンサルティングファーム ホーム 京応にできること 保険のご相談 WEB制作・企画事業 経営コンサルティング 会社概要 企業情報 アクセスマップ Well-being型健康経営プロジェクト 採用情報 お問い合わせ 個人情報保護方針 運営サイト 保」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://keio-web.com/ | https://keio-web.com/profile.html,B,EVIDENCE_CHECKED,2026-08-27T15:23:14,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社千代田プリントメディア,https://www.chiyodaprintmedia.com/,東京都品川区大崎１丁目１８番１６号,,,MEOハブ候補,ADD_ON_HUB,公式ページで「、会社案内、社内報、ほか)、電子出版用データ作成、動画制作・Webコンテンツ制作 【 フロント 】 雑誌付録・販促グッズの企画・制作、書籍の仕様企画、電子カタログ・データベースプラットフォーム、ほか 【 業務分析 】 業務分析・業務改善 【 IT活用 】 ストレージサー」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.chiyodaprintmedia.com/profile/ | https://www.chiyodaprintmedia.com/service/,B,EVIDENCE_CHECKED,2026-08-27T16:10:15,https://www.chiyodaprintmedia.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社双文社,https://www.soubnsha.co.jp/,,0366664747,,MEOハブ候補,ADD_ON_HUB,公式ページで「原稿整理、リライト、デザインカンプ出しなど、企画制作をサポートします。自費出版などもお気軽にご相談ください。 Web制作 Webサイト、動画、広告・キャンペーンなど業界、媒体を問わず、役割に応じたクリエイティブを行い、クライアントのコミュニケーションをサポートします。 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.soubnsha.co.jp/service.html,B,EVIDENCE_CHECKED,2026-08-27T16:01:43,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社城野印刷所,https://www.jono.co.jp/,,0962863366,,MEOハブ候補,ADD_ON_HUB,公式ページで「談ください。 印刷物の作成 看板や横断幕、懸垂幕の作成 屋内外施工業務 デジタルコンテンツ・データベース作成 ホームページ制作 AR プロモーション映像作成 企画提案 コーポレート・アイデンティティ(CI) ビジュアル・アイデンティティ(VI) マーケティング調査 取材」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.jono.co.jp/about/approach/ | https://www.jono.co.jp/service/ | https://www.jono.co.jp/service/#project1,B,EVIDENCE_CHECKED,2026-08-27T15:59:18,https://www.jono.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社宅配広告社,https://takukou.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「伝える”お手伝いをさせていただきます。 弊社では、手から手へと繋がる「ポスティング」、伝えたいコトを形にする「チラシのデザイン制作」、より具体的な情報を広く手軽に伝える「Web サイト・ランディングページの制作」、生の雰囲気をそのまま伝える「PR動画の制作」など、あらゆ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://takukou.co.jp/service/ad-solution,B,EVIDENCE_CHECKED,2026-08-27T15:29:57,https://takukou.co.jp/contact,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社川上クリエイション,https://www.e-print.co.jp/,,0667624522,,MEOハブ候補,ADD_ON_HUB,公式ページで「ファイル バインダーetc. 封筒 開封線付封筒 複写伝票 領収証 バインダー パッケージ類 手提袋etc. ホームページ制作 PCを使える方なら簡単に変更できる低コストのホームページ、 レスポンシブに対応した完全オリジナル本格的ホームページ その他、ご希望に応じてさま」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.e-print.co.jp/ | https://www.e-print.co.jp/company/company.html | https://www.e-print.co.jp/company/company1.html,B,EVIDENCE_CHECKED,2026-08-27T15:45:20,https://www.e-print.co.jp/contact/contact.html,info@e-print.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社常翔印刷,https://jsi.co.jp/,,0474555161,,MEOハブ候補,ADD_ON_HUB,公式ページで「イアウト制作・印刷・送料込み OPTION オプション 宛名印字・封入封緘 1 万円~ ロゴ製作 4 万円~ ホームページ制作 5 万円~ ★その他印刷物・ノベルティはどんなものでもご相談ください ★「印刷数量を調整したい」「材質を変更したい」「選べる点数に追加で発注し」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://jsi.co.jp/service/sougyoshien.html,B,EVIDENCE_CHECKED,2026-08-27T16:05:06,https://jsi.co.jp/contact/,contact@jsi.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社平和堂,https://p-heiwado.com/,愛知県常滑市虹の丘６丁目１１０番地,0569352208,,MEOハブ候補,ADD_ON_HUB,公式ページで「常滑市 デザイン・印刷・ホームページ作成 平和堂 企画・デザイン・印刷・Web あなたの伝えたいを カタチ にします お問い合わせ 営業時間  平日9:00~17:00 TOP ABOUT SERVICE CO」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://p-heiwado.com/ | https://p-heiwado.com/#about,B,EVIDENCE_CHECKED,2026-08-27T16:09:36,https://p-heiwado.com/contact/index.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社広現社,https://www.kogensha.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「 代表者 代表取締役 内藤靖徳 主な事業内容 フリーペーパー発行、チラシ・ポスター・パンフレット等の企画制作、ホームページ企画・制作、映像企画編集、店舗バナー・看板制作デザイン REPRESENTATIVE 代表プロフィール 代表取締役 内藤 靖徳  Yasunori 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.kogensha.co.jp/ | https://kogensha.co.jp/#company,B,EVIDENCE_CHECKED,2026-08-27T15:43:24,,contact@kogensha.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社愛知企画,https://www.aichi-kikaku.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「を 最高の提案で形にする。 Promotions with the best proposals. 愛知企画は総合広告代理店として、テレビ・ラジオ・新聞・雑誌・WEB等の広告に関するもの全般を取り扱っております。 クライアント様のニーズにお応えするため、企画・提案から制」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.aichi-kikaku.co.jp/ | https://www.aichi-kikaku.co.jp/service.html,B,EVIDENCE_CHECKED,2026-08-27T15:33:11,https://www.aichi-kikaku.co.jp/contact.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社成文社,https://seibnsha.com/,,0186621231,,MEOハブ候補,ADD_ON_HUB,公式ページで「となら 印刷、図面製本、文具・事務器・オフィス家具販売 ホーム 会社概要 製品・サービス 印刷 オンデマンド ホームページ制作 サイン 造作家具 図面製本 感染対策・防災用品一覧 印章 It's new 2026.08 夏季休業(お盆休み)のお知らせ 2026.07 印」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://seibnsha.com/ | https://seibnsha.com/profile/ | https://seibnsha.com/etcetera/,B,EVIDENCE_CHECKED,2026-08-27T16:04:08,https://seibnsha.com/contact/,seibnsha@kumagera.ne.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社月成印刷,https://www.tsuki-art.jp/,,0926113600,,MEOハブ候補,ADD_ON_HUB,公式ページで「事業内容 商業印刷全般(チラシ・パンフレット・パッケージ・名刺など) 屋外・屋内看板、サイン制作 ノベルティ・販促グッズの企画制作 WEB・デジタル制作支援 オリジナル商品開発(アートフラワー、看板、筆文字ロゴ) 取引銀行 三井住友銀行福岡支店 / 東京三菱UFJ銀行福」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.tsuki-art.jp/ | https://www.tsuki-art.jp/#company | https://www.tsuki-art.jp/business/ | https://www.tsuki-art.jp/business/#printing | https://www.tsuki-art.jp/business/#sign,B,EVIDENCE_CHECKED,2026-08-27T15:44:06,https://www.tsuki-art.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社橋本印刷所,https://hashimoto-p.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「刷技術と、様々な媒体・手法のご提案で、お客様のイメージを鮮やかに表現します。企画、デザイン、データ制作、加工、WEB制作、大判出力、チラシ、ポスター、フライヤー、カード、パンフレット、シール、ステッカー、名刺、封筒、冊子、諸伝票類等。 SEARCH MENU infor」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://hashimoto-p.jp/ | https://hashimoto-p.jp/about/,B,EVIDENCE_CHECKED,2026-08-27T15:37:38,https://hashimoto-p.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社武田印刷,https://takedapc.com/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「ostScript対応モデルとして商業印刷との色校正やプロファイル管理にも活用できます。 Read more WEBサイト制作 企業や店舗、クリエイターの魅力を最大限に伝えるWEBサイトを制作いたします。企画・デザインからコーディング、レスポンシブまで一貫して対応し、目」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://takedapc.com/,B,EVIDENCE_CHECKED,2026-08-27T15:20:29,https://takedapc.com/inquiry/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社民報アド,https://www.minpoad.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「クリエイティブワーク 印刷物 屋内外広告 その他制作物 セールスプロモーション 販売促進イベントの企画・運営 WEBの企画制作 ホームページの企画、制作、運営管理、システムの提案 ふくしまニュースリリース 月100万PV超えの実績 福島県内の企業・店舗の情報発信ができる」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.minpoad.jp/about.html,B,EVIDENCE_CHECKED,2026-08-27T15:28:17,https://www.minpoad.jp/contact.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社泰明グラフィクス,https://www.taimei.co.jp/,,0286587780,,MEOハブ候補,ADD_ON_HUB,公式ページで「ばラミネート加工やパネリング、垂れ幕加工など、実際に使用する上で不可欠な加工をトータルで行うことができます。 ホームページの作成からパソコンの設定までサポート パソコンとインターネットもおまかせください。 コストパフォーマンスを最大限に 。 「限られたコストをどうやった」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.taimei.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:32:45,,info@taimei.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社秋田精巧堂,https://www.seikodo-print.co.jp/,,0187622340,,MEOハブ候補,ADD_ON_HUB,公式ページで「スター、チラシ、パンフレット広報、書籍、帳票、出版(精巧堂出版)、新聞発行(仙北新聞 休刊中) IT部門事業 ホームページ作成、電子書籍、精巧堂ストア(Webショップ) 販売促進商材事業 ポイントカードシステム運営(ゆきんこカード)、Tポイント運営代理店、共同広告折込チ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.seikodo-print.co.jp/about.html,B,EVIDENCE_CHECKED,2026-08-27T16:04:08,https://www.seikodo-print.co.jp/info.html,info@seikodo-print.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社青空社,https://aozorasha.jp/,愛媛県松山市朝生田町５丁目３番地２８,0899097007,,MEOハブ候補,ADD_ON_HUB,公式ページで「取締役 駄場元 俊和 電話:089-909-7007 FAX:089-909-7008 事業内容 CMC構築 ECサイト構築 映像制作 ネットワーク構築 DNS管理代行 サーバー構築・運用管理 Webシステム開発 Webアプリケーション開発 ホスティングサービス SEO」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://aozorasha.jp/about/,B,EVIDENCE_CHECKED,2026-08-27T16:09:46,https://aozorasha.jp/contact-privacy/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社鹿児島新生社印刷,https://www.shinsei-p.co.jp/,,0994432238,,手動送信要,ADD_ON_HUB,"公式ページで「カップ キーホルダー コースター Tシャツ/タオル/ウェア WEB・IT関連 Acti Book《電子書籍》 ホームページ制作 AR《拡張現実》 商業・出版印刷
 事務用印刷 販売促進や宣伝用のチラシ、ポスター、冊子、伝票類まで幅広い印刷物にご対応可能です。 チラシ印刷」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://www.shinsei-p.co.jp/ | https://www.shinsei-p.co.jp/company | https://www.shinsei-p.co.jp/print-service,B,EVIDENCE_CHECKED,2026-08-27T15:27:07,https://www.shinsei-p.co.jp/inquiry_honsha,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ＦＵＪＩ,https://kanbanfuji.co.jp/,山口県防府市戎町１丁目１０番１４号,,,MEOハブ候補,ADD_ON_HUB,公式ページで「看板壁面を利用して、アピール看板の設置・製作をします。また、店舗改装・店舗ファサード看板・店舗入口前A型看板・ホームページ作成まで幅広くお手伝いできます。 詳細はこちら 最新情報はこちら 制作実績はこちら ESTATE REAL 不動産事業 買取の相談、相続の相談、土地」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://kanbanfuji.co.jp/ | https://kanbanfuji.co.jp/#Company,B,EVIDENCE_CHECKED,2026-08-27T15:38:30,https://kanbanfuji.co.jp/contact/,info@kanbanfuji.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ＴＡＫＥＭＯＴＯ　Ｋｏｕｓｙａ,https://www.takemoto-kousya.com/,,0822703792,,MEOハブ候補,ADD_ON_HUB,公式ページで「株式会社TAKEMOTO Kousya トップ:特殊基礎 シグマ基礎 杭基礎 ステンシェル塗装 等の各種看板製作 | 株式会社TAKEMOTO Kousya OFFICIAL SNS 会社情報 看板種類 制作実績 制作の流れ 施工方法 新着情報 採用情報 お問い合わせ 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.takemoto-kousya.com/,B,EVIDENCE_CHECKED,2026-08-27T15:36:05,https://www.takemoto-kousya.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ＵＢＵＧＯＥ,https://www.ubugoe-inc.jp/,,0351145901,,MEOハブ候補,ADD_ON_HUB,公式ページで「-5114-5902 [支社] 〒335-0021 埼玉県戸田市新曽2200-2 渡邉第2ビル2階 事業内容 広告代理業 イベント/展示会/キャンペーン/PR/映像/グラフィック/スペース開発/WEBコンテンツ/アプリ等の企画・制作・運営・運用 ローカル地域・ベッドタウ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.ubugoe-inc.jp/ | https://www.ubugoe-inc.jp/#company | https://www.ubugoe-inc.jp/#service | https://www.ubugoe-inc.jp/#service02 | https://www.ubugoe-inc.jp/#service01,B,EVIDENCE_CHECKED,2026-08-27T16:03:36,,info@ubugoe-inc.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ａｍｉｔａ,https://www.amita.info/,,0528255391,,MEOハブ候補,ADD_ON_HUB,"公式ページで「とディレクション。
        多くの優秀な外部ブレーンとのタッグにより、現在、印刷物から映像、イベント、ホームページ作成まで
        さまざまな事業展開を行っております。 ミッドランドスクエア マーケット 2012年06月 ミッドランドスクエアのインテリア」を確認。MEOの追加提案候補（外注意向・採算は未確認）。",https://www.amita.info/,B,EVIDENCE_CHECKED,2026-08-27T16:03:54,https://www.amita.info/contact/index.html,information_amita86@amita.info,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
株式会社ｑｕｉｎｔｅｔ,https://quintet.co.jp/,,,,手動送信要,ADD_ON_HUB,公式ページで「(株)quintet|WEBデザイン・動画編集・非常用発電機点検 コンテンツへスキップ デザインする創造力、 実装する技術力。 未来の「欲しい」 をカタチに。 Works WEBソリューション事業 / クリ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://quintet.co.jp/ | https://quintet.co.jp/company/ | https://quintet.co.jp/group-company/,B,EVIDENCE_CHECKED,2026-08-27T16:07:48,https://quintet.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
福田印刷工業株式会社,https://www.fukuda-p.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,顧客の販売・広告課題に応じ、ホームページ・販促印刷・ノベルティ等を提案。 MEO追加提案または外部運用協力の候補。ただし採用意向・採算・案件数は未確認。,https://www.fukuda-p.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:44:25,https://www.fukuda-p.co.jp/contact/,kobe@fukuda-p.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
第七広告株式会社,https://7ad.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「と満足を実現します。 実績集 ポスター・チラシ・リーフレット 広報紙 冊子・カタログ ノベルティ 伝票・封筒 WEB制作 ポスター 犯罪お悩み相談 【東京都】都民安全推進本部 ポスター 選手団ホストタウン 【世田谷区】 チラシ がん予防チラシ 【世田谷区】健康推進課 ポ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://7ad.co.jp/ | https://7ad.co.jp/about.html,B,EVIDENCE_CHECKED,2026-08-27T15:34:48,https://7ad.co.jp/contact.html,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
芝入印刷株式会社,https://www.shibairi.co.jp/,,0272534937,,MEOハブ候補,ADD_ON_HUB,顧客向けに店舗紹介・商品販促・SNS向け動画を制作し、広告代理・企画デザイン・印刷・看板等を扱っている。 既存支援へのMEO追加提案候補。外注意向・採算は未確認。,https://www.shibairi.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:29:47,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
阪南メディアリンクス株式会社,https://k-hannan.com/,,0725311627,,MEOハブ候補,ADD_ON_HUB,店舗開業の看板・デザイン・印刷・折込・Web等を顧客へ提供。 MEO追加提案または外部運用協力の候補。ただし採用意向・採算・案件数は未確認。,https://k-hannan.com/,B,EVIDENCE_CHECKED,2026-08-27T15:43:40,https://k-hannan.com/contact,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
阿竹印刷工業株式会社,https://atake.co.jp/,,0593653125,,MEOハブ候補,ADD_ON_HUB,公式ページで「お手伝いするパートナー企業として、真心をもってご提供させていただきます! お客様のマーケティングのお手伝い。 ホームページ制作・漫画も制作可能! 阿竹印刷では、お客様に応じて最適なカタチをご提案できるよう、ホームページ制作やマンガ制作を行っています。 ターゲットへの印刷」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://atake.co.jp/ | https://atake.co.jp/service/,B,EVIDENCE_CHECKED,2026-08-27T16:05:56,https://atake.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
ＳＮＳ株式会社,https://www.sns-sp.co.jp/,,0362629591,,MEOハブ候補,ADD_ON_HUB,店舗・イベント向けの旗、のぼり、装飾品等を顧客の要望に合わせて提案・製作・販売している。SNS運用代行を確認したものではない。 既存支援へのMEO追加提案候補。外注意向・採算は未確認。,https://www.sns-sp.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:30:20,,info@sns-sp.co.jp,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)エフエム福岡,http://fmfukuoka.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,自社サイト管理方針は根拠不適切。公式広告案内で小売・飲食・観光向けCM企画制作を確認。 MEO追加提案の候補という仮説であり、外注意向・採算は未確認。,https://fmfukuoka.co.jp/lp/advertise/,B,EVIDENCE_CHECKED,2026-08-27T16:01:41,http://fmfukuoka.co.jp/contacts/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)創広,https://www.ad-soko.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「合せ 事業内容 企業情報 HOME > 会社情報 Top Message 経営者として生活者として 女性目線の広告代理店を目指します。 おかげさまで創広は創業50年となりました。             その間、ネットの急伸をはじめ、広告を取り巻く環境も大きく変わりまし」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.ad-soko.co.jp/company/,B,EVIDENCE_CHECKED,2026-08-27T16:07:49,https://www.ad-soko.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)小学館メディアプロモーション,https://shogakukan-mp.co.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式トップのWorksに、インターネット広告のセールス・運用、タイアップ企画立案・誘導施策・進行管理を掲載。本体の顧客向け広告支援にMEOを組み込む提案候補。店舗顧客との関係・外注意向・採算は未確認。,https://www.shogakukan-mp.co.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:17:06,https://shogakukan-mp.co.jp/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
(株)秋田放送,https://www.akita-abs.co.jp/,,0188268577,,MEOハブ候補,ADD_ON_HUB,自社規約は不適切。公式バナー広告ページで店舗向け広告掲載とリンク先制作を確認。 MEO追加提案の候補という仮説であり、外注意向・採算は未確認。,https://www.akita-abs.co.jp/bannerad/ | https://www.akita-abs.co.jp/radiocm/,B,EVIDENCE_CHECKED,2026-08-27T16:01:43,https://www.akita-abs.co.jp/absmail/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
アオイネオン株式会社,https://www.aoineon.com/,,0337542111,,MEOハブ候補,ADD_ON_HUB,公式ページで「の ご案内もしております。 工事の受注 ご提案内容に納得をいただけましたら、 ご発注ください。 施工図の作成 サインの製作、施工に必要な図面を設計いたします。 構造計算や申請書類の作成も同時に行ないます。 サインの製作 構造図を元にサインを組み立て、電気配線を行い 図面」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.aoineon.com/ | https://www.aoineon.com/company/information/ | https://www.aoineon.com/company/membership/ | https://www.aoineon.com/business/,B,EVIDENCE_CHECKED,2026-08-27T16:08:02,https://www.aoineon.com/contact/,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
アバンギャルドフジコウ株式会社,https://fujikoh.com/,,0523648988,,MEOハブ候補,ADD_ON_HUB,公式ページで「いほどの実績を持っています。 確かな技術を持つ職人たちが多数在籍しており、 看板の企画、 デザインや図面作成、看板製作、 現場設置、メンテナンスまで 一貫して自社で行っています。 サービス 屋外広告サイン 店舗サイン 施設サイン デジタルサイネージ 従業員募集 募集要項」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://fujikoh.com/,B,EVIDENCE_CHECKED,2026-08-27T15:29:47,,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
アートエス株式会社,https://www.art-s.jp/,,,,MEOハブ候補,ADD_ON_HUB,公式ページで「福岡のオススメ看板製作・施工は実績と品質に自信のアートエス株式会社 ‹ › × 福岡のオススメ看板製作・施工は実績と品質に自信のアートエス株式会社 トップページ 看板の種類/看板の素材 料金ご」を確認。MEOの追加提案候補（外注意向・採算は未確認）。,https://www.art-s.jp/,B,EVIDENCE_CHECKED,2026-08-27T15:44:23,https://www.art-s.jp/contact,,"公開情報に基づく営業仮説。外注意向・再販可否・月額15,000円での採算・受注可能性は未確認。"
