address,company_name,confidence,contact_url,discovery_note,evidence_detail,evidence_urls,exclusion_scope,generic_email,hub_type,last_verified_at,maps_url,margin_fit,phone,recurring_relationship,reject_reason,review_status,source_http_status,source_url,status,store_client_access,url,verification_version,why_fit
熊本県熊本市中央区国府３丁目２６番２５号,株式会社ナカノカンパニー,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/2330001021357,,,https://nakkame.sakura.ne.jp,,
東京都新宿区西新宿６丁目８番１号住友不動産新宿オークタワー,株式会社ＩＴソリューショングループ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/8011101078405,,,https://nss-marketing.co.jp,,
青森県青森市大字油川字千刈１１５番地９,時田製本印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/8420001001567,,,https://tokitaseihon.co.jp,,
東京都千代田区飯田橋３丁目４番４号,株式会社北辰広告,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9010001028931,,,https://www.hokushinad.co.jp,,
東京都中央区八丁堀２丁目８番１号,株式会社アルファ・トーン,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9010001064729,,,https://a-tone.jp,,
東京都台東区浅草橋１丁目１３番３号,株式会社ユニ報創,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9010501014621,,,https://www.uni.ne.jp,,
東京都渋谷区猿楽町２−１アベニューサイド代官山ＩＩ４Ｆ,株式会社ＰＴＷ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9011001069008,,,https://pt-w.jp,,
東京都江東区木場３丁目４番２３号,株式会社深川同人社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9010601006023,,,https://f-dohjinsha.com,,
東京都板橋区高島平９丁目１４番５号,セリアート株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9011401003565,,,https://www.seriart.co.jp,,
静岡県三島市平成台３９番地,ナポー株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9080101006021,,,https://www.napo.co.jp/index.html,,
東京都目黒区目黒本町３丁目１３番１０号,株式会社晃和デイスプレイ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/9013201001996,,,https://www.kowa-dsp.co.jp,,
大阪府大阪市中央区博労町１丁目２番２号,株式会社アピックス,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9120001073917,,,https://www.apix.co.jp/index.html,,
岐阜県高山市松之木町２６９８番地の８,ブレーン企画株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9200001025109,,,https://www.brainkikaku.jp,,
三重県松阪市船江町８７６番地,株式会社大鵬堂,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1190001011745,,,https://www.taihodo.com,,
愛知県名古屋市中区栄２丁目２番５号,中電興業株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/9180001038195,,,https://www.chudenkbs.co.jp,,
東京都大田区大森西２丁目１３番６号,株式会社カネヒラ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2010801002679,,,https://kanehira-p.xsrv.jp/index.html,,
熊本県熊本市東区長嶺南１丁目２番１５号,有限会社スタック,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1330002011952,,,https://www.stack-tp.com,,
大阪府大阪市東成区東小橋１丁目１６番２６号,東亜印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2120001013086,,,https://toa-print.com,,
広島県尾道市因島重井町４０８０番地３,有限会社はと印刷,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2240002051222,,,https://www.hatoin.jp/default.html,,
福岡県福岡市博多区博多駅前２丁目１０番１２号,株式会社ＲＥＳＯＬＣＯ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2290001068444,,,https://resolco.net,,
東京都台東区台東１丁目５番１号,ＴＯＰＰＡＮホールディングス株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7010501016231,,,https://www.toppan.co.jp,,
東京都千代田区神田紺屋町１５番地グランファースト神田紺屋町３Ｆ,株式会社フェズ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/9013301038047,,,https://www.fez-inc.jp,,
埼玉県川口市東領家２丁目３６番６号,有限会社ミユキ化工,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1030002107517,,,https://miyuki-kakou.com,,
群馬県高崎市小八木町４１７番地,有限会社アールサイン,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1070002008422,,,https://www.are-sign.co.jp,,
茨城県牛久市田宮町字大坂５３１番地の２７,牛久印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1050001027986,,,https://ushiku.co.jp/index.html,,
広島県広島市西区南観音５丁目１０番１３号,株式会社山陽標識製作所,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1240001003794,,,https://js-sanyo.jimdo.com,,
山口県下関市卸新町１０番地の３,ＫＵＴＵ株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/1250001005055,,,https://www.arr.co.jp/arrow,,
鳥取県鳥取市秋里１２５６番地,株式会社日本海テレビサービス,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1270001000566,,,https://nkt-pro.co.jp,,
大分県大分市大字片島字尻込３０１番地の１,株式会社高山活版社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1320001001724,,,https://takayama-print.main.jp,,
新潟県三条市西大崎２丁目２５番２５号,株式会社ヨネヤマシール印刷,B,https://www.y-s-p.co.jp/contact/,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.y-s-p.co.jp/"", ""text"": ""ーケティング活動を新しい視点から ・スピーディなマーケティング活動 ・ラベル・カード・タグは小ロット低価格 ・Webサイト制作・運営を低価格で提供 ・QR+シリアル応募キャンペーンを事務局とセットでワンストップ提供 キャンペーン応募用2層シール・疑似接着 ・クローズドキャンペーンの応募用として ""}, {""url"": ""https://www.y-s-p.co.jp/service/"", ""text"": ""ーケティング活動を新しい視点から ・スピーディなマーケティング活動 ・ラベル・カード・タグは小ロット低価格 ・Webサイト制作・運営を低価格で提供 ・QR+シリアル応募キャンペーンを事務局とセットでワンストップ提供 詳しく見る キャンペーン応募用2層シール・疑似接着 ・クローズドキャンペーンの応""}]",https://www.y-s-p.co.jp/ | https://www.y-s-p.co.jp/service/,RECHECK,,ADD_ON_HUB,2026-08-27T15:27:31,,unknown,,unknown,公式ページの営業連絡制限を確認するまで保留：営業目的のメールはご遠慮 https://www.y-s-p.co.jp/contact/,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/1110001014805,MEOハブ候補,signal_only,https://www.y-s-p.co.jp/,,公式ページで「ーケティング活動を新しい視点から ・スピーディなマーケティング活動 ・ラベル・カード・タグは小ロット低価格 ・Webサイト制作・運営を低価格で提供 ・QR+シリアル応募キャンペーンを事務局とセットでワンストップ提供 キャンペーン応募用2層シール・疑似接着 ・クローズドキ」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
鳥取県鳥取市富安１丁目７９番地,株式会社鳥取平版社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1270001000954,,,https://www.heiban.co.jp/index.html,,
福岡県田川市大字伊田３５０４番地,相部広告株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1290801016264,,,https://aibekoukoku.co.jp,,
宮崎県延岡市浜町４１１番地５,株式会社堀田商事,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1350001007000,,,https://www.horita-net.co.jp,,
大分県大分市城崎町２丁目４番３９号,株式会社栄工社,B,https://www.oita-eikosha.co.jp/contact/index.html,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.oita-eikosha.co.jp/"", ""text"": ""・広報担当さま向けコンテンツ 大判プリント (ポスター・パネルなど) 屋内外用ステッカー 壁紙・タペストリー ホームページ制作 ラテックス・コレクション 環境配慮型素材特設ページ サステナビリティの視点から、企業ブランドを次のステージへと導くご提案 バナナペーパー 【環境配慮型素材】 サスプリ ""}, {""url"": ""https://www.oita-eikosha.co.jp/"", ""text"": ""型素材】 宛名印刷 ラミネート加工 グラフィック系商品 大判プリント 屋内外用ステッカー 壁紙・タペストリー ホームページ制作 ラテックス・コレクション 企業情報 会社概要 アクセス 動画でご紹介 ニュース&トピック リンク CSR SDGs プライバシーポリシー ガイダンス ご利用の手引き・お""}, {""url"": ""https://www.oita-eikosha.co.jp/gaiyo_company.html"", ""text"": ""・広報担当さま向けコンテンツ 大判プリント (ポスター・パネルなど) 屋内外用ステッカー 壁紙・タペストリー ホームページ制作 ラテックス・コレクション 環境配慮型素材特設ページ サステナビリティの視点から、企業ブランドを次のステージへと導くご提案 バナナペーパー 【環境配慮型素材】 サスプリ ""}, {""url"": ""https://www.oita-eikosha.co.jp/gaiyo_company.html"", ""text"": ""型素材】 宛名印刷 ラミネート加工 グラフィック系商品 大判プリント 屋内外用ステッカー 壁紙・タペストリー ホームページ制作 ラテックス・コレクション 企業情報 会社概要 アクセス 動画でご紹介 ニュース&トピック リンク CSR SDGs プライバシーポリシー ガイダンス ご利用の手引き・お""}]",https://www.oita-eikosha.co.jp/ | https://www.oita-eikosha.co.jp/gaiyo_company.html,RECHECK,info@oita-eikosha.co.jp,ADD_ON_HUB,2026-08-27T15:27:33,,unknown,,unknown,公式ページの営業連絡制限を確認するまで保留：セールスの類はお断り https://www.oita-eikosha.co.jp/contact/index.html,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/1320001000585,MEOハブ候補,unknown,https://www.oita-eikosha.co.jp/,,公式ページで「・広報担当さま向けコンテンツ 大判プリント (ポスター・パネルなど) 屋内外用ステッカー 壁紙・タペストリー ホームページ制作 ラテックス・コレクション 環境配慮型素材特設ページ サステナビリティの視点から、企業ブランドを次のステージへと導くご提案 バナナペーパー 【環」を確認。MEOの追加提案候補（外注意向・採算は未確認）。
静岡県三島市長伏２５７番地の１,株式会社東海印刷,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2080101005979,,,https://tokai-print.co.jp/index.php,,
三重県四日市市城西町６番３号,常磐工芸株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2190001015704,,,https://www.tokiwaco.com,,
宮崎県宮崎市高洲町５１番地４,吉本工芸有限会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2350002005191,,,https://www.yoshimotokougei.co.jp,,
広島県広島市佐伯区石内北５丁目１番８号,瀬戸内海印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/7240001005546,,,https://setoin.com,,
埼玉県戸田市中町２丁目１７番１１号,株式会社豊成産業,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/8030001023023,,,https://housei-sangyou.co.jp,,
滋賀県彦根市西沼波町２３番地,株式会社永昌堂印刷,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/7160001008094,,,https://www.eishodo.co.jp,,
北海道札幌市中央区北二条西２０丁目２番１号,株式会社メガ・コミュニケーションズ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://megacom.jp/"", ""text"": ""るプロモーションを企画・実行します。 CREATIVE クリエイティブ 広告デザインから商品パッケージ、動画、Web開発・制作まで、ブランドの価値を最大化するクリエイティブを一貫して制作します。 MARKETING マーケティング リアルとデジタルを融合し、戦略設計から施策実行・改善まで、成果に""}, {""url"": ""https://megacom.jp/company/"", ""text"": ""各種プロモーションおよびイベントの企画、制作、運営等業務 ・ 各種式典、セミナー、フォーラム等の企画運営 ・ ホームページ制作および各種システム開発及びウェブ解析等業務 ・ スマートフォンを活用したスタンプラリーや地域回遊を目的としたイベント等施策の立案、運用 ・ 各種デジタルマーケティング業務""}, {""url"": ""https://megacom.jp/service/"", ""text"": ""るプロモーションを企画・実行します。 CREATIVE クリエイティブ 広告デザインから商品パッケージ、動画、Web開発・制作まで、ブランドの価値を最大化するクリエイティブを一貫して制作します。 MARKETING マーケティング リアルとデジタルを融合し、戦略設計から施策実行・改善まで、成果に""}]",,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/8430001032776,,,https://megacom.jp,,
大阪府大阪市東成区深江北２丁目１１番２６号,生田印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9120001011661,,,https://www.ikuta-printing.co.jp/index.html,,
静岡県富士市今泉三条３１５番地,株式会社マイプロテック,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/9080101010304,,,https://www.myprotec-print.com,,
愛知県名古屋市千種区内山３丁目４番７号,街美社広告株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9180001003678,,,https://www.gaibisha-ad.co.jp,,
岐阜県瑞浪市土岐町１０２２番地の３,株式会社サン・ライン,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9200001022139,,,https://www.s-line.co.jp,,
石川県金沢市本多町３丁目２番１号,株式会社北陸スタツフ,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9220001006354,,,https://www.h-staff.jp/index.html,,
長崎県長崎市元船町１３番２号,株式会社和広エージエンシー,,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://wako-ag.co.jp/"", ""text"": "" MORE Scroll WORKS 和広エージェンシーの仕事 私たちは様々な媒体を用いて、 お客様へ効果的な広告の企画・制作をして参ります READ MORE Scroll RECRUIT 求人募集 現在募集中の求人情報です READ MORE TOP PAGE TOP""}, {""url"": ""https://wako-ag.co.jp/company/"", ""text"": ""止ビル2階 TEL・FAX TEL: 095-821-7270 FAX: 095-821-7280 事業内容 総合広告代理店 取引企業 (株)テレビ長崎KTN 長崎放送(株)NBC テレビ・ラジオ 長崎文化放送(株)NCC (株)長崎国際テレビNIB (株)長崎新聞社 長崎電気軌道(株) 長崎""}]",,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/9310001002377,,,https://wako-ag.co.jp,,
茨城県久慈郡大子町大字頃藤字清水４２０２番地の１,トップ・フーズ株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1050001026930,,,https://www.top-nakaya.jp/index.html,,
青森県青森市大字野木字山口１６４番地２２,株式会社東日オフセット,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/1420001001490,,,https://www.tonichioffset.com/index.html,,
埼玉県八潮市大字大曽根２０４２番地１,有限会社ミウマ工芸,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2030002071992,,,https://www.miumakougei.com,,
大阪府大阪市西成区天下茶屋１丁目２０番１０号,株式会社すばる,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9120001145055,,,https://www.subaru999.com,,
大阪府大阪市都島区内代町４丁目３番３２号,大泉有限会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2120002004142,,,https://daisenlab.co.jp,,
奈良県奈良市法華寺町２番地４,株式会社奈良日日新聞社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/2150001002739,,,https://www.naranichi.co.jp,,
東京都豊島区東池袋３丁目１１番９号下総屋ビル７０１号室,株式会社ネットワークプランニング,B,,会社詳細の問い合わせリンク。公式性は別途確認必須,"[{""url"": ""https://www.networkplanning.net/company"", ""text"": "" 下総屋ビル 701 URL https://www.networkplanning.net/ 事業内容 求人広告代理業 法人番号 2013301023303 累計取引社数 10,253社 アクセス 〒170-0013 東京都豊島区東池袋3-11-9 下総屋ビル701 ■各線「池袋駅」~徒""}, {""url"": ""https://www.networkplanning.net/service"", ""text"": ""(旧Twitter)フォロワー8.8万人超の強力プロモーションで応募率UPを実現します。 詳しくはこちら 採用ホームページ制作 応募につながる採用サイト制作 求人媒体だけでは伝えきれない会社の魅力や仕事のやりがい、働く人の雰囲気までしっかり届けるための採用ホームページを制作します。 媒体からの流""}, {""url"": ""https://www.networkplanning.net/service"", ""text"": ""サイト制作 求人媒体だけでは伝えきれない会社の魅力や仕事のやりがい、働く人の雰囲気までしっかり届けるための採用ホームページを制作します。 媒体からの流入先として活用することで応募率の改善を図り、企業理解を深めたうえでの応募を増やし、ミスマッチの少ない採用につなげます。 原稿制作で培った訴求設計を活""}, {""url"": ""https://www.networkplanning.net/service"", ""text"": ""制作で培った訴求設計を活かし、職種やターゲットに合わせた構成・コピー・導線設計まで一貫して対応可能です。 採用ホームページ制作について""}]",https://www.networkplanning.net/company | https://www.networkplanning.net/service,RECHECK,,ADD_ON_HUB,2026-08-27T15:28:09,,unknown,0359517120,signal_only,求人広告中心で、店舗集客・顧客向け販促支援の現行根拠を確認するまで保留,EVIDENCE_CHECKED,200,https://houjin.goo.to/corporations/2013301023303,MEOハブ候補,signal_only,https://www.networkplanning.net/,,"公式ページで「 下総屋ビル 701 URL https://www.networkplanning.net/ 事業内容 求人広告代理業 法人番号 2013301023303 累計取引社数 10,253社 アクセス 〒170-0013 東京都豊島区東池袋3-11-9 下総屋ビル701 」を確認。MEOの追加提案候補（外注意向・採算は未確認）。"
青森県十和田市稲生町１５番１４号,株式会社岩間印刷,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/3420001011892,,,https://www.ip-iwama.co.jp,,
宮崎県宮崎市大字赤江字飛江田９３１番地,宮崎紙工印刷株式会社,,,会社詳細の問い合わせリンク。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,200,https://houjin.goo.to/corporations/8350001001772,,,https://www.m-shikou.net,,
福島県郡山市富久山町久保田字下河原３３番地１,株式会社ヤギヌマ印刷,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/2380001008119,,,https://yaginuma-p.co.jp,,
千葉県茂原市早野９７２番地,株式会社サトペン,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/3040001059186,,,https://satopen.com,,
秋田県秋田市外旭川字堂ノ前８番地８,株式会社アド秋田,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/3410001000054,,,https://www.ado-akita.jp,,
埼玉県戸田市大字新曽９２０番地,株式会社池田紙工,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/4010001000572,,,https://www.ikedashikou.co.jp,,
宮城県仙台市若林区六丁の目西町４番６号,三慶印刷株式会社,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/4370001003052,,,https://www.sankei-pr.jp,,
埼玉県本庄市見福２丁目８番１１号,ライブネット株式会社,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/6030001126133,,,https://www.access-livenet.co.jp,,
茨城県日立市東成沢町３丁目４番８号,日立高速印刷株式会社,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/5050001023684,,,https://www.hkp.co.jp,,
東京都台東区上野７丁目８番１８号,株式会社八光舎,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/1010501010685,,,https://ueno-hakkosha.jp,,
東京都三鷹市新川４丁目８番１２号イーストヒルズ１－Ｂ,有限会社みやざき印刷,,,名簿ロゴ画像の配信元。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,,https://houjin.goo.to/corporations/1010902014913,,,https://assets.plesk.com,,
東京都八王子市台町４丁目２３番２号,株式会社デカルジャパン,,,会社詳細の問い合わせリンク。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,200,https://houjin.goo.to/corporations/9010101002530,,,https://www.decaljapan.com,,
茨城県つくば市大舟戸１９２番地６０,株式会社アート,,,名簿ロゴ画像の配信元。公式性は別途確認必須,,,RECHECK,,,,,,,,公式サイト取得不能または別ドメインへ移動,RECHECK,,https://houjin.goo.to/corporations/6050001016431,,,https://www.art-sign.co.jp,,
,小宮山印刷（株） 川里工場,,,名簿ロゴ画像の配信元。公式性は別途確認必須,[],,RECHECK,,,,,,,,公式ページ本文と社名の一致を確認できない,RECHECK,,https://houjin.goo.to/corporations/2010001043334,,,http://www.kpi-net.co.jp,20260827-service-pages-v2,
