"company_name","url","address","phone","maps_url","source_file"
"株式会社ディーフレックス","https://www.deeflex.jp/","〒107-0052 東京都港区赤坂2-17-44 福吉坂ビル3F"",","03-3589-1711","","main_jcma_official_planners_filtered.csv"
"株式会社ニューズベース","https://www.newsbase.co.jp/","〒104-0061 東京都中央区銀座七丁目16番12号 G-7ビルディング9階 ／","03-4500-4758","","main_jcma_official_planners_filtered.csv"
"株式会社 アドウェイズ","https://www.adways.net/","〒160-0023 東京都新宿区西新宿五丁目1番1号 住友不動産新宿ファーストタワー5階","03-6771-8510","","main_jicdaq_official_buyers_broad_filtered.csv"
"株式会社 イースト・デイリー","https://www.east-daily.jp/","〒060-0001 北海道札幌市中央区北1条西9丁目3-1 南大通ビルN1 6階","011-208-1351","","main_jicdaq_official_buyers_broad_filtered.csv"
"株式会社 カルテットコミュニケーションズ","https://quartet-communications.com/","〒460-0003 愛知県名古屋市中区錦2-4-15","052-684-5841","","main_jicdaq_official_buyers_broad_filtered.csv"
"株式会社 CyberACE","https://cyberace.co.jp/","〒150-6120 東京都渋谷区渋谷2丁目24番12号","","","main_jicdaq_official_buyers_broad_filtered.csv"
"株式会社 DigiCon","https://dcon.co.jp/","〒101-0062 東京都千代田区神田駿河台2-3-6 CIRCLES御茶ノ水6F","03-6821-6301","","main_jicdaq_official_buyers_broad_filtered.csv"
"株式会社 デジタルガレージ","https://www.garage.co.jp/ja/","〒150-0022 東京都渋谷区恵比寿南3-5-7 デジタルゲートビル","03-6367-1111","","main_jicdaq_official_buyers_broad_filtered.csv"
"LINEヤフー株式会社","https://www.lycorp.co.jp/ja/","〒102-8282 東京都千代田区紀尾井町1-3","","","main_jicdaq_official_buyers_broad_filtered.csv"
"ニールセン・アイキュー・ジャパン合同会社","https://nielseniq.com/global/ja/","〒164-0012 東京都中野区本町2-46-1 中野坂上サンブライトツイン 15F","","","main_jmra_official_members_filtered.csv"
"(株)インテージテクノスフィア","https://www.intage-technosphere.co.jp/","〒188-0001 東京都西東京市谷戸町2-14-11","042-423-1156","","main_jmra_official_members_filtered.csv"
"PXC株式会社","https://pxc.co.jp/","〒110-0016 東京都台東区台東4-19-9 山口ビル7 7F","","","main_jpm_promotion_candidates_filtered.csv"
"株式会社シェア","https://www.share-kagoshima.com/","〒890-0054 鹿児島県鹿児島市荒田2丁目30-8","050-3552-0219","","main_kyushu_regional_ad_candidates_1.csv"
"株式会社INKS","https://inks-digital.com","愛知県田原市田原町萱町37","","","main_newly_established_marketing_candidates.csv"
"株式会社Bonito","https://bonito.tokyo/","東京都世田谷区代田6-12-27","","","main_new_company_marketing_candidates_10.csv"
"株式会社SENSE","https://www.sense-inc.jp/","宮城県仙台市青葉区五橋2-11-18 第三ショーケービル205","022-204-5133","","main_north_chugoku_marketing_candidates.csv"
"株式会社ZIZAI","https://zizai.co.jp/company","〒106-6224 東京都港区六本木3丁目2-1","","","main_paa_official_members_raw.csv"
"株式会社アドバンプレス","https://www.advanpress.co.jp/","〒102-0073 東京都千代田区九段北1-7-3 昭栄ビル2F","03-5211-7080","","main_prsj_official_members_clean.csv"
"有限会社ティーズ","https://ad-ts.com/","〒020-0114 岩手県盛岡市高松2-2-7 2F","019-601-8030","","main_regional_ad_marketing_candidates_2.csv"
"株式会社WEBマーケティング総合研究所","https://www.akibare-shika.jp/","〒160-0023 東京都新宿区西新宿8-1-2 3F","03-4567-6047","","main_vertical_marketing_candidates_1.csv"
"株式会社ユリシーズ","https://ulysses-ltd.co.jp/","〒161-0033 東京都新宿区下落合1-6-1 宮村ビル4F","03-3227-7161","","main_vertical_marketing_candidates_3.csv"
"株式会社大伸社コミュニケーションデザイン","https://www.daishinsha-cd.jp","","","","round7_association_candidates.csv"
"株式会社ドミニオン","https://dominion-biz.co.jp","","","","round7_association_candidates.csv"
"株式会社プレシジョンマーケティング","https://www.precimarke.jp","","","","round7_association_candidates.csv"
"株式会社アクセス","https://www.access2000.co.jp","","","","round7_association_candidates.csv"
"株式会社アド近鉄","https://www.ad-kintetsu.co.jp","","","","round7_association_candidates.csv"
"情報価値研究所株式会社","https://cvrlabo.com","","","","round7_association_candidates.csv"
"株式会社エグザイルス","https://www.exiles.co.jp","","","","round7_association_candidates.csv"
"株式会社マックスマウス","https://www.maxmouse.co.jp","","","","round7_association_candidates.csv"
"株式会社リクルーティング・デザイン","https://www.rd-woods.co.jp","","","","round7_association_candidates.csv"
"株式会社I-PRO","https://www.i-pro.co.jp","","","","round7_association_candidates.csv"
"株式会社アド・ケインズ","https://adkeins.jp","","","","round7_association_candidates.csv"
"株式会社えんれいしゃ","https://www.enreisha.co.jp","","","","round7_association_candidates.csv"
"株式会社山新広告社","https://www.yamashin-ad.co.jp","","","","round7_association_candidates.csv"
"JICDAQ (デジタル広告品質認証機構)","https://jicdaq.or.jp/","","","","_jiaa_candidates.csv"
"RTB HOUSE JAPAN株式会社","https://www.rtbhouse.com/","","","","_jiaa_candidates.csv"
"株式会社 アイスタイル","http://www.istyle.co.jp","","","","_jiaa_candidates.csv"
"アイティメディア株式会社","https://corp.itmedia.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 IPG","https://www.ipg.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 アイプラネット","http://www.iplanet-inc.com","","","","_jiaa_candidates.csv"
"株式会社 アイモバイル","https://www.i-mobile.co.jp","","","","_jiaa_candidates.csv"
"株式会社 朝日新聞社","http://www.asahi.com","","","","_jiaa_candidates.csv"
"株式会社 朝日新聞出版","http://publications.asahi.com","","","","_jiaa_candidates.csv"
"朝日放送テレビ株式会社","https://www.asahi.co.jp","","","","_jiaa_candidates.csv"
"AppBank株式会社","http://www.appbank.co.jp","","","","_jiaa_candidates.csv"
"株式会社 AbemaTV","https://abema.tv","","","","_jiaa_candidates.csv"
"アマゾンジャパン合同会社","http://www.amazon.co.jp/","","","","_jiaa_candidates.csv"
"andtokyo株式会社","https://andtokyo.com/","","","","_jiaa_candidates.csv"
"イオンマーケティング株式会社","https://www.aeonmarketing.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 イノベーションエイド","https://www.i-aid.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 インタースペース","http://www.interspace.ne.jp","","","","_jiaa_candidates.csv"
"株式会社 インティメート・マージャー","https://corp.intimatemerger.com","","","","_jiaa_candidates.csv"
"Index Exchange Japan株式会社","https://jp.indexexchange.com/","","","","_jiaa_candidates.csv"
"株式会社 インプレス","http://impress.co.jp/","","","","_jiaa_candidates.csv"
"Uber Japan株式会社","https://www.uber.com/us/en/advertising","","","","_jiaa_candidates.csv"
"株式会社 ウエディングパーク","https://www.weddingpark.co.jp","","","","_jiaa_candidates.csv"
"株式会社 UltraImpression","https://ultraimpression.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 ADKデジタル・コミュニケーションズ","http://www.addc.co.jp","","","","_jiaa_candidates.csv"
"Appier Japan株式会社","https://www.appier.com","","","","_jiaa_candidates.csv"
"株式会社 SEMエージェンシー","https://sem-agency.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 SMBCデジタルマーケティング","https://www.smbc-digitalmarketing.co.jp/","","","","_jiaa_candidates.csv"
"X Corp. Japan株式会社","https://x.com/","","","","_jiaa_candidates.csv"
"株式会社 NTTドコモ","https://www.docomo.ne.jp/corporate/","","","","_jiaa_candidates.csv"
"株式会社 エフエム東京","https://www.tfm.co.jp","","","","_jiaa_candidates.csv"
"株式会社 エブリー","https://corp.every.tv","","","","_jiaa_candidates.csv"
"OCEAN'S株式会社","https://oceans-22.jp/","","","","_jiaa_candidates.csv"
"OpenX Japan株式会社","http://www.openx.com/","","","","_jiaa_candidates.csv"
"株式会社 オールアバウト","http://allabout.co.jp","","","","_jiaa_candidates.csv"
"Ogury Japan株式会社","https://ogury.com/jp/","","","","_jiaa_candidates.csv"
"株式会社 オムニバス","https://e-omnibus.co.jp","","","","_jiaa_candidates.csv"
"株式会社 oricon ME","http://www.oricon.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 カカクコム","http://corporate.kakaku.com/","","","","_jiaa_candidates.csv"
"株式会社 ＫＡＤＯＫＡＷＡ","https://group.kadokawa.co.jp/","","","","_jiaa_candidates.csv"
"GumGum Japan株式会社","https://ja.gumgum.com/","","","","_jiaa_candidates.csv"
"株式会社 CARTA HOLDINGS","http://cartaholdings.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 キネッソジャパン","https://www.interpublic.com/our-companies/kinesso/","","","","_jiaa_candidates.csv"
"グーグル合同会社","http://www.google.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 Gunosy","http://gunosy.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 グラッドキューブ","https://www.glad-cube.com/","","","","_jiaa_candidates.csv"
"CRITEO株式会社","http://www.criteo.com","","","","_jiaa_candidates.csv"
"株式会社 グレイプ","http://www.grapee.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 クロスリスティング","https://www.xlisting.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 講談社","http://www.kodansha.co.jp","","","","_jiaa_candidates.csv"
"株式会社 光文社","http://www.kobunsha.com/","","","","_jiaa_candidates.csv"
"株式会社 廣洋社","http://www.kys-net.co.jp","","","","_jiaa_candidates.csv"
"合同会社 コンデナスト・ジャパン","http://corp.condenast.jp/","","","","_jiaa_candidates.csv"
"株式会社 サイバーエージェント","http://www.cyberagent.co.jp/","","","","_jiaa_candidates.csv"
"The Trade Desk Japan株式会社","https://www.thetradedesk.com/jp","","","","_jiaa_candidates.csv"
"株式会社 三栄","https://www.sun-a.com","","","","_jiaa_candidates.csv"
"株式会社 産業経済新聞社","https://www.sankei.jp/","","","","_jiaa_candidates.csv"
"株式会社 産経デジタル","http://www.sankei-digital.co.jp","","","","_jiaa_candidates.csv"
"株式会社 CEメディアハウス","https://www.cccmh.co.jp/","","","","_jiaa_candidates.csv"
"GMO NIKKO株式会社","http://www.koukoku.jp","","","","_jiaa_candidates.csv"
"GMOメディア株式会社","http://www.gmo-media.jp","","","","_jiaa_candidates.csv"
"SeenThis Japan株式会社","https://seenthis.co/ja/","","","","_jiaa_candidates.csv"
"株式会社 J-WAVE","https://www.j-wave.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 Ｊストリーム","http://www.stream.co.jp","","","","_jiaa_candidates.csv"
"Cinarra Systems Japan株式会社","https://cinarra.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 シネマトゥデイ","https://www.cinematoday.jp/","","","","_jiaa_candidates.csv"
"株式会社 集英社","http://www.shueisha.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 主婦と生活社","http://www.shufu.co.jp","","","","_jiaa_candidates.csv"
"株式会社 小学館","http://www.shogakukan.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 新潮社","https://www.shinchosha.co.jp","","","","_jiaa_candidates.csv"
"株式会社 Skyfall","http://skyfall.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 スパイスボックス","http://www.spicebox.co.jp","","","","_jiaa_candidates.csv"
"スポティファイジャパン株式会社","https://www.spotify.com/","","","","_jiaa_candidates.csv"
"スマートニュース株式会社","https://about.smartnews.com/ja/","","","","_jiaa_candidates.csv"
"株式会社 ソケッツ","https://www.sockets.co.jp","","","","_jiaa_candidates.csv"
"株式会社 SOKKIN","https://sokkin.me/","","","","_jiaa_candidates.csv"
"株式会社 第一通信社","http://www.ittsu.ne.jp","","","","_jiaa_candidates.csv"
"株式会社 TYON","https://tyon.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 TimeTree","https://timetreeapp.com/intl/ja/corporate","","","","_jiaa_candidates.csv"
"株式会社 ダイヤモンド社","http://www.diamond.co.jp","","","","_jiaa_candidates.csv"
"タブーラ・ジャパン株式会社","https://www.taboola.com/ja","","","","_jiaa_candidates.csv"
"株式会社 TANGLE","https://www.tctangle.co.jp/","","","","_jiaa_candidates.csv"
"チョークデジタル株式会社","https://www.chalkdigital.com/ja/japan/","","","","_jiaa_candidates.csv"
"株式会社 DCXforce","https://dcxforce.co.jp/","","","","_jiaa_candidates.csv"
"Teads Japan株式会社","https://teads.com","","","","_jiaa_candidates.csv"
"株式会社 TVer","https://tver.co.jp/","","","","_jiaa_candidates.csv"
"TBS・JNN NEWS DIG合同会社","https://newsdig.tbs.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 TBSテレビ","http://www.tbs.co.jp","","","","_jiaa_candidates.csv"
"株式会社 TBSラジオ","https://www.tbsradio.jp","","","","_jiaa_candidates.csv"
"株式会社 デジタリフト","https://digitalift.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 テレビ朝日","http://www.tv-asahi.co.jp","","","","_jiaa_candidates.csv"
"株式会社 テレビ東京","http://www.tv-tokyo.co.jp","","","","_jiaa_candidates.csv"
"株式会社 電通ジャパン・インターナショナルブランズ","https://www.iprospect.com/en/jp/","","","","_jiaa_candidates.csv"
"株式会社 電通東日本","http://www.dentsu-east.co.jp","","","","_jiaa_candidates.csv"
"株式会社 電通ランウェイ","https://www.d-runway.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 東洋経済新報社","http://corp.toyokeizai.net","","","","_jiaa_candidates.csv"
"トランスコスモス株式会社","http://www.trans-cosmos.co.jp","","","","_jiaa_candidates.csv"
"トリップアドバイザー株式会社","https://www.tripadvisor.com/","","","","_jiaa_candidates.csv"
"株式会社 トリドリ","https://toridori.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 ナターシャ","https://www.natasha.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 日刊スポーツNEWS","https://www.nikkansports.com/","","","","_jiaa_candidates.csv"
"株式会社 日経BP","http://corporate.nikkeibp.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 日本ビジネスプレス","http://www.jbpress.co.jp","","","","_jiaa_candidates.csv"
"株式会社 ニッポン放送","http://www.jolf.co.jp","","","","_jiaa_candidates.csv"
"株式会社 日本経済新聞社","http://www.nikkei.com","","","","_jiaa_candidates.csv"
"日本テレビ放送網株式会社","http://www.ntv.co.jp","","","","_jiaa_candidates.csv"
"日本マイクロソフト株式会社","https://www.microsoft.com/ja-jp/","","","","_jiaa_candidates.csv"
"株式会社 ニューオーダー","https://www.neworder.co.jp/","","","","_jiaa_candidates.csv"
"Nexxen Media Japan株式会社","https://jp.nexxen.com","","","","_jiaa_candidates.csv"
"株式会社 ネットネイティブ","http://net-native.net","","","","_jiaa_candidates.csv"
"ByteDance株式会社","https://bytedance.com","","","","_jiaa_candidates.csv"
"パブマティック株式会社","https://www.pubmatic.co.jp","","","","_jiaa_candidates.csv"
"株式会社 バリー","https://sir-barrie.co.jp/","","","","_jiaa_candidates.csv"
"バリューコマース株式会社","https://www.valuecommerce.co.jp","","","","_jiaa_candidates.csv"
"株式会社 BI.Garage","http://bi.garage.co.jp/","","","","_jiaa_candidates.csv"
"ピンタレスト・ジャパン合同会社","https://pinterestjapanblog.com/","","","","_jiaa_candidates.csv"
"株式会社 ファンコミュニケーションズ","http://www.fancs.com/","","","","_jiaa_candidates.csv"
"Facebook Japan合同会社","https://www.facebook.com/","","","","_jiaa_candidates.csv"
"株式会社 フェズ","https://fez-inc.jp/","","","","_jiaa_candidates.csv"
"株式会社 フェリエスト","https://www.feriest.com/","","","","_jiaa_candidates.csv"
"株式会社 フォーイット","https://www.for-it.co.jp","","","","_jiaa_candidates.csv"
"株式会社 ４Ｘ","https://4x-corp.com/","","","","_jiaa_candidates.csv"
"株式会社 フォーエム","https://www.fourm.jp/","","","","_jiaa_candidates.csv"
"株式会社 フジテレビジョン","http://www.fujitv.co.jp","","","","_jiaa_candidates.csv"
"株式会社 扶桑社","http://www.fusosha.co.jp/","","","","_jiaa_candidates.csv"
"プラウドエンジン株式会社","https://www.p-engine.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 ブレイク・フィールド社","https://breakfield.co.jp","","","","_jiaa_candidates.csv"
"株式会社 プレジデント社","http://www.president.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 文藝春秋","https://www.bunshun.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 PECO","https://peco-japan.com","","","","_jiaa_candidates.csv"
"株式会社 報知新聞社","https://www.hochi.co.jp","","","","_jiaa_candidates.csv"
"株式会社 北海道新聞社","http://www.hokkaido-np.co.jp","","","","_jiaa_candidates.csv"
"株式会社 マイナビ","http://www.mynavi.jp/","","","","_jiaa_candidates.csv"
"株式会社 毎日新聞社","http://www.mainichi.jp/","","","","_jiaa_candidates.csv"
"株式会社 毎日放送","http://www.mbs.jp/","","","","_jiaa_candidates.csv"
"株式会社 マガジンハウス","http://magazineworld.jp","","","","_jiaa_candidates.csv"
"マグナイト株式会社","https://www.magnite.com/","","","","_jiaa_candidates.csv"
"株式会社 マッキャンエリクソン","http://www.mccann.co.jp","","","","_jiaa_candidates.csv"
"株式会社 MANTAN","https://mantan-inc.jp","","","","_jiaa_candidates.csv"
"三菱食品株式会社","https://www.mitsubishi-shokuhin.com","","","","_jiaa_candidates.csv"
"株式会社 メディアジーン","https://www.mediagene.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 メトロ アド エージェンシー","http://www.metro-ad.co.jp","","","","_jiaa_candidates.csv"
"株式会社 MERY","https://mery.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 メルカリ","https://about.mercari.com/about/company/","","","","_jiaa_candidates.csv"
"Moloco, Inc.","https://www.moloco.com/","","","","_jiaa_candidates.csv"
"株式会社 ユーザベース","https://www.uzabase.com/jp/","","","","_jiaa_candidates.csv"
"株式会社 ユニーク","https://u2que.jp","","","","_jiaa_candidates.csv"
"UNICORN株式会社","https://uncn.jp/en/index.html","","","","_jiaa_candidates.csv"
"楽天グループ株式会社","http://www.rakuten.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 radiko","http://radiko.jp/","","","","_jiaa_candidates.csv"
"株式会社 Libalent","https://libalent.com/","","","","_jiaa_candidates.csv"
"ROKT合同会社","https://www.rokt.jp/","","","","_jiaa_candidates.csv"
"株式会社 ワン・パブリッシング","https://one-publishing.co.jp","","","","_jiaa_candidates.csv"
"株式会社 アド・プロ","http://www.adpro-inc.co.jp/","","","","_jiaa_candidates.csv"
"イー・ガーディアン株式会社","http://www.e-guardian.co.jp/","","","","_jiaa_candidates.csv"
"Integral Ad Science Japan株式会社","https://integralads.com/","","","","_jiaa_candidates.csv"
"株式会社 オノフ","http://www.onoff.ne.jp","","","","_jiaa_candidates.csv"
"GeekOut株式会社","https://geek-out.io/","","","","_jiaa_candidates.csv"
"GMOブランドセキュリティ株式会社","https://brandsecurity.gmo/","","","","_jiaa_candidates.csv"
"株式会社 Spider Labs","https://spider-labs.com/","","","","_jiaa_candidates.csv"
"WPPマーケティング・コミュニケーションズ合同会社","https://www.wpp.com/","","","","_jiaa_candidates.csv"
"DoubleVerify Japan株式会社","https://doubleverify.com/","","","","_jiaa_candidates.csv"
"株式会社 DataSign","https://datasign.jp","","","","_jiaa_candidates.csv"
"Five Media Marketing Limited","https://www.geoedge.com","","","","_jiaa_candidates.csv"
"株式会社 FUNDiT","https://fundit.jp/","","","","_jiaa_candidates.csv"
"Priv Tech株式会社","https://privtech.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 FLUX","https://flux-g.com/","","","","_jiaa_candidates.csv"
"ポールトゥウィン株式会社","https://www.ptw.inc/","","","","_jiaa_candidates.csv"
"Momentum株式会社","http://www.m0mentum.co.jp","","","","_jiaa_candidates.csv"
"株式会社 LIVE BOARD","https://www.liveboard.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 REGAL CORE","https://regalcore.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 カルテットコミュニケーションズ","https://quartetcom.co.jp/","","","","_jiaa_candidates.csv"
"関西テレビ放送株式会社","https://www.ktv.jp","","","","_jiaa_candidates.csv"
"株式会社 CBCテレビ","http://hicbc.com","","","","_jiaa_candidates.csv"
"中京テレビ放送株式会社","http://www.ctv.co.jp","","","","_jiaa_candidates.csv"
"株式会社 テレビ山梨","http://www.uty.co.jp/","","","","_jiaa_candidates.csv"
"東海テレビ放送株式会社","http://tokai-tv.com","","","","_jiaa_candidates.csv"
"読売テレビ放送株式会社","http://www.ytv.co.jp/","","","","_jiaa_candidates.csv"
"株式会社 NDPマーケティング","https://www.ndpgroup.co.jp","〒060-0002 北海道札幌市中央区北二条西1-1-7 ORE札幌ビル7階","011-596-0509","https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%9C%AD%E5%B9%8C%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA%E5%8C%97%E4%BA%8C%E6%9D%A1%E8%A5%BF1-1-7%20ORE%E6%9C%AD%E5%B9%8C%E3%83%93%E3%83%AB7%E9%9A%8E","_jiaa_filtered.csv"
"Index Exchange Japan株式会社","https://www.indexexchange.com/ja/","〒107-0061 東京都港区北青山 2-14-4 WeWork the ARGYLE aoyama View map ソリューション パブリッシャー向け ストリーミングTVパブリ","","","_jiaa_verified_audit.csv"
"株式会社 FLUX","https://flux.jp:443/","〒107-6224 東京都港区赤坂9-7-1 ミッドタウン・タワー 24階","","","_jiaa_verified_audit.csv"
"株式会社 日経BP","https://www.nikkeibp.co.jp/","〒105-8308 東京都港区虎ノ門4丁目3番12号 →","03-6811-8715","","_jiaa_verified_audit.csv"
